FHRSID,BusinessNameClean,BusinessName,FHRSIDRep,RepresentativeClass,BusinessType,PostCode,LocalAuthorityName,Address,BakeryRank,BakeryScore,StoreCount,LocationMatch,AIClass,AIReason,BatchID,Model,VerificationDateTime
690335,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Retailers - other,SW1V 1JT,Westminster,"UNIT 3 MAIN CONCOURSE VICTORIA STATION TERMINUS PLACE, LONDON",2762,0.2702525358851658,26,YES,NON_BAKERY,"Hotel Chocolat is a chocolate retailer, not a bakery. It sells chocolate gifts and treats, not a substantial range of baked goods.",20260901_164604_42,gemini-2.5-flash,2026-09-01T16:52:10
700799,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Retailers - other,W2 1HB,Westminster,"UNIT 19 PADDINGTON STATION PRAED STREET, LONDON",2762,0.2702525358851658,26,YES,NON_BAKERY,"Hotel Chocolat is a chocolate retailer, not a bakery. It sells chocolate gifts and treats, not a substantial range of baked goods.",20260901_164604_42,gemini-2.5-flash,2026-09-01T16:52:10
737030,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Restaurant/Cafe/Canteen,E1 6AN,Tower Hamlets,"Hotel Chocolat, 27-33 Brushfield Street, London",2762,0.2702525358851658,26,YES,NON_BAKERY,"Hotel Chocolat is a chocolate retailer and cafe, not a bakery. It sells chocolate products and hot drinks, not a substantial range of baked goods.",20260901_164604_42,gemini-2.5-flash,2026-09-01T16:52:10
772667,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Retailers - other,WC2N 5HS,Westminster,"UNIT 9 CHARING CROSS STATION STRAND, LONDON",2762,0.2702525358851658,26,YES,NON_BAKERY,"Hotel Chocolat is a chocolate retailer, not a bakery. It sells chocolate products and gifts, not a substantial range of baked goods.",20260901_164604_42,gemini-2.5-flash,2026-09-01T16:52:10
987663,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Retailers - other,BR1 1DD,Bromley,"72 The Glades Shopping Centre High Street, Bromley",2762,0.2702525358851658,26,YES,NON_BAKERY,"Hotel Chocolat is a chocolate retailer and ""Velvetiser Cafe"", not a bakery. It sells chocolate products and hot/iced drinking chocolate, not a substantial range of baked goods.",20260901_164604_42,gemini-2.5-flash,2026-09-01T16:52:10
1002125,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Takeaway/sandwich shop,W1B 3AP,Westminster,"294 REGENT STREET, LONDON",2762,0.2702525358851658,26,YES,NON_BAKERY,"Hotel Chocolat is a chocolate retailer and takeaway/sandwich shop, not a bakery. It sells chocolate products and hot drinks, not a substantial range of baked goods.",20260901_164604_42,gemini-2.5-flash,2026-09-01T16:52:10
1019603,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Retailers - other,W1T 1BJ,Camden,26 Tottenham Court Road,2762,0.2702525358851658,26,YES,NON_BAKERY,"Primarily a chocolate shop, baked goods are incidental.",20260901_164604_43,gemini-2.5-flash,2026-09-01T16:52:17
1052002,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Restaurant/Cafe/Canteen,W12 7HT,Hammersmith and Fulham,"Unit SU1210A, Westfield London Shopping Centre, Ariel Way, London",2762,0.2702525358851658,26,YES,BAKERY_CAFE,"This location is described as having a cafe with hot and cold drinks, ice cream, and sweet treats like brownies.",20260901_164604_43,gemini-2.5-flash,2026-09-01T16:52:17
1096678,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Retailers - other,SE10 0DX,Greenwich,"The Arena The 02 Peninsula Square, Greenwich",2762,0.2702525358851658,26,YES,NON_BAKERY,"Primarily a chocolate shop, baked goods are incidental.",20260901_164604_43,gemini-2.5-flash,2026-09-01T16:52:17
1181759,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Retailers - other,W4 1PD,Hounslow,"208 Chiswick High Road, Chiswick",2762,0.2702525358851658,26,YES,BAKERY_CAFE,"This location offers hot chocolate, ice cream, brownies, and biscuits, indicating a cafe operation with some baked goods.",20260901_164604_43,gemini-2.5-flash,2026-09-01T16:52:17
1202981,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Retailers - other,N1 0PQ,Islington,"Hotel Chocolat, 13-14 Upper Street, London, N1 0PQ",2762,0.2702525358851658,26,YES,NON_BAKERY,"Primarily a chocolate shop, baked goods are incidental.",20260901_164604_43,gemini-2.5-flash,2026-09-01T16:52:17
1206759,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Restaurant/Cafe/Canteen,NW4 3FP,Barnet,Brent Cross Shopping Centre  Prince Charles Drive London,2762,0.2702525358851658,26,YES,BAKERY_CAFE,"This location has a Velvetiser Cafe offering hot drinks, shakes, sundaes, bakes, cakes, and ice creams.",20260901_164604_43,gemini-2.5-flash,2026-09-01T16:52:17
1424406,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Retailers - other,SE1 7LY,Lambeth,"Unit 22, The Concourse, Waterloo Station, London",2762,0.2702525358851658,26,YES,NON_BAKERY,"Primarily a chocolate shop, baked goods are incidental.",20260901_164604_43,gemini-2.5-flash,2026-09-01T16:52:17
1572682,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Retailers - other,SW18 4TG,Wandsworth,"Unit 60b Southside Shopping Centre Wandsworth High Street, London, Wandsworth",2762,0.2702525358851658,26,YES,NON_BAKERY,"Primarily a chocolate shop, baked goods are incidental.",20260901_164604_43,gemini-2.5-flash,2026-09-01T16:52:17
1573257,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Retailers - other,SW11 1SA,Wandsworth,"Unit 3 The Junction Shopping Centre 20 St Johns Hill, London, Wandsworth",2762,0.2702525358851658,26,YES,NON_BAKERY,"Primarily a chocolate shop, baked goods are incidental.",20260901_164604_43,gemini-2.5-flash,2026-09-01T16:52:17
1666866,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Retailers - other,BR5 3RP,Bromley,"Unit 10 Nugent Shopping Park Cray Avenue, Orpington",2762,0.2702525358851658,26,YES,BAKERY_CAFE,"This location features a Velvetiser Cafe with hot chocolates, iced drinks, ice creams, and sweet treats like brownies.",20260901_164604_43,gemini-2.5-flash,2026-09-01T16:52:17
1766512,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Retailers - other,UB8 1GB,Hillingdon,"Unit 207 The Chimes Shopping Centre, High Street, Uxbridge",2762,0.2702525358851658,26,YES,NON_BAKERY,"Hotel Chocolat is a confectionery store specializing in luxury chocolates and cocoa beverages, not a bakery.",20260901_164604_44,gemini-2.5-flash,2026-09-01T16:52:28
1784049,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Restaurant/Cafe/Canteen,TW9 1HJ,Richmond-Upon-Thames,"49 George Street, Richmond, Richmond Upon Thames",2762,0.2702525358851658,26,YES,NON_BAKERY,"Hotel Chocolat in Richmond is a luxury chocolatier with a Velvetiser Café serving drinking chocolate and other hot drinks, not a bakery.",20260901_164604_44,gemini-2.5-flash,2026-09-01T16:52:28
1846469,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Restaurant/Cafe/Canteen,W5 5JY,Ealing,"Unit 14, Ealing Broadway Centre, The Broadway, Ealing",2762,0.2702525358851658,26,YES,NON_BAKERY,"Hotel Chocolat is a luxury chocolatier focusing on chocolate products and cocoa beverages, not a bakery.",20260901_164604_44,gemini-2.5-flash,2026-09-01T16:52:28
1880916,hotel chocolat,Hotel Chocolat,294454,NON_BAKERY,Restaurant/Cafe/Canteen,E14 5NY,Tower Hamlets,"Unit 64 Jubilee Place, 45 Bank Street, London",2762,0.2702525358851658,26,YES,NON_BAKERY,Hotel Chocolat is a luxury chocolatier and does not primarily operate as a bakery.,20260901_164604_44,gemini-2.5-flash,2026-09-01T16:52:28
1432193,dark sugars chocolates,Dark Sugars Chocolates,654226,NON_BAKERY,Retailers - other,SE10 9JB,Greenwich,"9 Nelson Road, Greenwich",2774,0.2675355089328297,2,YES,NON_BAKERY,"Dark Sugars Chocolates is a chocolate shop specializing in artisan chocolates, vegan treats, and hot beverages, not a bakery.",20260901_164604_44,gemini-2.5-flash,2026-09-01T16:52:28
276606,wenzel s,Wenzel's,276369,CORE_BAKERY,Retailers - other,HA3 7AF,Harrow,"60 High Street, Wealdstone",2813,0.2602247992374212,12,YES,CORE_BAKERY,"Wenzel's is a bakery offering a substantial range of freshly baked bread, pastries, cakes, and hot food items like sausage rolls and savoury bakes.",20260901_164604_44,gemini-2.5-flash,2026-09-01T16:52:28
276820,wenzel s,Wenzel's,276369,CORE_BAKERY,Retailers - other,HA5 5ER,Harrow,"423 Rayners Lane, Harrow",2813,0.2602247992374212,12,YES,CORE_BAKERY,"Wenzel's is a bakery that bakes bread fresh daily and offers a variety of sandwiches, baguettes, rolls, sausage rolls, savoury bakes, donuts, muffins, and cakes.",20260901_164604_44,gemini-2.5-flash,2026-09-01T16:52:28
277138,wenzel s,Wenzel's,276369,CORE_BAKERY,Retailers - other,HA2 0AT,Harrow,"239 Northolt Road, South Harrow",2813,0.2602247992374212,12,YES,CORE_BAKERY,"Wenzel's is a bakery providing fresh bread, cakes, hot pastries, coffee, and filled baguettes, with daily baked bread and a range of sweet and savoury items.",20260901_164604_44,gemini-2.5-flash,2026-09-01T16:52:28
277222,wenzel s,Wenzel's,276369,CORE_BAKERY,Takeaway/sandwich shop,HA1 1BD,Harrow,"75 College Road, Harrow",2813,0.2602247992374212,12,YES,CORE_BAKERY,"Wenzel's is a bakery that bakes bread fresh each day, forming the base of their fresh-filled sandwiches, baguettes, and rolls, alongside a range of sweet treats.",20260901_164604_44,gemini-2.5-flash,2026-09-01T16:52:28
493156,wenzel s,Wenzel's,276369,CORE_BAKERY,Retailers - other,HA3 9BY,Harrow,"250 Streatfield Road, Harrow",2813,0.2602247992374212,12,YES,CORE_BAKERY,"Wenzel's is a bakery offering a variety of freshly baked goods including bread, pastries, cakes, and hot food items.",20260901_164604_44,gemini-2.5-flash,2026-09-01T16:52:28
607081,wenzel s,Wenzel's,276369,CORE_BAKERY,Retailers - other,HA7 4DU,Harrow,"34 The Broadway, Stanmore",2813,0.2602247992374212,12,YES,CORE_BAKERY,"Wenzel's is a chain bakery with multiple locations, and this specific branch offers a wide range of freshly baked bread, pastries, cakes, and sandwiches, indicating a bakery-led identity and customer-facing retail.",20260901_164604_45,gemini-2.5-flash,2026-09-01T16:52:38
626706,wenzel s,Wenzel's,276369,CORE_BAKERY,Retailers - other,HA9 0TG,Brent,"24 London Designer Outlet, Wembley Park Boulevard, Wembley",2813,0.2602247992374212,12,YES,CORE_BAKERY,"Wenzel's at London Designer Outlet is a customer-facing bakery offering freshly baked breads, pastries, filled rolls, and hot food.",20260901_164604_45,gemini-2.5-flash,2026-09-01T16:52:38
816500,wenzel s,Wenzel's,276369,CORE_BAKERY,Retailers - other,HA5 3JR,Harrow,"55 Bridge Street, Pinner",2813,0.2602247992374212,12,YES,CORE_BAKERY,"Wenzel's in Pinner is a customer-facing bakery that bakes bread fresh daily and offers a range of sandwiches, baguettes, rolls, sausage rolls, savoury bakes, donuts, muffins, and pastries.",20260901_164604_45,gemini-2.5-flash,2026-09-01T16:52:38
932562,wenzel s,Wenzel's,276369,CORE_BAKERY,Retailers - other,HA1 1LA,Harrow,"48 St Anns Road, Harrow",2813,0.2602247992374212,12,YES,CORE_BAKERY,"Wenzel's on St Anns Road, Harrow, is a customer-facing bakery offering a variety of freshly baked goods, sandwiches, and hot food.",20260901_164604_45,gemini-2.5-flash,2026-09-01T16:52:38
964905,wenzel s,Wenzel's,276369,CORE_BAKERY,Retailers - other,HA3 8RF,Harrow,"24 Belmont Circle, Belmont",2813,0.2602247992374212,12,YES,CORE_BAKERY,"Wenzel's at Belmont Circle is a customer-facing bakery offering a wide selection of freshly baked goods, coffee, sandwiches, rolls, baguettes, wraps, pastries, cakes, doughnuts, and muffins.",20260901_164604_45,gemini-2.5-flash,2026-09-01T16:52:38
1039110,wenzel s,Wenzel's,276369,CORE_BAKERY,Manufacturers/packers,HA3 6EJ,Harrow,"425 High Road, Harrow",2813,0.2602247992374212,12,YES,CORE_BAKERY,"Wenzel's at 425 High Road, Harrow Weald, is a customer-facing bakery that bakes bread fresh daily and offers sandwiches, baguettes, rolls, sausage rolls, pizza slices, donuts, muffins, and pastries.",20260901_164604_45,gemini-2.5-flash,2026-09-01T16:52:38
1501266,hcl ltd,HCL Ltd @,1500110,NON_BAKERY,School/college/university,N22 7SZ,Haringey,"St Pauls Catholic Primary School, Bradley Road, Wood Green, London",2828,0.2575817373136762,3,YES,NON_BAKERY,"HCL Ltd provides catering services to schools, including St Pauls Catholic Primary School. It is a contract caterer specializing in education catering and does not operate as a customer-facing retail bakery.",20260901_164604_45,gemini-2.5-flash,2026-09-01T16:52:38
1755364,hcl ltd,HCL Ltd,1500110,NON_BAKERY,Restaurant/Cafe/Canteen,N9 9SJ,Enfield,"Starks Field Primary School, 167 Church Street, LONDON",2828,0.2575817373136762,3,YES,NON_BAKERY,"HCL Ltd at Starks Field Primary School is a school catering service, not a customer-facing retail bakery.",20260901_164604_45,gemini-2.5-flash,2026-09-01T16:52:38
1950800,b and q ltd,B & Q Ltd,1941400,NON_BAKERY,Retailers - other,RM11 1PY,Havering,"Hornchurch Road, Hornchurch",2834,0.2569857770713038,3,YES,NON_BAKERY,B&Q is a retail hardware and home improvement store and does not operate as a bakery.,20260901_164604_45,gemini-2.5-flash,2026-09-01T16:52:38
1950801,b and q ltd,B&Q Ltd,1941400,NON_BAKERY,Retailers - other,RM3 8GZ,Havering,"Tangent Link, Harold Hill",2834,0.2569857770713038,3,YES,NON_BAKERY,B&Q is a retail hardware and home improvement store and does not operate as a bakery.,20260901_164604_45,gemini-2.5-flash,2026-09-01T16:52:38
1332984,the pantry uk ltd,The Pantry (UK) Ltd,1332983,NON_BAKERY,School/college/university,N21 1PP,Enfield,"Grange Park Primary School, Worlds End Lane, LONDON",2840,0.2554681736676213,7,YES,NON_BAKERY,"School catering service, not a customer-facing retail bakery.",20260901_164604_46,gemini-2.5-flash,2026-09-01T16:52:44
1332985,the pantry uk ltd,The Pantry (UK) Ltd,1332983,NON_BAKERY,School/college/university,N9 8PT,Enfield,"Delta Primary School, 206A Nightingale Road, LONDON",2840,0.2554681736676213,7,YES,NON_BAKERY,"School catering service, not a customer-facing retail bakery.",20260901_164604_46,gemini-2.5-flash,2026-09-01T16:52:44
1641190,the pantry uk ltd,The Pantry UK Ltd,1332983,NON_BAKERY,School/college/university,TW7 5LJ,Hounslow,"Isleworth And Syon School For Boys, 106 Ridgeway Road, Isleworth",2840,0.2554681736676213,7,YES,NON_BAKERY,"School catering service, not a customer-facing retail bakery.",20260901_164604_46,gemini-2.5-flash,2026-09-01T16:52:44
1646212,the pantry uk ltd,The Pantry UK Ltd,1332983,NON_BAKERY,School/college/university,EN1 3HQ,Enfield,"The Pantry UK LTD Kitchen Block, Chace Community School, Churchbury Lane, ENFIELD",2840,0.2554681736676213,7,YES,NON_BAKERY,"School catering service, not a customer-facing retail bakery.",20260901_164604_46,gemini-2.5-flash,2026-09-01T16:52:44
1646213,the pantry uk ltd,The Pantry UK Ltd,1332983,NON_BAKERY,School/college/university,N21 ,Enfield,,2840,0.2554681736676213,7,YES,NON_BAKERY,"School catering service, not a customer-facing retail bakery.",20260901_164604_46,gemini-2.5-flash,2026-09-01T16:52:44
1702125,the pantry uk ltd,The Pantry UK Ltd,1332983,NON_BAKERY,School/college/university,EN2 0SP,Enfield,"Enfield County School For Girls, Rosemary Avenue, ENFIELD",2840,0.2554681736676213,7,YES,NON_BAKERY,"School catering service, not a customer-facing retail bakery.",20260901_164604_46,gemini-2.5-flash,2026-09-01T16:52:44
1883745,gourmet events ltd,Gourmet Events Ltd,1647395,NON_BAKERY,Other catering premises,SW6 3DP,Hammersmith and Fulham,"Parsons Green Sports And Social Club, 31 Broomhouse Lane, London",2844,0.254538406634981,2,YES,NON_BAKERY,"Event catering company operating from a social club, not a fixed retail bakery.",20260901_164604_46,gemini-2.5-flash,2026-09-01T16:52:44
413555,ben s cookies,Ben's Cookies,333650,NON_BAKERY,Restaurant/Cafe/Canteen,WC2E 8HD,Westminster,"13A THE MARKET, COVENT GARDEN, LONDON",2852,0.252576675825461,10,YES,NON_BAKERY,"Specialises in cookies only, which falls under the single-product rule for non-bakery classification.",20260901_164604_46,gemini-2.5-flash,2026-09-01T16:52:44
414767,ben s cookies,Ben's Cookies,333650,NON_BAKERY,Restaurant/Cafe/Canteen,W1D 2JB,Westminster,"BASEMENT AND GROUND FLOOR 139 OXFORD STREET, LONDON",2852,0.252576675825461,10,YES,NON_BAKERY,"Specialises in cookies only, which falls under the single-product rule for non-bakery classification.",20260901_164604_46,gemini-2.5-flash,2026-09-01T16:52:44
446315,ben s cookies,Ben's Cookies,333650,NON_BAKERY,Takeaway/sandwich shop,W8 5SF,Kensington and Chelsea,"Unit 12  Kensington Arcade, 123 Kensington High Street, LONDON",2852,0.252576675825461,10,YES,NON_BAKERY,"Specialises in cookies only, which falls under the single-product rule for non-bakery classification.",20260901_164604_46,gemini-2.5-flash,2026-09-01T16:52:44
588756,ben s cookies,Ben's Cookies,333650,NON_BAKERY,Takeaway/sandwich shop,W12 7GA,Hammersmith and Fulham,"Unit C308, Westfield London Shopping Centre, Ariel Way, London",2852,0.252576675825461,10,YES,NON_BAKERY,"Ben's Cookies is a single-product business specializing in cookies, which falls under the single-product rule for snack/dessert concepts.",20260901_164604_47,gemini-2.5-flash,2026-09-01T16:52:52
1026328,ben s cookies,Ben's Cookies,333650,NON_BAKERY,Restaurant/Cafe/Canteen,WC1N 1AE,Camden,"38b Brunswick Centre, London",2852,0.252576675825461,10,YES,NON_BAKERY,"Ben's Cookies is a single-product business specializing in cookies, which falls under the single-product rule for snack/dessert concepts.",20260901_164604_47,gemini-2.5-flash,2026-09-01T16:52:52
1253764,ben s cookies,Ben's Cookies,333650,NON_BAKERY,Restaurant/Cafe/Canteen,W1C 2JQ,Westminster,"355-361 OXFORD STREET, LONDON",2852,0.252576675825461,10,YES,NON_BAKERY,"Ben's Cookies is a single-product business specializing in cookies, which falls under the single-product rule for snack/dessert concepts.",20260901_164604_47,gemini-2.5-flash,2026-09-01T16:52:52
1731682,ben s cookies,BEN'S COOKIES,333650,NON_BAKERY,Retailers - other,W1T 2PG,Camden,"13 Goodge Street, London",2852,0.252576675825461,10,YES,NON_BAKERY,"Ben's Cookies is a single-product business specializing in cookies, which falls under the single-product rule for snack/dessert concepts.",20260901_164604_47,gemini-2.5-flash,2026-09-01T16:52:52
1823948,ben s cookies,BEN'S COOKIES,333650,NON_BAKERY,Restaurant/Cafe/Canteen,W12 7GF,Hammersmith and Fulham,"The Village Offices, Westfield London Shopping Centre, Ariel Way, London",2852,0.252576675825461,10,YES,NON_BAKERY,"Ben's Cookies is a single-product business specializing in cookies, which falls under the single-product rule for snack/dessert concepts.",20260901_164604_47,gemini-2.5-flash,2026-09-01T16:52:52
1907895,ben s cookies,Ben's Cookies,333650,NON_BAKERY,Restaurant/Cafe/Canteen,W1D 6AS,Westminster,"31 COVENTRY STREET, LONDON",2852,0.252576675825461,10,YES,NON_BAKERY,"Ben's Cookies is a single-product business specializing in cookies, which falls under the single-product rule for snack/dessert concepts.",20260901_164604_47,gemini-2.5-flash,2026-09-01T16:52:52
1795106,pregio,Pregio,1658683,BAKERY_CAFE,Restaurant/Cafe/Canteen,W11 3BG,Kensington and Chelsea,"Basement and Ground Floor, 8 Ladbroke Grove, LONDON",2859,0.2521129935606099,2,YES,BAKERY_CAFE,"Pregio is a Greek bakery and cafe offering crepes, waffles, pancakes, sandwiches, coffee, and Greek pastries, indicating a substantial and persistent bakery offering.",20260901_164604_47,gemini-2.5-flash,2026-09-01T16:52:52
622042,italian bear chocolate,Italian Bear Chocolate,413179,NON_BAKERY,Restaurant/Cafe/Canteen,W1T 1JG,Westminster,"29 RATHBONE PLACE, LONDON",2876,0.2492405141197942,2,YES,NON_BAKERY,"Italian Bear Chocolate is a chocolate-led cafe offering hot chocolate, coffee, milkshakes, cakes, muffins, and chocolate, but its bakery items are not substantial enough to classify it as a bakery cafe.",20260901_164604_47,gemini-2.5-flash,2026-09-01T16:52:52
911510,bread and butter,Bread \& Butter,653716,NON_BAKERY,Mobile caterer,SW9 ,Lambeth,,2881,0.2479961805024199,3,UNCLEAR,UNCLEAR,"The provided information for ""Bread & Butter"" in Lambeth (SW9) is insufficient to identify a specific, stable, customer-facing retail location or its operating model. The search results for ""Bread & Butter"" primarily refer to a micro-bakery in Croydon or a hospitality agency in the US.",20260901_164604_47,gemini-2.5-flash,2026-09-01T16:52:52
1900920,bread and butter,Bread And Butter,653716,NON_BAKERY,Other catering premises,CR0 ,Croydon,,2881,0.2479961805024199,3,YES,CORE_BAKERY,"Bread And Butter in Croydon is a micro-bakery operating from a fixed location (Pavilion Cottage) and specializing in handmade savoury breads, butters, cookies, and babka bread, open for collections and walk-in orders.",20260901_164604_47,gemini-2.5-flash,2026-09-01T16:52:52
1873668,labakery,LaBakery,1873667,BAKERY_CAFE,Restaurant/Cafe/Canteen,W8 6ND,Kensington and Chelsea,"246 Kensington High Street, LONDON",2887,0.2478357543813636,2,YES,BAKERY_CAFE,"Cafe offering a range of baked goods, coffee, and deli items.",20260901_164604_48,gemini-2.5-flash,2026-09-01T16:53:00
1730903,sweet now,Sweet Now,1363463,NON_BAKERY,Retailers - other,E7 8LJ,Newham,"253 Green Street, Forest Gate, London",2889,0.2476267343007601,2,YES,NON_BAKERY,"Dessert shop specializing in waffles, crepes, sundaes, and cookie dough, not a bakery.",20260901_164604_48,gemini-2.5-flash,2026-09-01T16:53:00
877069,nirala sweets,Nirala Sweets,640962,CORE_BAKERY,Retailers - other,TW3 1RH,Hounslow,"35 High Street, Hounslow",2910,0.2432671945347958,4,YES,GROCER_BAKERY,Indian sweets shop selling a variety of traditional sweets and some cakes.,20260901_164604_48,gemini-2.5-flash,2026-09-01T16:53:00
1012900,nirala sweets,Nirala Sweets,640962,CORE_BAKERY,Retailers - other,E10 7AA,Waltham Forest,"Ground Floor 817 High Road Leyton, Leyton, London",2910,0.2432671945347958,4,YES,GROCER_BAKERY,Indian sweets shop selling a variety of traditional sweets and some cakes.,20260901_164604_48,gemini-2.5-flash,2026-09-01T16:53:00
1027209,nirala sweets,Nirala Sweets,640962,CORE_BAKERY,Retailers - other,UB1 1LP,Ealing,"145 The Broadway, Southall",2910,0.2432671945347958,4,YES,GROCER_BAKERY,"Indian sweets shop selling a variety of traditional sweets and some cakes, with a ""Bakery"" section listed on delivery platforms.",20260901_164604_48,gemini-2.5-flash,2026-09-01T16:53:00
1383171,heavenly desserts,Heavenly Desserts,1218851,NON_BAKERY,Restaurant/Cafe/Canteen,TW3 1EH,Hounslow,"1 Smithy Lane, Hounslow",2945,0.2385743853967833,7,YES,NON_BAKERY,"Dessert restaurant specializing in waffles, crepes, cookie dough, cakes, and sundaes.",20260901_164604_48,gemini-2.5-flash,2026-09-01T16:53:00
1534535,heavenly desserts,Heavenly Desserts,1218851,NON_BAKERY,Restaurant/Cafe/Canteen,NW9 9EF,Brent,"493 Kingsbury Road, London",2945,0.2385743853967833,7,YES,NON_BAKERY,"Dessert restaurant specializing in waffles, crepes, cookie dough, cakes, and sundaes.",20260901_164604_48,gemini-2.5-flash,2026-09-01T16:53:00
1723363,heavenly desserts,Heavenly Desserts,1218851,NON_BAKERY,Restaurant/Cafe/Canteen,E17 4BS,Waltham Forest,"202 Hoe Street, Walthamstow, London",2945,0.2385743853967833,7,YES,NON_BAKERY,"Dessert restaurant specializing in waffles, crepes, cookie dough, cakes, and sundaes.",20260901_164604_48,gemini-2.5-flash,2026-09-01T16:53:00
1756332,heavenly desserts,Heavenly Desserts,1218851,NON_BAKERY,Restaurant/Cafe/Canteen,W5 5AW,Ealing,"29 New Broadway, Ealing",2945,0.2385743853967833,7,YES,NON_BAKERY,"Dessert restaurant specializing in waffles, crepes, cookie dough, cakes, and sundaes.",20260901_164604_48,gemini-2.5-flash,2026-09-01T16:53:00
1762316,heavenly desserts,Heavenly Desserts,1218851,NON_BAKERY,Restaurant/Cafe/Canteen,CR0 2NA,Croydon,"2 - 3 Dingwall Road, Croydon",2945,0.2385743853967833,7,YES,NON_BAKERY,"Dessert restaurant specializing in waffles, crepes, cookie dough, cakes, and sundaes.",20260901_164604_48,gemini-2.5-flash,2026-09-01T16:53:00
1776755,heavenly desserts,Heavenly desserts,1218851,NON_BAKERY,Takeaway/sandwich shop,,Southwark,"22, Sayer Street",2945,0.2385743853967833,7,YES,NON_BAKERY,"Heavenly Desserts is a dessert restaurant specializing in waffles, crepes, cookie dough, and sundaes, not a bakery.",20260901_164604_49,gemini-2.5-flash,2026-09-01T16:53:09
519906,sweet express,Sweet Express,293877,NON_BAKERY,Retailers - other,UB8 1JZ,Hillingdon,"171 High Street, Uxbridge",2995,0.2305253659134166,4,UNCLEAR,UNCLEAR,"The ""Sweet Express"" brand appears to be associated with a trucking/logistics company in the US, and also confectionery shops in London. There is no specific information for 171 High Street, Uxbridge, to determine if it's a confectionery shop or another type of business, or if it's even active.",20260901_164604_49,gemini-2.5-flash,2026-09-01T16:53:09
1086465,sweet express,Sweet Express,293877,NON_BAKERY,Retailers - other,SW5 9SY,Kensington and Chelsea,"Earls Court Station Arcade, Earl's Court Road, LONDON",2995,0.2305253659134166,4,YES,NON_BAKERY,"Sweet Express at Earl's Court Station Arcade is a confectionery shop selling sweets, chocolates, and newspapers, not a bakery.",20260901_164604_49,gemini-2.5-flash,2026-09-01T16:53:09
1402092,sweet express,Sweet Express,293877,NON_BAKERY,Retailers - other,SW1V 1JT,Westminster,"UNIT 27A MAIN CONCOURSE VICTORIA STATION TERMINUS PLACE, LONDON",2995,0.2305253659134166,4,YES,NON_BAKERY,"Sweet Express at Victoria Station is a convenience store or confectionery shop, not a bakery.",20260901_164604_49,gemini-2.5-flash,2026-09-01T16:53:09
1911581,c and d delights,C&D Delights,981308,UNCLEAR,Other catering premises,BR5 ,Bromley,,3031,0.2257375343656157,2,UNCLEAR,UNCLEAR,"There is no specific information available for ""C&D Delights"" at the provided postcode and local authority to determine its operating model or bakery provision.",20260901_164604_49,gemini-2.5-flash,2026-09-01T16:53:09
1615244,slate n crumb,Slate n crumb,1599727,UNCLEAR,Takeaway/sandwich shop,SE22 9ET,Southwark,"North Cross Road Market, North Cross Road, London",3058,0.2213068767457737,2,YES,NON_BAKERY,"Slate n Crumb is located within North Cross Road Market, which features various food stalls including those selling baked cakes and fresh bread. However, there is no specific information to confirm ""Slate n Crumb"" itself is a bakery or if bakery goods form a substantial part of its offering.",20260901_164604_49,gemini-2.5-flash,2026-09-01T16:53:09
1053842,prashad sweets,Prashad Sweets,533792,NON_BAKERY,Takeaway/sandwich shop,UB1 1RD,Ealing,"74 South Road, Southall",3097,0.2163562010738998,2,YES,NON_BAKERY,"Prashad Sweets is an Indian sweet shop and takeaway that offers a variety of Indian sweets and snacks, but it is not primarily a bakery.",20260901_164604_49,gemini-2.5-flash,2026-09-01T16:53:09
1970760,sunrise products ltd,Sunrise Products Ltd,1919910,NON_BAKERY,Distributors/Transporters,IG6 3XH,Redbridge,"Unit 6, 97-101 Peregrine Road, Hainault",3139,0.2109997613539667,2,YES,NON_BAKERY,"Sunrise Products Ltd is a wholesale food distributor, not a customer-facing retail bakery.",20260901_164604_49,gemini-2.5-flash,2026-09-01T16:53:09
1663676,kandies,Kandies,560512,NON_BAKERY,Retailers - other,CR0 7PB,Croydon,"22 Woodmere Avenue, Croydon",3141,0.2106214980746813,2,UNCLEAR,UNCLEAR,"There is no specific information available for ""Kandies"" at the provided address to determine its operating model or bakery provision.",20260901_164604_49,gemini-2.5-flash,2026-09-01T16:53:09
