BakeryRank,BusinessName,BusinessNameClean,BusinessType,Address,PostCode,LocalAuthorityName,FHRSIDRep,StoreCount,BakeryScore,LocationMatch,AIClass,V2ManualVerdict,AIReason,V2ManualNote,ReviewFlags,ManualClass,ManualReason,ManualSourceURL
2021,Good In Bread,good in bread,Retailers - other,"Unit R10, Acton Business Centre, School Road, Park Royal",NW10 6TD,Ealing,1538170,1,0.4514835213637133,YES,NON_BAKERY,,"The establishment is located within a business centre that offers industrial units for various occupiers, including food production, but there is no affirmative evidence of a customer-facing retail bakery operation at this specific unit.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
2068,LOAF,loaf,Restaurant/Cafe/Canteen,"166-168 Clerkenwell Road, London",EC1R 5DE,Camden,1768434,2,0.4382254775594098,YES,NON_BAKERY,,"LOAF is a restaurant primarily selling brioche sandwiches, milkshakes, and other meals, with baked goods being incidental to its main offering.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
2108,National bakery school (joseph lancaster building),national bakery school joseph lancaster building,School/college/university,"South Bank University, 103, Borough Road, London",SE1 0AA,Southwark,1110675,1,0.4255431901099643,YES,NON_BAKERY,,"This is a teaching facility for a bakery school, not a customer-facing retail bakery.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
2148,The Crown And Sugar Loaf,the crown and sugar loaf,Pub/bar/nightclub,"Crown And Sugarloaf Public House, 26 Bride Lane, London",EC4Y 8DT,City of London Corporation,293689,1,0.4136966100094586,YES,NON_BAKERY,,This establishment is a pub and does not specialize in bakery goods.,,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
2211,Erica’s Pastries,erica s pastries,Other catering premises,"Food Exchange New Covent Garden Market Nine Elms Lane, London, Wandsworth",SW8 5EL,Wandsworth,1930106,1,0.3971139989554645,UNCLEAR,UNCLEAR,,"The address is for a food exchange/market, and there is no specific evidence to identify Erica's Pastries as a stable, customer-facing retail bakery at this location.",,FN_UNCLEAR_BAKERY,UNCLEAR,insufficient evicence,
2263,Sourdough Joe,sourdough joe,Restaurant/Cafe/Canteen,"5 Ross Parade, Wallington",SM6 8QG,Sutton,1721302,1,0.3869880049575411,YES,NON_BAKERY,,"Identified as a pizzeria specializing in sourdough pizzas and wraps, not a bakery.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
2351,Petek Patisserie,petek patisserie,Retailers - other,"27A High Road, Wood Green, London",N22 6BH,Haringey,1287488,1,0.3658516683214846,YES,NON_BAKERY,,"Petek Patisserie at 27A High Road, Wood Green, London N22 6BH, has entered voluntary winding up as of August 17, 2026.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,permanently closed,
2393,Crystal Patisserie,crystal patisserie,Manufacturers/packers,"Unit 17 Leyton Business Centre Etloe Road, Leyton, London",E10 7BT,Waltham Forest,947795,1,0.3555032273470144,YES,NON_BAKERY,NOT_BAKERY,"Manufacturer/packer of cakes and pastries, with no evidence of a customer-facing retail location at the supplied address.",Agree with AI,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
2439,"Yaadgaar Sweet, Bakers & Restaurant",yaadgaar sweet bakers and restaurant,Restaurant/Cafe/Canteen,"65 Goodmayes Road, Goodmayes",IG3 9UB,Redbridge,1070171,1,0.3447655641734827,YES,NON_BAKERY,,"Primarily a Pakistani restaurant serving Pakistani food, with ""Bakers"" in the name but no affirmative evidence of a principal bakery identity or substantial bakery provision beyond incidental items.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
2545,Liah's Pastry,liah s pastry,Restaurant/Cafe/Canteen,"Unit 54 And 60, Market Village, 70 - 73 The Mall, Stratford",E15 1XQ,Newham,1969388,1,0.3159842895147668,UNCLEAR,UNCLEAR,,"No affirmative evidence to classify as a bakery. While located in a market village, there is no specific information about Liah's Pastry to confirm its operating model or substantial bakery offering.",,FN_UNCLEAR_BAKERY,UNCLEAR,insufficient evicence,
2672,Tongue N Cheek / Daruma / Tokyo Bakery,tongue n cheek daruma tokyo bakery,Restaurant/Cafe/Canteen,"Unit 44A Brockley Cross Business Centre, 96 Endwell Road, London",SE4 2PD,Lewisham,1599307,1,0.2869539555850715,UNCLEAR,UNCLEAR,,"The establishment name ""Tongue N Cheek / Daruma / Tokyo Bakery"" suggests multiple businesses or a complex operation, and available evidence for ""Tongue N Cheek"" points to a street food vendor specializing in Italian-inspired burgers, while ""Daruma"" is associated with Taiyaki (a Japanese baked snack) and ""Tokyo Bakery"" is a generic term. There is no clear evidence to classify this specific establishment as a bakery.",,FN_UNCLEAR_BAKERY,UNCLEAR,insufficient evicence,
2725,Bread & truffle,bread and truffle,Restaurant/Cafe/Canteen,"ARCH 376 HELMSLEY PLACE HELMSLEY PLACE HACKNEY, Hackney, London",E8 3SB,Hackney,1356964,8,0.2768520623136808,YES,NON_BAKERY,,"Specialises in gourmet focaccia sandwiches, not a traditional bakery.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
2881,Bread and Butter,bread and butter,Restaurant/Cafe/Canteen,"7 ENFIELD ROAD, Hackney, London",N15EN,Hackney,653716,3,0.2479961805024199,YES,NON_BAKERY,,"Bread and Butter is a cafe and steak restaurant that offers some baked goods like croissants and sourdough toast, but these do not form a substantial and persistent part of its offering to qualify as a BAKERY_CAFE.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
2950,Sol Bread and Brunch,sol bread and brunch,Restaurant/Cafe/Canteen,"604 Green Lanes, LONDON",N13 5RY,Enfield,1871180,1,0.2378601729257481,YES,NON_BAKERY,,"Sol Bread and Brunch at 604 Green Lanes, LONDON N13 5RY appears to be a restaurant/cafe focusing on brunch items, including various egg dishes, burritos, and some bread-based items like French Toast, but not primarily a bakery.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
3089,Bread Street Kitchen - Limehouse,bread street kitchen limehouse,Pub/bar/nightclub,"Bread Street Kitchen - Limehouse, 44 Narrow Street, London",E14 8DJ,Tower Hamlets,43278,1,0.2169855501419165,YES,NON_BAKERY,,"Bread Street Kitchen - Limehouse is a restaurant offering a full menu of dishes, with baked goods being incidental.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
3122,Soumer Express Bakery & Grill,soumer express bakery and grill,Restaurant/Cafe/Canteen,"1A Gladstone Parade, Edgware Road, Cricklewood, London",NW2 6JR,Brent,1570530,1,0.2135044621216388,YES,NON_BAKERY,,"Restaurant/cafe/canteen with a menu focused on Lebanese cuisine, where bread and fatayers are part of a wider meal offering, not a primary bakery specialism.",,FN_NON_BAKERY_STRONG_NAME,BAKERY_CAFE,Good selection of baked goods as a front and dedicated section,https://share.google/AaYpybVhooPGjNx77
3167,A's Filipino Pastries and Catering Services Limited,a s filipino pastries and catering services limited,Restaurant/Cafe/Canteen,"Mission Kitchen Food Exchange New Covent Garden Market Nine Elms Lane, London, Wandsworth",SW8 5EL,Wandsworth,1749479,1,0.2062411573344954,UNCLEAR,UNCLEAR,NOT_BAKERY,"The business is listed as ""Pastries and Catering Services"" but operates from a shared kitchen facility, and there is no affirmative evidence of a dedicated customer-facing retail bakery operation at this specific location.",Agree with AI,FN_UNCLEAR_BAKERY,NON_BAKERY,,
3232,Break Bread- community lunch,break bread community lunch,Restaurant/Cafe/Canteen,"Break Bread- community lunch, St Saviour's Church, Hanley Road, London",N4 3DQ,Islington,1764776,1,0.1989514723437959,YES,NON_BAKERY,,"""Break Bread - community lunch"" is a free fortnightly meal service run by a church, not a commercial bakery.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
3458,Hazel Cafe & Patisserie Limited,hazel cafe and patisserie limited,Restaurant/Cafe/Canteen,"1 Charleville Road, London",W14 9JL,Hammersmith and Fulham,1753593,1,0.1756309004948221,YES,NON_BAKERY,,"Hazel Cafe & Patisserie Limited appears to be a cafe and pizza restaurant with a menu focused on pizzas, salads, and sandwiches, with no substantial bakery offering.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,https://share.google/fafnwqAuKOpelw5mh
3735,Lucky Foods Pastry Factory,lucky foods pastry factory,Manufacturers/packers,"Unit 44 New Lydenburg Commercial Estate New Lydenburg Street, Charlton, Greenwich",SE7 8NE,Greenwich,695253,1,0.1511054780645118,YES,NON_BAKERY,NOT_BAKERY,"This establishment is a manufacturer/packer of Asian-inspired food products, specifically kimchi, spring rolls, and sauces, with no evidence of a customer-facing retail bakery operation.",Agree with AI,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
3745,Bread and Butter Collection,bread and butter collection,Restaurant/Cafe/Canteen,"3 Bohemia Place Mare Street London, Hackney, London",E8 1DU,Hackney,1961304,1,0.1506611102292097,YES,NON_BAKERY,,"Bread and Butter Collection is a vintage lifestyle brand and creative community hub with a clothing store, event space, and music studio, but no evidence of being a bakery.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,Events venue,
3759,Brazilian Roots Bakery & Restaurant,brazilian roots bakery and restaurant,Restaurant/Cafe/Canteen,"Unit 13 To 13A, Market Village, 70 - 73 The Mall, Stratford",E15 1XQ,Newham,1912187,1,0.1499141490342133,YES,NON_BAKERY,,"Brazilian Roots Bakery & Restaurant is primarily a restaurant serving Brazilian dishes, with some baked snacks, but not a bakery-led business.",,FN_NON_BAKERY_NOT_BAKERY_LED; FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,"No dedicated baked goods, a mix of brazilian cuisine with baked goods incidental",https://share.google/286ni4yNjIUJRXfpQ
3803,Bread N Butter Project CIC,bread n butter project cic,Caring Premises,15 The Concourse London,NW9 5XA,Barnet,1515457,1,0.1471394795227169,YES,NON_BAKERY,,"Bread N Butter Project CIC is a social enterprise that teaches cooking and healthy living skills, not a retail bakery.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
3804,Bread Street Kitchen By Gordon Ramsay,bread street kitchen by gordon ramsay,Restaurant/Cafe/Canteen,"9 Endeavour Square, Stratford, London",E20 1JN,Newham,1721253,1,0.1471169591196544,YES,NON_BAKERY,,"Bread Street Kitchen By Gordon Ramsay is a restaurant offering a full menu of dishes like beef wellington and fish and chips, with bread being incidental to its wider menu.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
3875,Dine Contract Catering at Allied Bakeries,dine contract catering at allied bakeries,Restaurant/Cafe/Canteen,"Allied Bakeries 66 Argall Avenue, Leyton, London",E10 7AB,Waltham Forest,1267508,1,0.1439143352925445,YES,NON_BAKERY,,"Dine Contract Catering at Allied Bakeries is a contract catering service that operates in various workplaces, providing corporate food services, cafes, and coffee shops. Allied Bakeries itself is a producer of pastries and cakes. However, Dine Contract Catering is a catering operation within Allied Bakeries, not a customer-facing retail bakery.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
3989,Flour & Flower,flour and flower,Restaurant/Cafe/Canteen,"88 Verdant Lane, London",SE6 1LF,Lewisham,1731900,1,0.1374532876448751,YES,NON_BAKERY,,Permanently closed cafe.,,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,agree with ai,
4077,Antico ltd t/a flour & grape,antico ltd t a flour and grape,Restaurant/Cafe/Canteen,"214, Bermondsey Street, London",SE1 3TQ,Southwark,363920,1,0.132979645431883,YES,NON_BAKERY,,"Restaurant primarily focused on pasta and wine, with no evidence of being bakery-led or having a substantial bakery offering.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,No focus on baked goods,
4187,St Barnabas Church (The Spare Loaf),st barnabas church the spare loaf,Other catering premises,"127 Snakes Lane East, Woodford Green",IG8 7HX,Redbridge,1765168,1,0.1282362434465351,YES,NON_BAKERY,NOT_BAKERY,"""The Spare Loaf"" is a food waste initiative operating from St Barnabas Church, distributing surplus food, not a bakery.",Insufficient physical evidence for this business,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
4327,Bread Street Kitchen & Bar,bread street kitchen and bar,Restaurant/Cafe/Canteen,"13-14 South Place, London",EC2M 2AQ,City of London Corporation,1416540,1,0.1226605556421345,YES,NON_BAKERY,,"Bread Street Kitchen & Bar is a restaurant serving a wide range of dishes, with bakery items being incidental to the main menu.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
4431,Bread street kitchen southwark,bread street kitchen southwark,Restaurant/Cafe/Canteen,"Basement And Ground Floor Harling House, 47-51, Great Suffolk Street, London",SE1 0BS,Southwark,654158,1,0.1185748805116734,YES,NON_BAKERY,,"This is a restaurant that serves a wide menu, and while it may offer some baked goods, it is not primarily a bakery.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
4467,The Flour Daisy,the flour daisy,Other catering premises,"6 Stalisfield Place, Downe, Orpington",BR6 7HN,Bromley,1881197,1,0.1170889047036604,UNCLEAR,UNCLEAR,,"No affirmative evidence to classify as a bakery. The name ""The Flour Daisy"" suggests a bakery, but no further information about its operations at this specific address could be found.",,FN_UNCLEAR_BAKERY,UNCLEAR,insufficient evidence,
4583,Piccolo Artisan Sourdough Pizza,piccolo artisan sourdough pizza,Takeaway/sandwich shop,"16 Crescent Way, Orpington",BR6 9LS,Bromley,1661368,1,0.1128262329442673,YES,NON_BAKERY,,"Pizza takeaway/restaurant specializing in sourdough pizzas, with baked goods being incidental to the main pizza menu.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
4639,Flour To The People,flour to the people,Restaurant/Cafe/Canteen,"573 Battersea Park Road, London, Wandsworth",SW11 3BJ,Wandsworth,1572859,1,0.1106242560726661,YES,NON_BAKERY,,This establishment explicitly states it used to be a bakery and cafe but now concentrates on pizzas only.,,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,https://share.google/MY3XvIpVNwo9JWJ3H
4904,White Flour,white flour,Restaurant/Cafe/Canteen,"855 Forest Road, Walthamstow, London",E17 4AT,Waltham Forest,1950261,1,0.1015931991881941,YES,UNCLEAR,,"While the name ""White Flour"" suggests a bakery, there is no affirmative evidence to confirm its operating model or if it's a customer-facing retail bakery at the specified address.",,FN_UNCLEAR_BAKERY,UNCLEAR,insufficient evidence,
4984,Gordon Ramsay Bread Street Kitchen,gordon ramsay bread street kitchen,Restaurant/Cafe/Canteen,"L1-004 Unit 319 First Floor Battersea Power Station Circus Road South, London, Wandsworth",SW11 8DD,Wandsworth,1625104,1,0.0992584387040869,YES,NON_BAKERY,,"Gordon Ramsay Bread Street Kitchen is a restaurant serving British cuisine and a variety of dishes, with no indication of being primarily a bakery.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
5034,Naked Loaf,naked loaf,Restaurant/Cafe/Canteen,"70 Moyser Road, London, Wandsworth",SW16 6SQ,Wandsworth,1572201,1,0.0979522446774525,YES,NON_BAKERY,,"Naked Loaf is an Italian pizza restaurant specializing in sourdough pizza, not a bakery.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
5125,Sourdough Pizza,sourdough pizza,Takeaway/sandwich shop,"23 Seven Ways Parade, Woodford Avenue, Ilford",IG2 6JX,Redbridge,1886301,1,0.0949385406758842,YES,NON_BAKERY,,"This is a takeaway/sandwich shop primarily selling pizza, with sourdough being a characteristic of the pizza crust rather than indicating a bakery specialism.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
5282,Sitos Bakery Cafe,sitos bakery cafe,Restaurant/Cafe/Canteen,"1348 Greenford Road, Greenford",UB6 0HL,Ealing,1939981,1,0.0906226389463753,UNCLEAR,UNCLEAR,,"No specific information found for ""Sitos Bakery Cafe"" at the provided address to confirm its current operation or substantial bakery offering.",,FN_UNCLEAR_BAKERY,BAKERY_CAFE,,https://share.google/ES4crPSNZedoQ38k5
5399,Bagel Atelier,bagel atelier,Takeaway/sandwich shop,"Entrance of Chalk Farm Underground Station, Haverstock Hill, London",NW3 2BP,Camden,1938708,1,0.0881422247150385,UNCLEAR,UNCLEAR,,"While the name suggests a bakery product, there is no affirmative evidence of a stable, customer-facing retail location or its primary business being bakery-led.",,FN_UNCLEAR_BAKERY,UNCLEAR,insufficient evicence,
6120,Pastries (Jamaican patties + cuisine),pastries jamaican patties cuisine,Restaurant/Cafe/Canteen,"Mission Kitchen Food Exchange New Covent Garden Market Nine Elms Lane, London, Wandsworth",SW8 5EL,Wandsworth,1862816,1,0.0740955737143381,YES,NON_BAKERY,,"Operates from a commercial kitchen and workspace for food businesses, specializing in Jamaican patties and cuisine, but no evidence of a dedicated customer-facing retail location.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
6656,Francesco sourdough pizza,francesco sourdough pizza,Takeaway/sandwich shop,"53, Camberwell Church Street, London",SE5 8TR,Southwark,1381499,1,0.0664850208914592,YES,NON_BAKERY,,"Francesco sourdough pizza is a pizza restaurant that specializes in sourdough pizzas and other Italian dishes, with bakery items being incidental to its main offering.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
6960,Dog & Duck Public House/Sourdough Saloon,dog and duck public house sourdough saloon,Pub/bar/nightclub,"The Dog And Duck Public House 222 Chingford Road, Walthamstow, London",E17 5AL,Waltham Forest,514215,1,0.0625438476929688,YES,NON_BAKERY,,"Pub that serves sourdough pizzas as part of its menu, but its principal identity is a pub, not a bakery.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
7606,T5 Costa Crew (Level 2 BA Staff) Landside,t5 costa crew level 2 ba staff landside,Restaurant/Cafe/Canteen,"Level 2 Landside Terminal 5, Wellington Road, London Heathrow Airport",TW6 2GT,Hillingdon,1582351,1,0.0560295251759923,YES,NON_BAKERY,,"This is a Costa Coffee branch located within Heathrow Airport. While Costa sells some pastries and muffins, it is primarily a coffee shop and not a bakery-led business.",,FN_CHAIN_CONSISTENCY,BAKERY_CAFE,,
7790,Go Bagel,go bagel,Takeaway/sandwich shop,"Kerbside Kitchen Grabex Business Centre Murray Road, Orpington",BR5 3QY,Bromley,1862756,1,0.0544734304700648,YES,NON_BAKERY,,"Go Bagel is a takeaway/sandwich shop specializing in bagels, which falls under the single-product rule for non-bakeries.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
8131,sourdough saloon pizza @thestarse18,sourdough saloon pizza thestarse18,Pub/bar/nightclub,"Star Inn 158 Plumstead Common Road, Plumstead, Greenwich",SE18 2UL,Greenwich,1610801,1,0.0516888496524856,YES,NON_BAKERY,,"This establishment is a pub that serves pizza, not a bakery.",,FN_NON_BAKERY_STRONG_NAME,UNCLEAR,insufficient evicence,
10114,Bagel & Shake Fulham,bagel and shake fulham,Takeaway/sandwich shop,"113 Lillie Road, London",SW6 7SX,Hammersmith and Fulham,1705645,1,0.0398266921304027,YES,NON_BAKERY,,"Bagel & Shake Fulham is a takeaway/sandwich shop specializing in bagels and shakes, with some desserts, but not a bakery with a substantial range of traditional bakery goods.",,FN_NON_BAKERY_STRONG_NAME,BAKERY_CAFE,,https://www.instagram.com/bagelandshakefulham/
11233,Dirty Bagels,dirty bagels,Takeaway/sandwich shop,"Earlham Street, London",WC2H 9LD,Camden,1798591,1,0.0356418554149346,YES,NON_BAKERY,,"Dirty Bagels specializes in pulled pork bagels and other savory items, which are single-product snack concepts and not a broad bakery offering.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
12449,CHARTWELLS - QUADRANGLE BUILDING COSTA,chartwells quadrangle building costa,Restaurant/Cafe/Canteen,Middlesex University  The Burroughs London,NW4 4BT,Barnet,1517790,1,0.0321724864900351,YES,NON_BAKERY,,"University campus cafe (Costa) which is part of a larger catering operation, not a standalone bakery.",,FN_CHAIN_CONSISTENCY,NON_BAKERY,,
13886,Dirty Bagel,dirty bagel,Takeaway/sandwich shop,"Spitalfield Market, Brushfield Street, London",E1 6AA,Tower Hamlets,801280,1,0.0289515198197045,YES,NON_BAKERY,,"Dirty Bagel specializes in filled bagels with ingredients like pulled pork, which falls under the single-product rule for snack/dessert concepts and is not considered a CORE_BAKERY.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
13972,Pret A Manger (Production Kitchen),pret a manger production kitchen,Restaurant/Cafe/Canteen,"Departures Level 1 (airside) Terminal 5, Wellington Road, London Heathrow Airport",TW6 2GA,Hillingdon,519395,1,0.0287824933643755,YES,NON_BAKERY,,"Production kitchen for a chain of cafes, not a customer-facing retail bakery.",,FN_CHAIN_CONSISTENCY,NON_BAKERY,,
14635,Starbucks Coffee Company (UK) Limited,starbucks coffee company uk limited,Restaurant/Cafe/Canteen,"Units A And B, 369 Fulham Road, LONDON",SW10 9TH,Kensington and Chelsea,333400,7,0.0275549613764761,YES,NON_BAKERY,,"Starbucks Coffee Company (UK) Limited is a well-known coffee shop chain. While they sell some baked goods, their principal identity is coffee, and bakery items are not a substantial or persistent part of their offering to qualify as a bakery.",,FN_CHAIN_CONSISTENCY,BAKERY_CAFE,,
16922,Bagel No 1 (Gastrohome at Banya No 1,bagel no 1 gastrohome at banya no 1,Retailers - other,"404-406 Chiswick High Road, Chiswick",W4 5TF,Hounslow,1336841,1,0.0242059128622698,YES,NON_BAKERY,NOT_BAKERY,"Bagel No 1 (Gastrohome at Banya No 1) is located within Banya No.1, which is an authentic Russian banya and wellness spa. While they offer bagels, the primary business is a spa with food and drinks as an accompaniment.",This is a small store that does general food inside of a Spa,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
17003,Starbucks Coffee Company (UK) Ltd,starbucks coffee company uk ltd,Restaurant/Cafe/Canteen,"Unit 4 Black Lion House, 45 Whitechapel Road, London",E1 1DU,Tower Hamlets,99956,6,0.0240963191787925,YES,NON_BAKERY,,"Starbucks is a coffee shop chain, and while it sells some baked items, these are not substantial enough to classify it as a bakery.",,FN_CHAIN_CONSISTENCY,BAKERY_CAFE,,
17649,Cost U Less Supermarket,cost u less supermarket,Retailers - other,"106-108 White Horse Lane, London",E1 4LR,Tower Hamlets,42148,1,0.0232819288881468,YES,UNCLEAR,,"Cost U Less Supermarket is a grocery store, and while their website lists a ""Bakery"" department, there is no affirmative evidence of a substantial in-store bakery at this specific London location.",,FN_UNCLEAR_GROCER,NON_BAKERY,,
18552,Pret A Manger Pret Net Kitchen,pret a manger pret net kitchen,Restaurant/Cafe/Canteen,"VICTORIA PLACE 115 BUCKINGHAM PALACE ROAD, LONDON",SW1W 9SJ,Westminster,1702967,1,0.0223290642382611,YES,NON_BAKERY,,"This is identified as a ""Pret Net Kitchen"" and a ""Restaurant/Cafe/Canteen"" type, but there is no evidence of it being a customer-facing retail bakery.",,FN_CHAIN_CONSISTENCY,NON_BAKERY,,
19094,Starbucks Trailer,starbucks trailer,Restaurant/Cafe/Canteen,"Platforms 1 And 2, East Croydon Railway Station, George Street, Croydon",CR0 1LF,Croydon,2429,1,0.0217766380228005,YES,NON_BAKERY,,"Coffee shop operating from a trailer, with bakery items being incidental to its main coffee and tea offerings.",,FN_CHAIN_CONSISTENCY,BAKERY_CAFE,,
20682,Costa - Main Entrance,costa main entrance,Takeaway/sandwich shop,"Kings College Hospital, Denmark Hill, London",SE5 9RS,Lambeth,1381083,1,0.0203146389922365,YES,NON_BAKERY,,"Costa is a coffee shop chain that sells some baked goods, but these are incidental to its main cafe operation and do not form a substantial part of its offering at this hospital location.",,FN_CHAIN_CONSISTENCY,BAKERY_CAFE,,
22414,"Starbucks, Broadgate Link",starbucks broadgate link,Takeaway/sandwich shop,"Retail Unit 2 Lower Concourse, Liverpool Street Station, Liverpool Street, London",EC2M 7PY,City of London Corporation,1424259,1,0.0189005266646998,YES,NON_BAKERY,,"Coffee shop (Starbucks) with incidental bakery items, not a substantial bakery offering.",,FN_CHAIN_CONSISTENCY,BAKERY_CAFE,,
22416,Starbucks Outlet,starbucks outlet,Restaurant/Cafe/Canteen,"University Of East London Dockland Campus, University Way, Beckton, London",E16 2RD,Newham,1132138,1,0.0189003126301613,YES,NON_BAKERY,,"Coffee shop (Starbucks) located within a university campus, offering typical coffee shop fare and incidental pastries.",,FN_CHAIN_CONSISTENCY,BAKERY_CAFE,,
24736,Greek Me / Wow Tacos / Momo Mamma / Habibi Doner / Hala Hummus / Oh My Bagel / Nomad Eggs,greek me wow tacos momo mamma habibi doner hala hummus oh my bagel nomad eggs,Takeaway/sandwich shop,"6 Broadway, Hanwell",W7 3SS,Ealing,1871314,1,0.0173076534809977,YES,NON_BAKERY,,"Takeaway/sandwich shop offering various cuisines (Greek, tacos, bagels), with bagels being a single product and not indicative of a bakery specialism.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
25173,Bread Street Kitchen & Bar / Street Pizza,bread street kitchen and bar street pizza,Restaurant/Cafe/Canteen,"10 Bread Street, London",EC4M 9AJ,City of London Corporation,294906,1,0.0170232536230479,YES,NON_BAKERY,,"Bread Street Kitchen & Bar / Street Pizza is a restaurant serving classic Gordon Ramsay dishes, with no evidence of being primarily a bakery or having a substantial bakery offering beyond incidental bread with meals.",,FN_NON_BAKERY_STRONG_NAME,NON_BAKERY,,
28089,Global Banking School Starbucks,global banking school starbucks,Restaurant/Cafe/Canteen,"Horsenden House, 891 Greenford Road, Greenford",UB6 0HE,Ealing,1389245,1,0.0153855391163871,YES,NON_BAKERY,,"This is a Starbucks located within the Global Banking School, which is a higher education provider. While Starbucks sells baked goods, this specific location is primarily a cafe within a school and not a standalone bakery or a cafe with a substantial, persistent bakery range beyond typical cafe offerings.",,FN_CHAIN_CONSISTENCY,BAKERY_CAFE,,
