BakeryRank,BusinessName,BusinessNameClean,BusinessType,Address,PostCode,LocalAuthorityName,FHRSIDRep,StoreCount,BakeryScore,LocationMatch,AIClass,V2ManualVerdict,AIReason,V2ManualNote,ReviewFlags,ManualClass,ManualReason,ManualSourceURL
18287,Dum Dum,dum dum,Retailers - other,"Unit, 5 Ryan Drive, Brentford",TW8 9ZB,Hounslow,1930893,1,0.0226162921402906,YES,UNCLEAR,,"Business unit in an industrial park; while some units in the park have an ""on-site cafe"", it's unclear if this specific unit operates one or is a bakery.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
19408,La Magazin,la magazin,Retailers - other,"148 High Street North, East Ham, London",E6 2HT,Newham,1263277,1,0.0214792972279745,YES,UNCLEAR,,"While the name ""La Magazin"" might suggest a shop, there is no affirmative evidence to classify it as a bakery or a grocer with substantial bakery provision at this specific location.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
19856,Pacey,pacey,Retailers - other,103 High Road London,N2 8AG,Barnet,1344436,1,0.0210428553018934,YES,UNCLEAR,,"""Pacey"" at 103 High Road London N2 8AG is listed as ""Retailers - other"" by FHRS. However, there is no specific information available about the nature of this business. One search result mentions a ""ground and basement retail unit"" at ""1050 Sq. Ft"" at ""HIGH ROAD, EAST FINCHLEY, N2 8AG"" but does not name the business.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/hbLU6lof7nHpglMA1
19904,RZ locals,rz locals,Retailers - other,"9A Battersea Square, London, Wandsworth",SW11 3RA,Wandsworth,1945613,1,0.020998333131237,YES,UNCLEAR,,"Company registered at the address, but no evidence of a customer-facing retail operation or specific business type.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/ybb4J1ssGSGx5n9ma
20259,MARAVINA TRADING LLC,maravina trading llc,Retailers - other,"66 Paul Street London, Hackney, London",EC2A 4NA,Hackney,1935145,1,0.0206560476601338,YES,UNCLEAR,,MARAVINA TRADING LLC is associated with a virtual office address and there is no evidence of a customer-facing food establishment at this location.,,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
20679,United food & gadget store,united food and gadget store,Retailers - other,"Basement And Ground Floor, 14, Camberwell Church Street, London",SE5 8QU,Southwark,1230167,1,0.020317649599612,YES,UNCLEAR,,"The business is listed as a ""Retailers - other"" and ""food & gadget store"", but there is no further information to determine if it has a substantial bakery provision.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
21532,Kio's,kio s,Retailers - other,"8 West Green Road, Tottenham, London",N15 5NN,Haringey,448322,1,0.0196101618666469,YES,UNCLEAR,,"While Kio's is listed as ""Retailers - other"" in FHRS, there is no affirmative evidence to classify it as a bakery.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/pRl84QSXNMfYUwpa2
21706,Zobo and shayi,zobo and shayi,Retailers - other,"1a York Mansions, Browning Street, London",SE17 1LP,Southwark,1965197,1,0.0194654655181492,YES,UNCLEAR,,"The address is for residential apartments, and there is no clear evidence of a business named ""Zobo and shayi"" at this location or its operating model.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/DQPDbSJZOCulDv0cL
21811,S. Ayngaran,s ayngaran,Retailers - other,"193 Streatham Road, Mitcham, Merton",CR4 2AJ,Merton,375884,1,0.0193859113315367,YES,UNCLEAR,,"""Retailers - other"" with no online presence or further information to determine its operating model.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/TPcA34ZCY3Ul19wjB
21851,Polonez,polonez,Retailers - other,"86 - 88 Woodgrange Road, Forest Gate, London",E7 0EW,Newham,1372759,1,0.0193525457823214,YES,UNCLEAR,,"Polonez is listed as a ""Retailers - other"" and there is no affirmative evidence to classify it as a bakery.",,UNCLEAR_LOCATION_CONFIRMED,GROCER_BAKERY,There is evidence of a dedicated homemade baked goods section ,https://share.google/UPxpeRE5YZqREiAVR
21898,Favourable,favourable,Takeaway/sandwich shop,"58 Bellegrove Road, Welling, Kent",DA16 3PY,Bexley,1681139,2,0.0193132794746842,YES,UNCLEAR,,"While the address is identified as a shop and premises, there is no information available about the specific business ""Favourable"" at this location to determine its operating model or if it has any bakery provision.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/QLlqxqIme4uQ56Ih2
22034,Pound Redeemed,pound redeemed,Retailers - other,"20C Selsdon Road, South Croydon",CR2 6PA,Croydon,1660041,1,0.0192118910852479,YES,UNCLEAR,,"""Pound Redeemed"" is a limited company, and the address appears to be a commercial property available for lease, with no current business identified as ""Pound Redeemed"" operating there.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/qu9Bifelabf6cLfu2
22475,Divine,divine,Retailers - other,"35A Deptford High Street, London",SE8 4AD,Lewisham,1599396,1,0.0188623355638965,YES,UNCLEAR,,"The company ""DIVINE AFRO CARIBBEAN FOOD STORE LIMITED"" at the address is dissolved. There is also a ""DIVINE LONDON LIMITED"" and ""DIVINE CARE AND SERVICES LIMITED"" but it's unclear if they operate a retail food establishment at the supplied address.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/ZoidaYET8Wkju8zkS
22529,SAYHANS GROCERY,sayhans grocery,Retailers - other,"187 WELL STREET, Hackney, London",E9 6QU,Hackney,1885701,1,0.0188312606808691,YES,UNCLEAR,,"""SAYHANS GROCERY"" at 187 WELL STREET, Hackney, London E9 6QU, FHRS type: Retailers - other. No specific evidence of substantial bakery provision at this location could be found.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/Z5eQFpsqON2S1jdrK
22646,Zadi,zadi,Takeaway/sandwich shop,"Unit A 39, Alpha Beta Business Centre, 7 - 11 Minerva Road, Park Royal",NW10 6HJ,Ealing,1970097,1,0.0187465558348384,YES,UNCLEAR,,"Located in a business centre with catering units, but no specific information about Zadi's retail operation or bakery focus.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
22771,Manija,manija,Retailers - other,"245 Oxlow Lane, Dagenham",RM10 7YR,Barking and Dagenham,908744,1,0.0186530972846017,YES,UNCLEAR,,"Manija Limited's registered office address changed from the supplied address in May 2026, and there is no current evidence of a food establishment at 245 Oxlow Lane, Dagenham.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/ChGQdhJpnRtzHpURT
22793,J Parker,j parker,Retailers - other,"(Pitches 25 & 26)John Parker, Lewisham Market, Lewisham Centre, London",SE13 7HB,Lewisham,1599116,1,0.0186410221620714,YES,UNCLEAR,NOT_BAKERY,"J Parker is listed as a retailer in Lewisham Market, but there is no specific information about the type of products sold at Pitches 25 & 26 to determine if it's a bakery.",Insufficient physical evidence for this business,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,
23052,La Monica Shop,la monica shop,Retailers - other,"119a High Street, Hounslow",TW3 1QT,Hounslow,1930888,1,0.0184498440345336,YES,UNCLEAR,,"Company information available, but no specific details about the retail operation or products at the given address.",,UNCLEAR_LOCATION_CONFIRMED,GROCER_BAKERY,,https://share.google/zCPTuYg1vwO9xk8qZ
23082,O'Bled,o bled,Restaurant/Cafe/Canteen,"82 CHURCH STREET, LONDON",NW8 8ET,Westminster,1890831,1,0.0184305221950064,YES,UNCLEAR,,"While the business name ""O'Bled"" could suggest a bakery, there is no affirmative evidence to support a bakery-led identity or substantial bakery offerings at this specific address. It is registered as a Restaurant/Cafe/Canteen.",,UNCLEAR_LOCATION_CONFIRMED,BAKERY_CAFE,,https://share.google/l1jAO70VgFOX2rtx6
23342,"J And R Kiosk, Platform 1, Eastbound",j and r kiosk platform 1 eastbound,Retailers - other,"Liverpool Street Underground Station, Liverpool Street, London",EC2M 7PP,City of London Corporation,294043,1,0.0182661483955805,YES,UNCLEAR,,"While located in Liverpool Street Underground Station, there is no affirmative evidence to determine the specific nature of ""J And R Kiosk"" or its offerings.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/QscU7c0ve7W69xAIz
23689,Canedo,canedo,Restaurant/Cafe/Canteen,"41 High Street Collier's Wood, Colliers Wood, Merton",SW19 2JE,Merton,860682,1,0.0180109478025855,YES,UNCLEAR,,"The business name ""Canedo"" at the specified address does not provide enough information to classify it as a bakery, and further details about its operating model are not available.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/YhbSUzXKhMVKa7vzM
24471,Mr Abdul Karim,mr abdul karim,Retailers - other,"Whitechapel Road Market, Whitechapel Road, London",E1 1DU,Tower Hamlets,74337,1,0.0174811424328714,YES,UNCLEAR,,"Business type is ""Retailers - other"" at a market, but no specific information about bakery products.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
24574,Ferratelle D'oro Caffe Batique,ferratelle d oro caffe batique,Restaurant/Cafe/Canteen,"160 GREEN LANES, Hackney, London",N16 9DL,Hackney,530922,1,0.0174139330052934,YES,UNCLEAR,,"While ""Caffe Batique"" suggests a cafe, there is no affirmative evidence to confirm the establishment's operating model or if bakery goods form a substantial and persistent part of its offerings.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/eSW41oS6i6G0uJHSx
24737,Cracking  Flavours,cracking flavours,Retailers - other,"141 FAWCETT ESTATE CLAPTON COMMON, Hackney, London",E5 9DQ,Hackney,1904043,1,0.0173072952603653,YES,UNCLEAR,,Retailers - other. Insufficient information to determine if it's a bakery or sells substantial bakery goods.,,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
25066,Cuisine Supreme Limited,cuisine supreme limited,Other catering premises,"23 Field Road, Forest Gate, London",E7 9DW,Newham,640341,1,0.0170794190481547,YES,UNCLEAR,,"Company information indicates ""Other catering premises"" but no current web presence or menu to determine the nature of its food provision or if it's customer-facing.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/C6vaKtIyeZ32XJ4yo
25194,Flavourz,flavourz,Retailers - other,"5 Goodmayes Road, Goodmayes",IG3 9UH,Redbridge,1769159,1,0.0170130580981899,YES,UNCLEAR,,Website is generic and does not provide specific product information to classify as a bakery.,,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/pmqLJwYJZDD7BWHgs
25338,Harrow's Sip & Save,harrow s sip and save,Other catering premises,"Ground Floor Front Office, 21 Broadwalk Pinner Road Harrow Harrow",HA2 6ED,Harrow,1899123,1,0.0169256286488689,YES,UNCLEAR,,"The establishment ""Harrow's Sip & Save"" at the provided address could not be definitively identified as a specific business type with evidence of bakery provision. Other businesses at or near the address are a convenience store or a bar, but not ""Sip & Save"".",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
25362,Manze,manze,Manufacturers/packers,"Unit 3 Metro Business Centre Kangley Bridge Road, Lower Sydenham, London",SE26 5BW,Bromley,1961780,1,0.0169086620054235,YES,UNCLEAR,,"Industrial/warehouse unit, previously used for food production, but no evidence of a customer-facing retail bakery.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://www.manze.co.uk/
25482,Pravalia De Acasa,pravalia de acasa,Retailers - other,"428 Green Lanes, LONDON",N13 5XG,Enfield,1220064,1,0.0168284560128416,YES,UNCLEAR,,"""Retailers - other"" with no specific information about the type of products sold or services offered.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/hxpliykCPUY4jtjK7
25572,Tatoze,tatoze,Restaurant/Cafe/Canteen,"Kiosk, Eden Walk, Kingston Upon Thames",KT1 1BP,Kingston-Upon-Thames,1907018,1,0.0167649443374745,YES,UNCLEAR,,"The establishment is a kiosk in a shopping centre, but there is no affirmative evidence of its specific business type or substantial bakery provision.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/3eyvAwBU4PCCmm0ix
25687,Rotherhithe village,rotherhithe village,Retailers - other,"39-41, Brunel Road, London",SE16 4LD,Southwark,363646,1,0.0166911898788194,YES,UNCLEAR,,"""Rotherhithe village"" at 39-41 Brunel Road, London, SE16 4LD appears to be a general location description rather than a specific food establishment. The address is associated with residential properties and a ""Shop And Premises"" for business rates, but no specific business name or operating model could be identified.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
25688,SP MART,sp mart,Retailers - other,"Unit 1 Shri Heights 3 Palmerston Road, Harrow",HA3 7JD,Harrow,1958180,1,0.0166899406352004,YES,UNCLEAR,,"SP MART at Unit 1 Shri Heights 3 Palmerston Road, Harrow, HA3 7JD is listed as ""Retailers - other"" by FHRS. Without further information or a specific business name, it's unclear what type of retail it is and if it has a bakery provision.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/NN5SoDcag9xTMyyKb
26965,Spar Morland Road,spar morland road,Retailers - other,"199-201 Morland Road, Croydon",CR0 6HD,Croydon,4972,1,0.0159843861673573,YES,UNCLEAR,,Information about Spar Morland Road's specific bakery provision at this location is not available.,,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,Permanently closed,https://share.google/BT70FsBEHDExeusxd
27131,Mr k Jeal,mr k jeal,Retailers - other,"(Pitch 30 ) Kenneth Jeal, Lewisham Market, Lewisham Centre, London",SE13 7HB,Lewisham,1599115,1,0.0158931642402367,YES,UNCLEAR,,"The business is listed as a retailer in Lewisham Market, but there is no affirmative evidence to determine the specific type of goods sold or if it has a substantial bakery provision.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
27408,Outdare,outdare,Takeaway/sandwich shop,"32, Kinburn Street, London",SE16 6DW,Southwark,1843410,1,0.0157403279506753,YES,UNCLEAR,,"Company registered at the address, but no evidence of a customer-facing food establishment.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
27522,Gizmo,gizmo,Restaurant/Cafe/Canteen,"Gizmo, Shop, 203 Green Lanes, London",N16 9DJ,Islington,1965633,1,0.015681608367035,YES,UNCLEAR,,"Gizmo is listed as a Restaurant/Cafe/Canteen, but there is no further information available to determine its specific offerings or if it has a bakery component.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/bRWn8blH1gGz8Ozos
27608,Belvedere Local,belvedere local,Retailers - other,"100-102 Lower Road, Belvedere, Kent",DA17 6DZ,Bexley,329153,1,0.0156300223746331,YES,UNCLEAR,,"Retailers - other. The business name ""Belvedere Local"" suggests a local shop, but there is no affirmative evidence of substantial bakery provision at this specific location.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/72nSAqnY2edK670Bg
27688,Ngoc hiep supermarket 86 Ltd,ngoc hiep supermarket 86 ltd,Retailers - other,"86 Deptford High Street, London",SE8 4RG,Lewisham,1956990,1,0.0155986990853858,YES,UNCLEAR,,Supermarket with no affirmative evidence of a substantial bakery provision at this specific location.,,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/rPPUjT6AzLYqCtv7S
28013,OHO,oho,Retailers - other,"576 Barking Road, Plaistow, London",E13 9JU,Newham,1104282,1,0.0154298622823331,YES,UNCLEAR,,"OHO at 576 Barking Road, Plaistow, London E13 9JU is listed as ""Retailers - other"" by FHRS, but there is no further information available to determine its specific operating model or if it has substantial bakery provision.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/aoqnFVjyvzfm1sBiV
28014,Silvermans,silvermans,Retailers - other,"6 Canons Corner, Edgware",HA8 8AE,Harrow,1124957,1,0.0154297303962698,YES,UNCLEAR,,"Silvermans at 6 Canons Corner, Edgware, HA8 8AE is listed as ""Retailers - other"" by FHRS. There is no clear evidence to classify it as a bakery, and the address appears to be a general retail/residential area.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/W2NAxcwfFT4XztI5S
28588,TheGrocery,thegrocery,Retailers - other,"Unit 7 New Lydenburg Commercial Estate New Lydenburg Street, Charlton, Greenwich",SE7 8NF,Greenwich,1790460,1,0.0151243626128123,YES,UNCLEAR,,"Commercial estate with various units, but no specific retail bakery operation is identified for ""TheGrocery"".",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
28756,Hajiya's,hajiya s,Importers/Exporters,"Unit 838, 7C Coronation Road, Park Royal",NW10 7PQ,Ealing,1662693,1,0.015042119820736,YES,UNCLEAR,,"While the business website mentions ""Hajiya's Bakery"" and ""Luxury Authentic Hausa Kuli Kuli"", the primary focus appears to be on general food products and kitchenware, and the address provided is for a commercial kitchen/storage facility, not a customer-facing retail bakery.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
