msoa_code,msoa_name,borough_code,borough_name,bakery_count
E02000585,Kensington and Chelsea 009,E09000020,Kensington and Chelsea,2
E02000586,Kensington and Chelsea 010,E09000020,Kensington and Chelsea,16
E02000587,Kensington and Chelsea 011,E09000020,Kensington and Chelsea,12
E02000588,Kensington and Chelsea 012,E09000020,Kensington and Chelsea,15
E02000589,Kensington and Chelsea 013,E09000020,Kensington and Chelsea,4
E02000590,Kensington and Chelsea 014,E09000020,Kensington and Chelsea,21
E02000591,Kensington and Chelsea 015,E09000020,Kensington and Chelsea,3
E02000592,Kensington and Chelsea 016,E09000020,Kensington and Chelsea,21
E02000593,Kensington and Chelsea 017,E09000020,Kensington and Chelsea,2
E02000594,Kensington and Chelsea 018,E09000020,Kensington and Chelsea,7
E02000595,Kensington and Chelsea 019,E09000020,Kensington and Chelsea,12
E02000596,Kensington and Chelsea 020,E09000020,Kensington and Chelsea,7
E02000597,Kensington and Chelsea 021,E09000020,Kensington and Chelsea,2
E02000598,Kingston upon Thames 001,E09000021,Kingston upon Thames,1
E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames,3
E02000600,Kingston upon Thames 003,E09000021,Kingston upon Thames,2
E02000601,Kingston upon Thames 004,E09000021,Kingston upon Thames,3
E02000602,Kingston upon Thames 005,E09000021,Kingston upon Thames,3
E02000603,Kingston upon Thames 006,E09000021,Kingston upon Thames,1
E02000604,Kingston upon Thames 007,E09000021,Kingston upon Thames,9
E02000605,Kingston upon Thames 008,E09000021,Kingston upon Thames,2
E02000606,Kingston upon Thames 009,E09000021,Kingston upon Thames,28
E02000607,Kingston upon Thames 010,E09000021,Kingston upon Thames,1
E02000608,Kingston upon Thames 011,E09000021,Kingston upon Thames,13
E02000609,Kingston upon Thames 012,E09000021,Kingston upon Thames,1
E02000610,Kingston upon Thames 013,E09000021,Kingston upon Thames,3
E02000611,Kingston upon Thames 014,E09000021,Kingston upon Thames,2
E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames,2
E02000613,Kingston upon Thames 016,E09000021,Kingston upon Thames,0
E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames,2
E02000615,Kingston upon Thames 018,E09000021,Kingston upon Thames,6
E02000616,Kingston upon Thames 019,E09000021,Kingston upon Thames,0
E02000617,Kingston upon Thames 020,E09000021,Kingston upon Thames,2
E02000619,Lambeth 002,E09000022,Lambeth,3
E02000620,Lambeth 003,E09000022,Lambeth,4
E02000621,Lambeth 004,E09000022,Lambeth,8
E02000622,Lambeth 005,E09000022,Lambeth,6
E02000623,Lambeth 006,E09000022,Lambeth,0
E02000624,Lambeth 007,E09000022,Lambeth,0
E02000625,Lambeth 008,E09000022,Lambeth,7
E02000626,Lambeth 009,E09000022,Lambeth,0
E02000627,Lambeth 010,E09000022,Lambeth,3
E02000628,Lambeth 011,E09000022,Lambeth,11
E02000629,Lambeth 012,E09000022,Lambeth,4
E02000630,Lambeth 013,E09000022,Lambeth,9
E02000631,Lambeth 014,E09000022,Lambeth,7
E02000632,Lambeth 015,E09000022,Lambeth,4
E02000633,Lambeth 016,E09000022,Lambeth,8
E02000634,Lambeth 017,E09000022,Lambeth,5
E02000635,Lambeth 018,E09000022,Lambeth,9
E02000636,Lambeth 019,E09000022,Lambeth,4
E02000637,Lambeth 020,E09000022,Lambeth,3
E02000638,Lambeth 021,E09000022,Lambeth,2
E02000639,Lambeth 022,E09000022,Lambeth,1
E02000640,Lambeth 023,E09000022,Lambeth,0
E02000641,Lambeth 024,E09000022,Lambeth,0
E02000642,Lambeth 025,E09000022,Lambeth,2
E02000643,Lambeth 026,E09000022,Lambeth,7
E02000644,Lambeth 027,E09000022,Lambeth,4
E02000645,Lambeth 028,E09000022,Lambeth,10
E02000646,Lambeth 029,E09000022,Lambeth,8
E02000647,Lambeth 030,E09000022,Lambeth,1
E02000648,Lambeth 031,E09000022,Lambeth,0
E02000649,Lambeth 032,E09000022,Lambeth,7
E02000650,Lambeth 033,E09000022,Lambeth,4
E02000651,Lambeth 034,E09000022,Lambeth,4
E02000652,Lambeth 035,E09000022,Lambeth,1
E02000653,Lewisham 001,E09000023,Lewisham,5
E02000654,Lewisham 002,E09000023,Lewisham,4
E02000655,Lewisham 003,E09000023,Lewisham,9
E02000657,Lewisham 005,E09000023,Lewisham,3
E02000658,Lewisham 006,E09000023,Lewisham,2
E02000659,Lewisham 007,E09000023,Lewisham,0
E02000660,Lewisham 008,E09000023,Lewisham,3
E02000661,Lewisham 009,E09000023,Lewisham,8
E02000662,Lewisham 010,E09000023,Lewisham,3
E02000663,Lewisham 011,E09000023,Lewisham,2
E02000665,Lewisham 013,E09000023,Lewisham,5
E02000666,Lewisham 014,E09000023,Lewisham,4
E02000667,Lewisham 015,E09000023,Lewisham,6
E02000668,Lewisham 016,E09000023,Lewisham,3
E02000669,Lewisham 017,E09000023,Lewisham,2
E02000670,Lewisham 018,E09000023,Lewisham,3
E02000671,Lewisham 019,E09000023,Lewisham,7
E02000672,Lewisham 020,E09000023,Lewisham,12
E02000673,Lewisham 021,E09000023,Lewisham,5
E02000674,Lewisham 022,E09000023,Lewisham,0
E02000675,Lewisham 023,E09000023,Lewisham,1
E02000676,Lewisham 024,E09000023,Lewisham,0
E02000677,Lewisham 025,E09000023,Lewisham,4
E02000678,Lewisham 026,E09000023,Lewisham,1
E02000679,Lewisham 027,E09000023,Lewisham,3
E02000680,Lewisham 028,E09000023,Lewisham,3
E02000681,Lewisham 029,E09000023,Lewisham,2
E02000682,Lewisham 030,E09000023,Lewisham,1
E02000683,Lewisham 031,E09000023,Lewisham,0
E02000685,Lewisham 033,E09000023,Lewisham,4
E02000686,Lewisham 034,E09000023,Lewisham,2
E02000687,Lewisham 035,E09000023,Lewisham,4
E02000689,Merton 001,E09000024,Merton,8
E02000690,Merton 002,E09000024,Merton,0
E02000691,Merton 003,E09000024,Merton,13
E02000692,Merton 004,E09000024,Merton,11
E02000693,Merton 005,E09000024,Merton,5
E02000694,Merton 006,E09000024,Merton,4
E02000695,Merton 007,E09000024,Merton,2
E02000696,Merton 008,E09000024,Merton,2
E02000697,Merton 009,E09000024,Merton,7
E02000698,Merton 010,E09000024,Merton,2
E02000699,Merton 011,E09000024,Merton,1
E02000700,Merton 012,E09000024,Merton,0
E02000701,Merton 013,E09000024,Merton,1
E02000702,Merton 014,E09000024,Merton,1
E02000703,Merton 015,E09000024,Merton,2
E02000704,Merton 016,E09000024,Merton,8
E02000705,Merton 017,E09000024,Merton,2
E02000706,Merton 018,E09000024,Merton,6
E02000707,Merton 019,E09000024,Merton,0
E02000708,Merton 020,E09000024,Merton,2
E02000709,Merton 021,E09000024,Merton,0
E02000710,Merton 022,E09000024,Merton,2
E02000711,Merton 023,E09000024,Merton,11
E02000712,Merton 024,E09000024,Merton,0
E02000713,Merton 025,E09000024,Merton,1
E02000714,Newham 001,E09000025,Newham,4
E02000715,Newham 002,E09000025,Newham,0
E02000716,Newham 003,E09000025,Newham,4
E02000717,Newham 004,E09000025,Newham,5
E02000718,Newham 005,E09000025,Newham,1
E02000719,Newham 006,E09000025,Newham,1
E02000720,Newham 007,E09000025,Newham,3
E02000721,Newham 008,E09000025,Newham,10
E02000722,Newham 009,E09000025,Newham,1
E02000723,Newham 010,E09000025,Newham,5
E02000724,Newham 011,E09000025,Newham,1
E02000725,Newham 012,E09000025,Newham,13
E02000727,Newham 014,E09000025,Newham,2
E02000728,Newham 015,E09000025,Newham,0
E02000729,Newham 016,E09000025,Newham,1
E02000730,Newham 017,E09000025,Newham,7
E02000731,Newham 018,E09000025,Newham,12
E02000732,Newham 019,E09000025,Newham,2
E02000733,Newham 020,E09000025,Newham,0
E02000734,Newham 021,E09000025,Newham,4
E02000735,Newham 022,E09000025,Newham,4
E02000736,Newham 023,E09000025,Newham,1
E02000737,Newham 024,E09000025,Newham,0
E02000738,Newham 025,E09000025,Newham,1
E02000739,Newham 026,E09000025,Newham,4
E02000740,Newham 027,E09000025,Newham,2
E02000741,Newham 028,E09000025,Newham,0
E02000742,Newham 029,E09000025,Newham,0
E02000743,Newham 030,E09000025,Newham,6
E02000744,Newham 031,E09000025,Newham,3
E02000745,Newham 032,E09000025,Newham,0
E02000746,Newham 033,E09000025,Newham,12
E02000747,Newham 034,E09000025,Newham,10
E02000748,Newham 035,E09000025,Newham,2
E02000749,Newham 036,E09000025,Newham,3
E02000751,Redbridge 001,E09000026,Redbridge,4
E02000752,Redbridge 002,E09000026,Redbridge,2
E02000753,Redbridge 003,E09000026,Redbridge,0
E02000754,Redbridge 004,E09000026,Redbridge,3
E02000755,Redbridge 005,E09000026,Redbridge,1
E02000756,Redbridge 006,E09000026,Redbridge,5
E02000757,Redbridge 007,E09000026,Redbridge,8
E02000758,Redbridge 008,E09000026,Redbridge,0
E02000759,Redbridge 009,E09000026,Redbridge,2
E02000760,Redbridge 010,E09000026,Redbridge,4
E02000762,Redbridge 012,E09000026,Redbridge,1
E02000763,Redbridge 013,E09000026,Redbridge,1
E02000764,Redbridge 014,E09000026,Redbridge,7
E02000765,Redbridge 015,E09000026,Redbridge,1
E02000767,Redbridge 017,E09000026,Redbridge,3
E02000768,Redbridge 018,E09000026,Redbridge,0
E02000770,Redbridge 020,E09000026,Redbridge,0
E02000772,Redbridge 022,E09000026,Redbridge,6
E02000773,Redbridge 023,E09000026,Redbridge,3
E02000774,Redbridge 024,E09000026,Redbridge,1
E02000776,Redbridge 026,E09000026,Redbridge,0
E02000777,Redbridge 027,E09000026,Redbridge,2
E02000779,Redbridge 029,E09000026,Redbridge,6
E02000781,Redbridge 031,E09000026,Redbridge,0
E02000782,Redbridge 032,E09000026,Redbridge,5
E02000783,Redbridge 033,E09000026,Redbridge,2
E02000784,Richmond upon Thames 001,E09000027,Richmond upon Thames,9
E02000785,Richmond upon Thames 002,E09000027,Richmond upon Thames,6
E02000786,Richmond upon Thames 003,E09000027,Richmond upon Thames,7
E02000787,Richmond upon Thames 004,E09000027,Richmond upon Thames,3
E02000788,Richmond upon Thames 005,E09000027,Richmond upon Thames,9
E02000789,Richmond upon Thames 006,E09000027,Richmond upon Thames,3
E02000790,Richmond upon Thames 007,E09000027,Richmond upon Thames,2
E02000791,Richmond upon Thames 008,E09000027,Richmond upon Thames,13
E02000792,Richmond upon Thames 009,E09000027,Richmond upon Thames,3
E02000793,Richmond upon Thames 010,E09000027,Richmond upon Thames,9
E02000794,Richmond upon Thames 011,E09000027,Richmond upon Thames,2
E02000795,Richmond upon Thames 012,E09000027,Richmond upon Thames,7
E02000796,Richmond upon Thames 013,E09000027,Richmond upon Thames,1
E02000797,Richmond upon Thames 014,E09000027,Richmond upon Thames,12
E02000798,Richmond upon Thames 015,E09000027,Richmond upon Thames,2
E02000799,Richmond upon Thames 016,E09000027,Richmond upon Thames,2
E02000800,Richmond upon Thames 017,E09000027,Richmond upon Thames,0
E02000801,Richmond upon Thames 018,E09000027,Richmond upon Thames,3
E02000802,Richmond upon Thames 019,E09000027,Richmond upon Thames,3
E02000803,Richmond upon Thames 020,E09000027,Richmond upon Thames,2
E02000804,Richmond upon Thames 021,E09000027,Richmond upon Thames,7
E02000805,Richmond upon Thames 022,E09000027,Richmond upon Thames,3
E02000806,Richmond upon Thames 023,E09000027,Richmond upon Thames,5
E02000807,Southwark 001,E09000028,Southwark,1
E02000808,Southwark 002,E09000028,Southwark,45
E02000810,Southwark 004,E09000028,Southwark,5
E02000812,Southwark 006,E09000028,Southwark,14
E02000813,Southwark 007,E09000028,Southwark,8
E02000814,Southwark 008,E09000028,Southwark,0
E02000815,Southwark 009,E09000028,Southwark,7
E02000816,Southwark 010,E09000028,Southwark,9
E02000817,Southwark 011,E09000028,Southwark,3
E02000818,Southwark 012,E09000028,Southwark,9
E02000819,Southwark 013,E09000028,Southwark,5
E02000820,Southwark 014,E09000028,Southwark,3
E02000821,Southwark 015,E09000028,Southwark,2
E02000822,Southwark 016,E09000028,Southwark,3
E02000823,Southwark 017,E09000028,Southwark,4
E02000824,Southwark 018,E09000028,Southwark,3
E02000825,Southwark 019,E09000028,Southwark,1
E02000826,Southwark 020,E09000028,Southwark,1
E02000827,Southwark 021,E09000028,Southwark,12
E02000828,Southwark 022,E09000028,Southwark,8
E02000829,Southwark 023,E09000028,Southwark,7
E02000830,Southwark 024,E09000028,Southwark,10
E02000831,Southwark 025,E09000028,Southwark,12
E02000832,Southwark 026,E09000028,Southwark,6
E02000833,Southwark 027,E09000028,Southwark,1
E02000834,Southwark 028,E09000028,Southwark,7
E02000835,Southwark 029,E09000028,Southwark,0
E02000836,Southwark 030,E09000028,Southwark,8
E02000837,Southwark 031,E09000028,Southwark,4
E02000838,Southwark 032,E09000028,Southwark,1
E02000839,Southwark 033,E09000028,Southwark,3
E02000840,Sutton 001,E09000029,Sutton,3
E02000841,Sutton 002,E09000029,Sutton,3
E02000842,Sutton 003,E09000029,Sutton,3
E02000843,Sutton 004,E09000029,Sutton,3
E02000844,Sutton 005,E09000029,Sutton,2
E02000845,Sutton 006,E09000029,Sutton,6
E02000846,Sutton 007,E09000029,Sutton,1
E02000847,Sutton 008,E09000029,Sutton,2
E02000848,Sutton 009,E09000029,Sutton,3
E02000849,Sutton 010,E09000029,Sutton,0
E02000850,Sutton 011,E09000029,Sutton,3
E02000851,Sutton 012,E09000029,Sutton,11
E02000852,Sutton 013,E09000029,Sutton,1
E02000853,Sutton 014,E09000029,Sutton,0
E02000854,Sutton 015,E09000029,Sutton,5
E02000855,Sutton 016,E09000029,Sutton,6
E02000856,Sutton 017,E09000029,Sutton,8
E02000857,Sutton 018,E09000029,Sutton,1
E02000858,Sutton 019,E09000029,Sutton,0
E02000859,Sutton 020,E09000029,Sutton,1
E02000860,Sutton 021,E09000029,Sutton,0
E02000861,Sutton 022,E09000029,Sutton,3
E02000863,Sutton 024,E09000029,Sutton,2
E02000864,Tower Hamlets 001,E09000030,Tower Hamlets,7
E02000865,Tower Hamlets 002,E09000030,Tower Hamlets,6
E02000866,Tower Hamlets 003,E09000030,Tower Hamlets,8
E02000867,Tower Hamlets 004,E09000030,Tower Hamlets,5
E02000868,Tower Hamlets 005,E09000030,Tower Hamlets,8
E02000869,Tower Hamlets 006,E09000030,Tower Hamlets,12
E02000870,Tower Hamlets 007,E09000030,Tower Hamlets,7
E02000871,Tower Hamlets 008,E09000030,Tower Hamlets,4
E02000872,Tower Hamlets 009,E09000030,Tower Hamlets,10
E02000873,Tower Hamlets 010,E09000030,Tower Hamlets,2
E02000874,Tower Hamlets 011,E09000030,Tower Hamlets,3
E02000875,Tower Hamlets 012,E09000030,Tower Hamlets,0
E02000876,Tower Hamlets 013,E09000030,Tower Hamlets,11
E02000877,Tower Hamlets 014,E09000030,Tower Hamlets,5
E02000878,Tower Hamlets 015,E09000030,Tower Hamlets,31
E02000879,Tower Hamlets 016,E09000030,Tower Hamlets,1
E02000880,Tower Hamlets 017,E09000030,Tower Hamlets,4
E02000881,Tower Hamlets 018,E09000030,Tower Hamlets,2
E02000882,Tower Hamlets 019,E09000030,Tower Hamlets,4
E02000883,Tower Hamlets 020,E09000030,Tower Hamlets,8
E02000884,Tower Hamlets 021,E09000030,Tower Hamlets,20
E02000885,Tower Hamlets 022,E09000030,Tower Hamlets,2
E02000886,Tower Hamlets 023,E09000030,Tower Hamlets,3
E02000887,Tower Hamlets 024,E09000030,Tower Hamlets,2
E02000888,Tower Hamlets 025,E09000030,Tower Hamlets,2
E02000889,Tower Hamlets 026,E09000030,Tower Hamlets,5
E02000890,Tower Hamlets 027,E09000030,Tower Hamlets,4
E02000893,Tower Hamlets 030,E09000030,Tower Hamlets,0
E02000894,Tower Hamlets 031,E09000030,Tower Hamlets,0
E02000895,Waltham Forest 001,E09000031,Waltham Forest,0
E02000896,Waltham Forest 002,E09000031,Waltham Forest,5
E02000897,Waltham Forest 003,E09000031,Waltham Forest,1
E02000898,Waltham Forest 004,E09000031,Waltham Forest,0
E02000899,Waltham Forest 005,E09000031,Waltham Forest,11
E02000900,Waltham Forest 006,E09000031,Waltham Forest,4
E02000901,Waltham Forest 007,E09000031,Waltham Forest,4
E02000902,Waltham Forest 008,E09000031,Waltham Forest,0
E02000903,Waltham Forest 009,E09000031,Waltham Forest,1
E02000904,Waltham Forest 010,E09000031,Waltham Forest,1
E02000905,Waltham Forest 011,E09000031,Waltham Forest,6
E02000906,Waltham Forest 012,E09000031,Waltham Forest,0
E02000907,Waltham Forest 013,E09000031,Waltham Forest,6
E02000908,Waltham Forest 014,E09000031,Waltham Forest,4
E02000909,Waltham Forest 015,E09000031,Waltham Forest,2
E02000910,Waltham Forest 016,E09000031,Waltham Forest,6
E02000911,Waltham Forest 017,E09000031,Waltham Forest,23
E02000912,Waltham Forest 018,E09000031,Waltham Forest,0
E02000913,Waltham Forest 019,E09000031,Waltham Forest,3
E02000914,Waltham Forest 020,E09000031,Waltham Forest,12
E02000915,Waltham Forest 021,E09000031,Waltham Forest,2
E02000916,Waltham Forest 022,E09000031,Waltham Forest,10
E02000917,Waltham Forest 023,E09000031,Waltham Forest,8
E02000918,Waltham Forest 024,E09000031,Waltham Forest,7
E02000919,Waltham Forest 025,E09000031,Waltham Forest,5
E02000920,Waltham Forest 026,E09000031,Waltham Forest,5
E02000921,Waltham Forest 027,E09000031,Waltham Forest,1
E02000922,Waltham Forest 028,E09000031,Waltham Forest,2
E02000923,Wandsworth 001,E09000032,Wandsworth,4
E02000925,Wandsworth 003,E09000032,Wandsworth,1
E02000926,Wandsworth 004,E09000032,Wandsworth,6
E02000927,Wandsworth 005,E09000032,Wandsworth,4
E02000928,Wandsworth 006,E09000032,Wandsworth,4
E02000929,Wandsworth 007,E09000032,Wandsworth,3
E02000930,Wandsworth 008,E09000032,Wandsworth,25
E02000931,Wandsworth 009,E09000032,Wandsworth,4
E02000932,Wandsworth 010,E09000032,Wandsworth,26
E02000933,Wandsworth 011,E09000032,Wandsworth,7
E02000934,Wandsworth 012,E09000032,Wandsworth,16
E02000935,Wandsworth 013,E09000032,Wandsworth,0
E02000936,Wandsworth 014,E09000032,Wandsworth,4
E02000937,Wandsworth 015,E09000032,Wandsworth,3
E02000938,Wandsworth 016,E09000032,Wandsworth,0
E02000939,Wandsworth 017,E09000032,Wandsworth,1
E02000940,Wandsworth 018,E09000032,Wandsworth,11
E02000941,Wandsworth 019,E09000032,Wandsworth,3
E02000942,Wandsworth 020,E09000032,Wandsworth,6
E02000943,Wandsworth 021,E09000032,Wandsworth,10
E02000944,Wandsworth 022,E09000032,Wandsworth,1
E02000945,Wandsworth 023,E09000032,Wandsworth,3
E02000946,Wandsworth 024,E09000032,Wandsworth,9
E02000947,Wandsworth 025,E09000032,Wandsworth,2
E02000948,Wandsworth 026,E09000032,Wandsworth,1
E02000949,Wandsworth 027,E09000032,Wandsworth,8
E02000950,Wandsworth 028,E09000032,Wandsworth,1
E02000951,Wandsworth 029,E09000032,Wandsworth,7
E02000952,Wandsworth 030,E09000032,Wandsworth,3
E02000953,Wandsworth 031,E09000032,Wandsworth,0
E02000954,Wandsworth 032,E09000032,Wandsworth,1
E02000955,Wandsworth 033,E09000032,Wandsworth,2
E02000956,Wandsworth 034,E09000032,Wandsworth,7
E02000957,Wandsworth 035,E09000032,Wandsworth,15
E02000958,Wandsworth 036,E09000032,Wandsworth,3
E02000959,Wandsworth 037,E09000032,Wandsworth,3
E02000960,Westminster 001,E09000033,Westminster,6
E02000961,Westminster 002,E09000033,Westminster,2
E02000962,Westminster 003,E09000033,Westminster,2
E02000963,Westminster 004,E09000033,Westminster,1
E02000964,Westminster 005,E09000033,Westminster,11
E02000965,Westminster 006,E09000033,Westminster,2
E02000966,Westminster 007,E09000033,Westminster,2
E02000967,Westminster 008,E09000033,Westminster,15
E02000968,Westminster 009,E09000033,Westminster,9
E02000969,Westminster 010,E09000033,Westminster,1
E02000970,Westminster 011,E09000033,Westminster,36
E02000971,Westminster 012,E09000033,Westminster,19
E02000972,Westminster 013,E09000033,Westminster,92
E02000973,Westminster 014,E09000033,Westminster,5
E02000974,Westminster 015,E09000033,Westminster,25
E02000975,Westminster 016,E09000033,Westminster,14
E02000976,Westminster 017,E09000033,Westminster,20
E02000977,Westminster 018,E09000033,Westminster,100
E02000978,Westminster 019,E09000033,Westminster,19
E02000979,Westminster 020,E09000033,Westminster,33
E02000980,Westminster 021,E09000033,Westminster,5
E02000981,Westminster 022,E09000033,Westminster,10
E02000982,Westminster 023,E09000033,Westminster,19
E02000983,Westminster 024,E09000033,Westminster,3
E02006782,Bromley 040,E09000006,Bromley,2
E02006783,Lewisham 037,E09000023,Lewisham,0
E02006784,Lewisham 038,E09000023,Lewisham,6
E02006785,Bexley 029,E09000004,Bexley,1
E02006786,Greenwich 033,E09000011,Greenwich,2
E02006787,Bromley 041,E09000006,Bromley,7
E02006788,Croydon 045,E09000008,Croydon,0
E02006789,Bromley 042,E09000006,Bromley,1
E02006791,Ealing 040,E09000009,Ealing,3
E02006792,Hounslow 029,E09000018,Hounslow,24
E02006793,Enfield 037,E09000010,Enfield,3
E02006794,Haringey 037,E09000014,Haringey,8
E02006795,Harrow 032,E09000015,Harrow,1
E02006796,Hillingdon 033,E09000017,Hillingdon,7
E02006798,Lewisham 039,E09000023,Lewisham,5
E02006799,Barking and Dagenham 023,E09000002,Barking and Dagenham,7
E02006800,Redbridge 034,E09000026,Redbridge,3
E02006801,Lambeth 036,E09000022,Lambeth,30
E02006802,Southwark 034,E09000028,Southwark,6
E02006836,Sutton 025,E09000029,Sutton,2
E02006853,Tower Hamlets 032,E09000030,Tower Hamlets,0
E02006854,Tower Hamlets 033,E09000030,Tower Hamlets,27
E02006882,Harrow 033,E09000015,Harrow,3
E02006918,Hackney 028,E09000012,Hackney,1
E02006921,Hackney 029,E09000012,Hackney,2
E02006924,Redbridge 035,E09000026,Redbridge,5
E02006925,Redbridge 036,E09000026,Redbridge,2
E02006927,Greenwich 034,E09000011,Greenwich,4
E02006928,Greenwich 035,E09000011,Greenwich,13
E02006930,Greenwich 037,E09000011,Greenwich,10
E02006931,Greenwich 038,E09000011,Greenwich,12
E02006941,Southwark 035,E09000028,Southwark,10
E02006942,Southwark 036,E09000028,Southwark,10
E02006953,Barnet 042,E09000003,Barnet,0
E02006954,Barnet 043,E09000003,Barnet,3
E02006955,Brent 035,E09000005,Brent,9
E02006956,Brent 036,E09000005,Brent,3
E02006968,Ealing 041,E09000009,Ealing,5
E02006969,Ealing 042,E09000009,Ealing,16
E02006970,Ealing 043,E09000009,Ealing,6
E02006971,Ealing 044,E09000009,Ealing,0
E02006972,Hounslow 030,E09000018,Hounslow,4
E02006973,Hounslow 031,E09000018,Hounslow,5
E02006987,Croydon 046,E09000008,Croydon,12
E02006988,Croydon 047,E09000008,Croydon,2
E02006991,Greenwich 039,E09000011,Greenwich,5
E02006992,Greenwich 040,E09000011,Greenwich,8
E02006993,Greenwich 041,E09000011,Greenwich,10
E02006994,Greenwich 042,E09000011,Greenwich,9
E02006995,Newham 038,E09000025,Newham,8
E02006996,Newham 039,E09000025,Newham,12
E02006997,Newham 040,E09000025,Newham,1
E02006998,Newham 041,E09000025,Newham,6
E02006999,Newham 042,E09000025,Newham,4
E02007008,Lewisham 040,E09000023,Lewisham,7
E02007009,Lewisham 041,E09000023,Lewisham,14
E02007017,Redbridge 037,E09000026,Redbridge,0
E02007018,Redbridge 038,E09000026,Redbridge,3
E02007019,Redbridge 039,E09000026,Redbridge,11
E02007020,Redbridge 040,E09000026,Redbridge,1
E02007083,Wandsworth 038,E09000032,Wandsworth,12
E02007084,Wandsworth 039,E09000032,Wandsworth,11
E02007108,Hackney 030,E09000012,Hackney,10
E02007109,Hackney 031,E09000012,Hackney,3
E02007110,Hackney 032,E09000012,Hackney,6
E02007111,Hackney 033,E09000012,Hackney,14
E02007112,Tower Hamlets 034,E09000030,Tower Hamlets,3
E02007113,Tower Hamlets 035,E09000030,Tower Hamlets,5
E02007114,Tower Hamlets 036,E09000030,Tower Hamlets,4
E02007115,Camden 029,E09000007,Camden,20
