msoa_code,msoa_name,borough_code,borough_name,area_km2,population,transport_nodes,bakery_count,core_bakery_count,core_and_cafe_count,population_density_km2,transport_nodes_per_km2,bakery_density_km2,bakeries_per_10000_people,core_bakeries_per_10000_people,core_and_cafe_per_10000_people
E02000163,Bromley 037,E09000006,Bromley,11.30683706002484,7645,57,5,1,2,676.1395746144417,5.041197613214281,0.4422103169486211,6.540222367560498,1.3080444735120993,2.6160889470241986
E02000165,Bromley 039,E09000006,Bromley,5.661892435706223,7137,27,1,0,0,1260.5326012538037,4.768723586079964,0.1766193920770357,1.4011489421325487,0.0,0.0
E02000166,Camden 001,E09000007,Camden,3.0239896585229635,7729,28,13,2,9,2555.894984037462,9.259290924187985,4.2989565005158505,16.819769698537975,2.5876568766981496,11.644455945141674
E02000167,Camden 002,E09000007,Camden,2.081419813385486,7189,23,24,4,20,3453.89236412951,11.050149447068957,11.530590727376303,33.384337181805535,5.564056196967589,27.820280984837947
E02000168,Camden 003,E09000007,Camden,0.6805794874286688,7664,28,12,2,7,11260.991760059856,41.14141039687839,17.632033027233597,15.657620041753654,2.609603340292275,9.133611691022963
E02000169,Camden 004,E09000007,Camden,1.1224020558249685,7207,8,0,0,0,6421.050248970575,7.127570694014792,0.0,0.0,0.0,0.0
E02000170,Camden 005,E09000007,Camden,0.77136035466646,7976,18,1,0,1,10340.173631880343,23.335396862317726,1.2964109367954293,1.2537612838515546,0.0,1.2537612838515546
E02000171,Camden 006,E09000007,Camden,0.521550268965199,7337,14,2,0,1,14067.675613622529,26.843050100956166,3.834721442993738,2.725909772386534,0.0,1.362954886193267
E02000172,Camden 007,E09000007,Camden,0.6687852104859162,9491,9,9,1,4,14191.40233843414,13.457235385724083,13.457235385724083,9.482667790538404,1.0536297545042672,4.214519018017069
E02000173,Camden 008,E09000007,Camden,0.7787137966300649,7818,25,5,0,3,10039.63206229671,32.104221227605244,6.420844245521048,6.3954975697109235,0.0,3.837298541826554
E02000174,Camden 009,E09000007,Camden,0.5458352021895843,8270,10,7,0,2,15151.093162964582,18.320547960053908,12.824383572037735,8.464328899637243,0.0,2.418379685610641
E02000175,Camden 010,E09000007,Camden,0.6912715552654496,9346,34,15,3,9,13520.012401510023,49.1847230527863,21.699142523288074,16.04964690776803,3.2099293815536054,9.629788144660818
E02000176,Camden 011,E09000007,Camden,0.39756796599965405,5873,11,4,1,3,14772.316942671157,27.668225160800738,10.061172785745722,6.8108292184573465,1.7027073046143366,5.10812191384301
E02000177,Camden 012,E09000007,Camden,0.5239287364476681,8595,24,5,0,3,16404.90280849197,45.80775653331091,9.54328261110644,5.817335660267597,0.0,3.4904013961605584
E02000178,Camden 013,E09000007,Camden,0.5617758752799756,9123,11,1,0,1,16239.572401455145,19.580762514086,1.7800693194623638,1.0961306587745259,0.0,1.0961306587745259
E02000179,Camden 014,E09000007,Camden,0.38286824094779015,5912,12,2,1,2,15441.343438058082,31.34237504341965,5.223729173903275,3.3829499323410017,1.6914749661705009,3.3829499323410017
E02000180,Camden 015,E09000007,Camden,0.48552118339171074,7966,18,3,0,1,16407.111105537817,37.07356262863177,6.178927104771962,3.766005523474768,0.0,1.2553351744915893
E02000181,Camden 016,E09000007,Camden,0.5405971607375384,8080,8,0,0,0,14946.434400388694,14.798449901374944,0.0,0.0,0.0,0.0
E02000182,Camden 017,E09000007,Camden,0.7978631253380747,7472,24,5,1,1,9365.014828619791,30.080347415266992,6.266739044847291,6.691648822269807,1.3383297644539616,1.3383297644539616
E02000183,Camden 018,E09000007,Camden,0.771957647521532,7500,11,15,6,13,9715.558909325793,14.249486400344496,19.431117818651586,20.0,8.0,17.333333333333332
E02000184,Camden 019,E09000007,Camden,0.6646947662454761,9580,25,6,2,4,14412.630407957875,37.61124845500489,9.026699629201174,6.263048016701461,2.0876826722338206,4.175365344467641
E02000185,Camden 020,E09000007,Camden,0.47237981790070255,8769,20,6,2,3,18563.451840449507,42.33881135921886,12.701643407765657,6.842285323297982,2.2807617744326603,3.421142661648991
E02000186,Camden 021,E09000007,Camden,1.0033656791202348,6574,42,24,4,15,6551.948244596303,41.85911564847045,23.919494656268828,36.507453605111046,6.08457560085184,22.817158503194403
E02000187,Camden 022,E09000007,Camden,0.9682205514796367,10540,44,30,10,26,10885.949470802649,45.44419133921409,30.984675913100517,28.46299810246679,9.487666034155598,24.667931688804554
E02000188,Camden 023,E09000007,Camden,0.5076104950244332,7570,25,13,2,9,14913.009234837878,49.250360749134344,25.61018758954986,17.17305151915456,2.642007926023778,11.889035667107
E02000191,Camden 026,E09000007,Camden,0.6419675623583614,6339,29,25,7,18,9874.330685358556,45.173622002744615,38.942777588572945,39.43839722353683,11.042751222590313,28.39564600094652
E02000192,Camden 027,E09000007,Camden,0.4318284388345104,7116,16,16,3,12,16478.76647310638,37.05175148534319,37.05175148534319,22.484541877459247,4.2158516020236085,16.863406408094434
E02000193,Camden 028,E09000007,Camden,1.0896478575522444,7167,66,50,12,46,6577.354280400052,60.57002686010931,45.88638398493129,69.76419701409236,16.74340728338217,64.18306125296498
E02000194,Croydon 001,E09000008,Croydon,1.3918641471210431,9789,32,7,2,5,7033.013976434226,22.990749539881012,5.029226461848972,7.15088364490755,2.0431096128307282,5.107774032076821
E02000195,Croydon 002,E09000008,Croydon,1.9369400058865,10044,20,1,0,0,5185.498760661436,10.32556503516813,0.5162782517584066,0.9956192751891676,0.0,0.0
E02000196,Croydon 003,E09000008,Croydon,1.225951050501245,8280,16,3,0,0,6753.940132124053,13.051092042751794,2.447079758015961,3.6231884057971016,0.0,0.0
E02000197,Croydon 004,E09000008,Croydon,0.9927408460241698,9287,13,3,1,1,9354.908722848999,13.095059049966295,3.0219367038383758,3.230321955421557,1.076773985140519,1.076773985140519
E02000198,Croydon 005,E09000008,Croydon,0.8921214780289843,9312,20,1,0,1,10438.040367073709,22.418471578766557,1.1209235789383278,1.0738831615120275,0.0,1.0738831615120275
E02000199,Croydon 006,E09000008,Croydon,0.8629357813620586,8551,5,1,1,1,9909.196239960167,5.794173921155518,1.1588347842311035,1.169453865045024,1.169453865045024,1.169453865045024
E02000200,Croydon 007,E09000008,Croydon,1.2474537404227874,9432,29,4,0,3,7561.001818635217,23.247355040333048,3.20653172970111,4.2408821034775235,0.0,3.180661577608143
E02000201,Croydon 008,E09000008,Croydon,0.8588453627320835,8765,15,1,0,0,10205.562468332544,17.465309415286725,1.164353961019115,1.1409013120365088,0.0,0.0
E02000202,Croydon 009,E09000008,Croydon,0.7350002639761529,9425,9,1,0,1,12823.12464625971,12.24489356141511,1.360543729046123,1.0610079575596818,0.0,1.0610079575596818
E02000203,Croydon 010,E09000008,Croydon,0.7738206523228716,8293,24,4,0,0,10716.953566832177,31.014938575180544,5.169156429196757,4.8233449897503915,0.0,0.0
E02000204,Croydon 011,E09000008,Croydon,1.0867101101681804,10394,18,7,0,2,9564.648292810503,16.563754980814803,6.441460270316867,6.734654608427939,0.0,1.9241870309794111
E02000206,Croydon 013,E09000008,Croydon,1.4609643048836063,11433,20,2,0,0,7825.653208488798,13.689588399350647,1.3689588399350647,1.7493221376716521,0.0,0.0
E02000207,Croydon 014,E09000008,Croydon,1.241093986234104,8943,29,0,0,0,7205.739532375035,23.366481766619255,0.0,0.0,0.0,0.0
E02000208,Croydon 015,E09000008,Croydon,0.8756940738907915,11699,11,0,0,0,13359.688444641675,12.561464474831903,0.0,0.0,0.0,0.0
E02000209,Croydon 016,E09000008,Croydon,1.0027721318309644,9440,26,3,0,0,9413.903418679454,25.92812382263409,2.991706594919318,3.1779661016949152,0.0,0.0
E02000210,Croydon 017,E09000008,Croydon,0.7748191226884947,8928,10,3,0,1,11522.689281365838,12.906237994361376,3.871871398308413,3.360215053763441,0.0,1.1200716845878136
E02000211,Croydon 018,E09000008,Croydon,1.6783238238329183,8449,20,1,0,0,5034.189397791162,11.916651432811367,0.5958325716405684,1.1835720203574387,0.0,0.0
E02000212,Croydon 019,E09000008,Croydon,1.241332683908372,10176,25,3,0,0,8197.641238254171,20.13964533769205,2.4167574405230456,2.94811320754717,0.0,0.0
E02000213,Croydon 020,E09000008,Croydon,1.0306436323153594,13937,43,7,1,2,13522.617870049107,41.7215016439773,6.791872360647467,5.022601707684581,0.7175145296692258,1.4350290593384516
E02000214,Croydon 021,E09000008,Croydon,1.0308652527061501,6297,19,4,0,2,6108.460813350327,18.431118858767064,3.880235549214119,6.352231221216452,0.0,3.176115610608226
E02000215,Croydon 022,E09000008,Croydon,0.986341848213725,12356,30,4,0,1,12527.096992160315,30.415418401166193,4.055389120155493,3.237293622531564,0.0,0.809323405632891
E02000216,Croydon 023,E09000008,Croydon,2.1867039848311376,7437,22,0,0,0,3401.00903075562,10.060803909724841,0.0,0.0,0.0,0.0
E02000217,Croydon 024,E09000008,Croydon,1.4314220289072934,12736,34,9,0,1,8897.44585649719,23.75260357419162,6.287453887286017,7.066582914572865,0.0,0.785175879396985
E02000218,Croydon 025,E09000008,Croydon,1.1381672761406272,6538,21,3,0,0,5744.322593924403,18.4507149697786,2.6358164242540854,4.588559192413582,0.0,0.0
E02000219,Croydon 026,E09000008,Croydon,5.709116909572946,7846,47,1,0,0,1374.2931042179162,8.232446584022695,0.17515843795792968,1.2745347947998982,0.0,0.0
E02000221,Croydon 028,E09000008,Croydon,2.8055295203074864,11392,43,4,1,1,4060.5525329676216,15.326874904986633,1.4257558051150356,3.5112359550561796,0.8778089887640449,0.8778089887640449
E02000222,Croydon 029,E09000008,Croydon,1.8612908920763855,8597,20,3,0,1,4618.837408272875,10.745230681104745,1.6117846021657118,3.489589391648249,0.0,1.1631964638827499
E02000223,Croydon 030,E09000008,Croydon,0.9620452492729442,8449,20,1,0,0,8782.33119116304,20.789042942745983,1.039452147137299,1.1835720203574387,0.0,0.0
E02000224,Croydon 031,E09000008,Croydon,1.2807909545955223,8531,21,2,0,0,6660.727864598416,16.396118292880875,1.5615350755124642,2.34439104442621,0.0,0.0
E02000225,Croydon 032,E09000008,Croydon,1.6310532525715453,7659,36,2,0,0,4695.738773657264,22.07162760825976,1.226201533792209,2.6113069591330462,0.0,0.0
E02000226,Croydon 033,E09000008,Croydon,3.2812728742046087,7703,32,1,0,0,2347.5645870711783,9.752312967191704,0.30475978022474076,1.2981955082435417,0.0,0.0
E02000227,Croydon 034,E09000008,Croydon,4.599827724271031,11911,57,1,0,0,2589.444804019834,12.391768434987034,0.21739944622784269,0.8395600705230459,0.0,0.0
E02000228,Croydon 035,E09000008,Croydon,3.129819459375238,8064,33,3,0,1,2576.5064421989705,10.543739160784478,0.9585217418894979,3.720238095238095,0.0,1.2400793650793651
E02000229,Croydon 036,E09000008,Croydon,1.3200614974618479,6503,30,5,1,1,4926.285640861174,22.726213936004186,3.7877023226673643,7.6887590342918655,1.537751806858373,1.537751806858373
E02000230,Croydon 037,E09000008,Croydon,2.6146909449031215,11600,43,5,0,2,4436.470789257963,16.44553827052521,1.9122718919215358,4.310344827586206,0.0,1.7241379310344827
E02000231,Croydon 038,E09000008,Croydon,3.362705754746018,8381,41,0,0,0,2492.3381976467367,12.192562475064575,0.0,0.0,0.0,0.0
E02000232,Croydon 039,E09000008,Croydon,4.371246414901987,6402,21,0,0,0,1464.570832285955,4.804121755389731,0.0,0.0,0.0,0.0
E02000233,Croydon 040,E09000008,Croydon,1.5866363709458178,6552,21,0,0,0,4129.490612958944,13.235546836406872,0.0,0.0,0.0,0.0
E02000234,Croydon 041,E09000008,Croydon,3.1104825581149083,10082,63,2,0,0,3241.297712374939,20.254092033289144,0.6429870486758459,1.9837333862328903,0.0,0.0
E02000235,Croydon 042,E09000008,Croydon,5.395642501838642,7133,30,0,0,0,1321.9927001407762,5.56004219882564,0.0,0.0,0.0,0.0
E02000236,Croydon 043,E09000008,Croydon,3.574635260520076,9504,43,2,0,0,2658.7327957530574,12.029199307384413,0.5594976422039262,2.1043771043771042,0.0,0.0
E02000237,Croydon 044,E09000008,Croydon,4.949429682253205,7843,58,4,1,2,1584.6270183657828,11.718521874947774,0.8081739224101914,5.1000892515619025,1.2750223128904756,2.5500446257809513
E02000238,Ealing 001,E09000009,Ealing,1.5243511731319708,11724,23,3,1,2,7691.141127219111,15.08838672177069,1.96805044197009,2.5588536335721597,0.8529512111907199,1.7059024223814399
E02000239,Ealing 002,E09000009,Ealing,2.35498327790869,9701,16,4,1,2,4119.349844647236,6.7941034444238495,1.6985258611059624,4.123286259148541,1.0308215647871353,2.0616431295742705
E02000240,Ealing 003,E09000009,Ealing,1.7274797779233688,11804,28,1,0,1,6833.07564629774,16.20858336973371,0.5788779774904896,0.8471704506946798,0.0,0.8471704506946798
E02000241,Ealing 004,E09000009,Ealing,1.3047301400267561,7753,32,3,1,1,5942.224956833609,24.52614454000716,2.299326050625671,3.8694698826260803,1.2898232942086933,1.2898232942086933
E02000242,Ealing 005,E09000009,Ealing,0.8884766212815955,7394,10,1,0,0,8322.109803333284,11.25522018303122,1.125522018303122,1.352447930754666,0.0,0.0
E02000243,Ealing 006,E09000009,Ealing,2.8461304763760045,9582,26,3,1,1,3366.676292437872,9.13521014437327,1.0540627089661463,3.1308703819661865,1.0436234606553956,1.0436234606553956
E02000244,Ealing 007,E09000009,Ealing,1.7964734988570152,8147,24,1,0,0,4534.995926844137,13.359506842305056,0.5566461184293774,1.2274456855284155,0.0,0.0
E02000245,Ealing 008,E09000009,Ealing,1.6551425283846963,10030,10,0,0,0,6059.901082832172,6.041775755565475,0.0,0.0,0.0,0.0
E02000246,Ealing 009,E09000009,Ealing,2.0571805982828084,9971,17,3,0,1,4846.924965325406,8.263737279162763,1.4583065786757816,3.0087253033798014,0.0,1.0029084344599337
E02000247,Ealing 010,E09000009,Ealing,1.3980928667290082,11700,25,3,0,0,8368.542804580238,17.881501719188545,2.145780206302625,2.5641025641025643,0.0,0.0
E02000248,Ealing 011,E09000009,Ealing,1.7270216467606103,8036,43,2,0,1,4653.09743805076,24.89835612695155,1.1580630756721653,2.4888003982080638,0.0,1.2444001991040319
E02000249,Ealing 012,E09000009,Ealing,1.2787529369771546,8977,24,8,3,3,7020.120728888209,18.76828533956968,6.256095113189892,8.91166313913334,3.341873677175003,3.341873677175003
E02000250,Ealing 013,E09000009,Ealing,0.9976098401649073,6346,11,4,1,2,6361.204295008749,11.026354750251535,4.009583545546013,6.3031831074692715,1.5757957768673179,3.1515915537346357
E02000251,Ealing 014,E09000009,Ealing,0.9449825603714495,8730,9,2,1,1,9238.265726902358,9.523985285466349,2.1164411745480773,2.290950744558992,1.145475372279496,1.145475372279496
E02000252,Ealing 015,E09000009,Ealing,3.1963967148725563,13643,81,14,6,10,4268.243655901755,25.341034679179227,4.379931919858138,10.26167265264238,4.397859708275306,7.329766180458843
E02000253,Ealing 016,E09000009,Ealing,1.1563979729142502,10332,31,1,1,1,8934.640359116354,26.807380094135404,0.864754196585013,0.9678668215253581,0.9678668215253581,0.9678668215253581
E02000254,Ealing 017,E09000009,Ealing,1.0411058396203545,9800,16,1,0,0,9413.067938965387,15.368274186065939,0.9605171366291212,1.0204081632653061,0.0,0.0
E02000255,Ealing 018,E09000009,Ealing,1.548421815455034,10114,27,0,0,0,6531.811873903239,17.43710901674782,0.0,0.0,0.0,0.0
E02000256,Ealing 019,E09000009,Ealing,1.0963866765710144,9578,27,1,0,1,8735.96898309227,24.626348146115195,0.9120869683746369,1.044059302568386,0.0,1.044059302568386
E02000258,Ealing 021,E09000009,Ealing,1.032639403712521,7014,22,1,0,0,6792.303271387312,21.304629593744064,0.9683922542610939,1.4257199885942402,0.0,0.0
E02000259,Ealing 022,E09000009,Ealing,1.2779841290094802,6609,17,4,2,3,5171.425724294713,13.302199623696495,3.129929323222705,6.052352852171282,3.026176426085641,4.5392646391284615
E02000260,Ealing 023,E09000009,Ealing,1.085999050387005,10584,26,8,2,3,9745.864875506384,23.941089074373206,7.366488945960986,7.558578987150416,1.889644746787604,2.834467120181406
E02000261,Ealing 024,E09000009,Ealing,1.3045942362115923,13236,29,7,1,1,10145.683334027279,22.229133929192436,5.365653017391278,5.288606829857963,0.7555152614082804,0.7555152614082804
E02000262,Ealing 025,E09000009,Ealing,0.7072538971019141,9805,12,11,2,7,13863.479636065003,16.96703270094646,15.553113309200922,11.218765935747067,2.039775624681285,7.139214686384498
E02000263,Ealing 026,E09000009,Ealing,1.2353847377412859,15126,6,5,1,2,12243.958936756499,4.856786567535303,4.047322139612752,3.3055665741108022,0.6611133148221605,1.322226629644321
E02000264,Ealing 027,E09000009,Ealing,1.4367375328140204,8745,25,3,1,1,6086.706722884787,17.400533798984526,2.088064055878143,3.4305317324185247,1.1435105774728416,1.1435105774728416
E02000265,Ealing 028,E09000009,Ealing,1.0137239111063472,11776,18,18,5,10,11616.5751552097,17.756313926101786,17.756313926101786,15.285326086956523,4.2459239130434785,8.491847826086957
E02000266,Ealing 029,E09000009,Ealing,3.86794318107179,14308,43,2,1,1,3699.123624674165,11.117019559756018,0.5170706771979543,1.397819401733296,0.698909700866648,0.698909700866648
E02000267,Ealing 030,E09000009,Ealing,0.7534688785792538,8647,11,7,0,1,11476.253692527876,14.599143126842447,9.290363807990648,8.095293165259628,0.0,1.156470452179947
E02000268,Ealing 031,E09000009,Ealing,1.32596458620656,9305,9,3,1,2,7017.532818595547,6.787511592408374,2.2625038641361246,3.22407307898979,1.07469102632993,2.14938205265986
E02000269,Ealing 032,E09000009,Ealing,0.885304119584308,8362,17,7,1,5,9445.34179274615,19.20244086064154,7.90688741320534,8.371203061468549,1.195886151638364,5.979430758191819
E02000270,Ealing 033,E09000009,Ealing,0.7964563600360375,10299,30,1,0,0,12931.02863731793,37.666847181234864,1.2555615727078289,0.9709680551509856,0.0,0.0
E02000271,Ealing 034,E09000009,Ealing,0.747663719318976,6887,10,1,0,0,9211.360431228572,13.374996996121055,1.3374996996121056,1.4520110352838682,0.0,0.0
E02000272,Ealing 035,E09000009,Ealing,1.1988378501636345,6608,8,1,0,0,5512.004812909474,6.673129313449726,0.8341411641812158,1.513317191283293,0.0,0.0
E02000275,Ealing 038,E09000009,Ealing,1.1725167099819511,8845,17,2,0,0,7543.602513038943,14.498727272092937,1.705732620246228,2.2611644997173546,0.0,0.0
E02000276,Ealing 039,E09000009,Ealing,0.8412538971418709,6778,9,0,0,0,8057.020624841091,10.698315966888437,0.0,0.0,0.0,0.0
E02000277,Enfield 001,E09000010,Enfield,1.0470183472001844,7738,13,0,0,0,7390.510415306539,12.41621031261114,0.0,0.0,0.0,0.0
E02000278,Enfield 002,E09000010,Enfield,1.3139411956725942,9253,20,4,1,1,7042.1720777720775,15.221381341774727,3.0442762683549454,4.322922295471739,1.0807305738679347,1.0807305738679347
E02000279,Enfield 003,E09000010,Enfield,2.6080367548171677,12190,20,2,0,0,4674.013883234004,7.66860358200821,0.766860358200821,1.6406890894175554,0.0,0.0
E02000280,Enfield 004,E09000010,Enfield,15.564802720814223,8610,40,4,1,1,553.1711615262667,2.5699008665564076,0.25699008665564077,4.645760743321719,1.1614401858304297,1.1614401858304297
E02000281,Enfield 005,E09000010,Enfield,1.8974465578481812,9686,18,1,0,0,5104.7551036085615,9.486433188618015,0.5270240660343343,1.0324179227751393,0.0,0.0
E02000282,Enfield 006,E09000010,Enfield,1.2631855114702442,10016,21,6,2,4,7929.159976148079,16.624636531460627,4.749896151845894,5.9904153354632586,1.996805111821086,3.993610223642172
E02000283,Enfield 007,E09000010,Enfield,1.140607603457709,8369,15,0,0,0,7337.317386478655,13.150885505697195,0.0,0.0,0.0,0.0
E02000284,Enfield 008,E09000010,Enfield,1.2825772384450738,8651,39,6,3,4,6745.012885530386,30.40752543471102,4.6780808361093875,6.935614379840481,3.4678071899202405,4.623742919893654
E02000285,Enfield 009,E09000010,Enfield,0.9853015397493062,6571,23,0,0,0,6669.02438990594,23.34310774126261,0.0,0.0,0.0,0.0
E02000286,Enfield 010,E09000010,Enfield,2.051467006907324,8759,23,1,0,0,4269.627525331043,11.21148910636077,0.4874560481026422,1.1416828405069073,0.0,0.0
E02000287,Enfield 011,E09000010,Enfield,8.867374122859882,7437,51,4,1,3,838.6924806553035,5.751420803202969,0.4510918277021936,5.378512841199408,1.344628210299852,4.033884630899556
E02000288,Enfield 012,E09000010,Enfield,2.116449644085357,13204,34,7,2,3,6238.749897452075,16.064639239122275,3.3074257257016453,5.301423810966374,1.514692517418964,2.272038776128446
E02000289,Enfield 013,E09000010,Enfield,3.4012287878721623,6771,27,0,0,0,1990.751114462957,7.9383075011814865,0.0,0.0,0.0,0.0
E02000290,Enfield 014,E09000010,Enfield,4.88355951127882,6756,25,1,0,1,1383.4171539011015,5.119216821718108,0.20476867286872433,1.4801657785671993,0.0,1.4801657785671993
E02000291,Enfield 015,E09000010,Enfield,1.1570776256053887,9950,45,12,1,5,8599.25019705926,38.89108129323284,10.370955011528755,12.06030150753769,1.0050251256281406,5.025125628140704
E02000292,Enfield 016,E09000010,Enfield,1.8787004248254027,9797,30,5,0,0,5214.7749958115255,15.968485237761127,2.661414206293521,5.103603143819537,0.0,0.0
E02000293,Enfield 017,E09000010,Enfield,2.159039273734235,6221,29,1,0,0,2881.374172152168,13.431900175600848,0.463168971572443,1.6074586079408457,0.0,0.0
E02000294,Enfield 018,E09000010,Enfield,1.9561013338762625,9416,14,3,0,1,4813.656550880727,7.157093427392756,1.5336628772984475,3.18606627017842,0.0,1.0620220900594732
E02000295,Enfield 019,E09000010,Enfield,1.6203593587949734,8343,22,1,0,0,5148.857847313889,13.577235124164636,0.6171470510983925,1.198609612849095,0.0,0.0
E02000296,Enfield 020,E09000010,Enfield,1.8021998472999077,10289,44,14,7,11,5709.133765278689,24.414606441079048,7.76828386761606,13.606764505782875,6.803382252891438,10.691029254543686
E02000297,Enfield 021,E09000010,Enfield,1.6201730027318446,9324,29,2,2,2,5754.940974993655,17.899323066797084,1.2344360735722126,2.145002145002145,2.145002145002145,2.145002145002145
E02000298,Enfield 022,E09000010,Enfield,2.0000958714382633,8083,25,6,2,3,4041.306277077377,12.499400832232393,2.999856199735774,7.422986514907832,2.4743288383026103,3.711493257453916
E02000299,Enfield 023,E09000010,Enfield,0.8770664748027014,9684,12,3,0,0,11041.352369760163,13.681973196728828,3.420493299182207,3.097893432465923,0.0,0.0
E02000300,Enfield 024,E09000010,Enfield,0.7773036347880192,8844,9,0,0,0,11377.79318684374,11.578486960831485,0.0,0.0,0.0,0.0
E02000301,Enfield 025,E09000010,Enfield,2.734872711753853,9942,21,2,1,1,3635.2697356888216,7.678602338509883,0.731295460810465,2.011667672500503,1.0058338362502515,1.0058338362502515
E02000302,Enfield 026,E09000010,Enfield,1.5801854852856634,8643,14,4,0,1,5469.611055462601,8.859719400263383,2.5313484000752524,4.628022677311119,0.0,1.1570056693277797
E02000303,Enfield 027,E09000010,Enfield,1.2423275284513438,8288,16,1,1,1,6671.348585772405,12.879051323884953,0.8049407077428096,1.2065637065637065,1.2065637065637065,1.2065637065637065
E02000304,Enfield 028,E09000010,Enfield,1.7205456724454298,7736,16,2,1,2,4496.247977541184,9.299375341346813,1.1624219176683517,2.585315408479835,1.2926577042399174,2.585315408479835
E02000305,Enfield 029,E09000010,Enfield,0.9609916983959165,8701,23,8,1,7,9054.188516429096,23.933609456139433,8.324733723874585,9.194345477531318,1.1492931846914147,8.045052292839904
E02000306,Enfield 030,E09000010,Enfield,2.0888190785968996,8553,25,14,4,9,4094.658119335647,11.96848509100797,6.702351650964464,16.368525663509878,4.676721618145679,10.52262364082778
E02000307,Enfield 031,E09000010,Enfield,1.1059882492632274,9955,14,1,0,1,9000.999790577966,12.658362337327123,0.9041687383805088,1.0045203415369162,0.0,1.0045203415369162
E02000308,Enfield 032,E09000010,Enfield,1.1473803574291686,8861,31,3,0,2,7722.809565830499,27.01806754776498,2.614651698170804,3.385622390249407,0.0,2.257081593499605
E02000309,Enfield 033,E09000010,Enfield,1.6289373764832236,11699,20,7,0,1,7181.982664832351,12.27794284098188,4.297279994343658,5.983417386101376,0.0,0.8547739123001966
E02000311,Enfield 035,E09000010,Enfield,1.4171121419375359,10424,27,5,1,2,7355.804591263938,19.052832306612274,3.528302279002273,4.796623177283193,0.9593246354566385,1.918649270913277
E02000312,Enfield 036,E09000010,Enfield,1.3101982495492792,11125,24,5,2,3,8491.08140987603,18.317838547148288,3.816216363989227,4.49438202247191,1.7977528089887642,2.696629213483146
E02000313,Greenwich 001,E09000011,Greenwich,0.7305545999555022,6412,7,0,0,0,8776.893609855515,9.581761582811698,0.0,0.0,0.0,0.0
E02000314,Greenwich 002,E09000011,Greenwich,4.080744521968504,13462,49,5,0,1,3298.9078163379086,12.007612761889579,1.2252666083560795,3.7141583717129696,0.0,0.742831674342594
E02000315,Greenwich 003,E09000011,Greenwich,1.1930755950506615,10444,27,3,0,0,8753.845978683787,22.63058611877272,2.514509568752524,2.872462657985446,0.0,0.0
E02000317,Greenwich 005,E09000011,Greenwich,0.6526829350517217,7381,17,1,0,0,11308.70688294477,26.046337489508346,1.5321374993828438,1.354829968838911,0.0,0.0
E02000318,Greenwich 006,E09000011,Greenwich,1.1049950831270383,12005,17,6,1,2,10864.301736100862,15.384683841209052,5.429888414544371,4.997917534360683,0.8329862557267805,1.665972511453561
E02000319,Greenwich 007,E09000011,Greenwich,1.081319982534464,10951,31,3,0,1,10127.437000038024,28.66866468826397,2.7743869053158683,2.7394758469546163,0.0,0.9131586156515387
E02000320,Greenwich 008,E09000011,Greenwich,1.4598589143137037,7133,24,0,0,0,4886.08860079695,16.439944822532848,0.0,0.0,0.0,0.0
E02000321,Greenwich 009,E09000011,Greenwich,0.6226311234243115,7963,9,1,0,0,12789.273938324095,14.454786568493892,1.6060873964993212,1.255808112520407,0.0,0.0
E02000323,Greenwich 011,E09000011,Greenwich,0.7615259007348617,13245,18,5,0,1,17392.711117532264,23.636753500610098,6.565764861280583,3.7750094375235936,0.0,0.7550018875047189
E02000324,Greenwich 012,E09000011,Greenwich,1.3036313918156759,8015,12,2,0,2,6148.210337921399,9.20505602683179,1.5341760044719648,2.4953212726138494,0.0,2.4953212726138494
E02000326,Greenwich 014,E09000011,Greenwich,0.7302467221358437,7918,17,2,0,0,10842.910703989519,23.279803229075753,2.738800379891265,2.5258903763576663,0.0,0.0
E02000327,Greenwich 015,E09000011,Greenwich,1.8588692068564097,7190,31,0,0,0,3867.9429265274816,16.676805385584412,0.0,0.0,0.0,0.0
E02000328,Greenwich 016,E09000011,Greenwich,0.8762872217224292,6578,20,1,0,0,7506.671142676588,22.823566867365727,1.1411783433682863,1.5202189115232594,0.0,0.0
E02000329,Greenwich 017,E09000011,Greenwich,1.7628314527378306,6521,17,0,0,0,3699.1624978510113,9.643576516403495,0.0,0.0,0.0,0.0
E02000331,Greenwich 019,E09000011,Greenwich,0.9925708181883952,8430,21,1,0,0,8493.096759973394,21.157180540858988,1.0074847876599518,1.1862396204033214,0.0,0.0
E02000332,Greenwich 020,E09000011,Greenwich,2.016947951610953,7450,22,0,0,0,3693.699678293445,10.907569519792723,0.0,0.0,0.0,0.0
E02000333,Greenwich 021,E09000011,Greenwich,1.2612762248662301,6213,21,6,2,4,4925.962986941219,16.64980246672551,4.757086419064432,9.657170449058425,3.2190568163528086,6.438113632705617
E02000334,Greenwich 022,E09000011,Greenwich,1.3856750837047278,6759,18,0,0,0,4877.766858540316,12.990058211825076,0.0,0.0,0.0,0.0
E02000335,Greenwich 023,E09000011,Greenwich,1.2941033639090498,6677,15,0,0,0,5159.556945923574,11.591037020945576,0.0,0.0,0.0,0.0
E02000337,Greenwich 025,E09000011,Greenwich,1.3972877108381134,8558,25,0,0,0,6124.722871044781,17.891805535886835,0.0,0.0,0.0,0.0
