BusinessNameClean,DisplayName,StoreCount,BakeryScore,BakeryRank
yum puff treats,Yum Puff Treats @,1,0.1329070511173372,4079
trangs uk limited,Trangs (UK) Limited,1,0.13277201678560385,4080
vape shop,Vape Shop,2,0.13274710313751342,4081
made of dough,Made Of Dough,2,0.1327211853837199,4082
kaffee ltd,KAFFEE LTD.,1,0.13271343102533711,4083
nawras ltd,Nawras Ltd,1,0.13268575391971932,4084
brother export and import ltd,Brother Export & Import Ltd,1,0.13255583330242698,4085
haven flats,Haven Flats,1,0.1325029853730076,4086
jolene colebrooke row,Jolene Colebrooke Row,1,0.13247363707763543,4087
vegan sweet tooth london,Vegan Sweet Tooth London,1,0.13240800666493582,4088
leaders,Leaders,1,0.13237950509035323,4089
miemie dessert,Miemie Dessert,1,0.13226450674140922,4090
amhar delights,Amhar Delights,1,0.1322554755981932,4091
a2a services ltd,A2A Services Ltd,1,0.13221441475732723,4092
suzanne james ltd,Suzanne james ltd,1,0.1321189150365403,4093
elijah s creations,Elijah's Creations,1,0.13211862924489487,4094
perlage events ltd,Perlage Events Ltd,1,0.1319758888485544,4095
jens party animals,Jens Party Animals,1,0.13197069224860872,4096
vallist uk limited,Vallist UK Limited,1,0.13194171033961996,4097
foodigy ltd,Foodigy Ltd,1,0.13188600901082212,4098
la maison du gateau,La Maison Du Gateau,1,0.13186990688331746,4099
the biscuit badger ltd,The Biscuit Badger Ltd,1,0.13174504083919328,4100
sugar and sall,Sugar & Sall,1,0.1317078098098306,4101
parika delights hca,Parika Delights (HCA),1,0.13168278719707127,4102
asda stores ltd,Asda Stores Ltd,3,0.1316393377687904,4103
humble crumble,HUMBLE CRUMBLE,3,0.1315909899241791,4104
jaspol ltd,Jaspol LTD,1,0.1314687597294905,4105
delicious food ltd,Delicious Food Ltd,1,0.1314012489321592,4106
the pasty shop,The Pasty Shop,3,0.1313897592635945,4107
so unique boutique,So Unique Boutique,1,0.13138253698963975,4108
quick commerce ltd t azapp,Quick Commerce Ltd (t/aZapp),1,0.1313698458836953,4109
m s velvet artisan,M's Velvet Artisan,1,0.13136174405683737,4110
storrd ltd,Storrd Ltd,1,0.13134363507851932,4111
drs care home ltd,DRS Care Home Ltd,1,0.13134266569389638,4112
teebakedit,Teebakedit,1,0.1313103956402921,4113
merlynz delights,Merlynz Delights,1,0.13131002272943787,4114
bamyan delights,Bamyan Delights,1,0.13128186298180752,4115
company of cooks ltd royal society of arts,Company of Cooks Ltd @Royal Society Of Arts,1,0.13120238127500558,4116
adems inc ltd,Adems Inc Ltd,1,0.1310513406105184,4117
regenerate rise,Regenerate.rise,1,0.13101372989977778,4118
the italian oven,The ITALIAN Oven,1,0.1309767241770521,4119
cravings dessert,Cravings Dessert,1,0.13090912557449916,4120
karahi13 ltd,Karahi13 Ltd,1,0.13081793507557654,4121
free from pantry,Free From Pantry,1,0.13080885502455133,4122
treats harrow bus station,"Treats, Harrow Bus Station",1,0.13080719299089238,4123
r family ltd,R-Family Ltd,1,0.1307880180660377,4124
sonette s divine creations,Sonette's Divine Creations,1,0.13066185330370808,4125
woodlane express limited,Woodlane Express Limited,1,0.1306524108876223,4126
holland and barrett retail limited,Holland and Barrett Retail Limited,2,0.13063528623163428,4127
reneuw khatri corporation ltd,RENEUW - Khatri Corporation Ltd,1,0.13061208491896237,4128
sinfully sweet,Sinfully sweet,1,0.1306081676714367,4129
browniegod,Browniegod,1,0.13058053907373735,4130
miriam s munchies,Miriam's Munchies,1,0.1304524575619238,4131
j s supermarket ltd t a sharon s,J S Supermarket Ltd T/A Sharon's,1,0.13042338467811532,4132
frutex uk pvt ltd,Frutex UK Pvt Ltd,1,0.13042036481815794,4133
mediphillics ltd,Mediphillics Ltd,1,0.13035425133317186,4134
sprinkles hammersmith,Sprinkles Hammersmith,1,0.13035398749963698,4135
smart buns,Smart Buns,2,0.13034803135601777,4136
signature brew ltd,Signature Brew Ltd,1,0.1303109776717931,4137
excelfident a la carte ltd,Excelfident A La Carte Ltd @,1,0.13026802532436152,4138
scrumptious creams,Scrumptious Creams,1,0.13018291962581838,4139
provence wine ltd,Provence Wine Ltd,1,0.1300906079099723,4140
femleys limited,Femleys Limited,1,0.12996920544061102,4141
teddies preschool ltd,Teddies Preschool Ltd,1,0.1299537906600148,4142
day 1 express ltd,Day 1 Express Ltd,1,0.12994289201928863,4143
suboca ltd,Suboca ltd,1,0.12987670199010212,4144
cressi s sugar crush,Cressi’s Sugar Crush,1,0.12981071816982473,4145
bombay delight ltd,Bombay Delight Ltd,1,0.12978253663135914,4146
crumb major,Crumb Major,1,0.12974895000733777,4147
not just sancks vending ltd,Not Just Sancks Vending Ltd,1,0.1297118521038844,4148
wilka ltd,WILKA LTD,1,0.12970796006875804,4149
merkur slots uk limited,Merkur Slots UK Limited,1,0.1296037744298726,4150
griller sweetsler,Griller - Sweetsler,1,0.12957201148129713,4151
divine ice cream ltd,Divine Ice cream ltd,1,0.1294844489569877,4152
adam naan,Adam Naan,1,0.12939670344660884,4153
doughjoes,DoughJoes,1,0.12935518257293482,4154
a j food ltd,A J Food Ltd.,1,0.12928337059414824,4155
benarishomeuk ltd,Benarishomeuk Ltd,1,0.12923318879107076,4156
slice of j and c ltd,Slice Of J&C LTD,1,0.12916929370649177,4157
the authentic sourlaki ltd,The Authentic Sourlaki Ltd,1,0.1290978879726508,4158
starring cakes and catering,Starring Cakes & Catering,1,0.129018659577465,4159
the spread eagle rdhc ltd,The Spread Eagle (RDHC Ltd),1,0.1289775555765022,4160
doughnut worry,Doughnut Worry,1,0.12896179592847082,4161
tara taree ltd,Tara Taree Ltd,1,0.12895741613772446,4162
cloudy vape,Cloudy Vape,1,0.12887361206145373,4163
portuguese treats,Portuguese Treats,1,0.12887059927586883,4164
we juice it ltd,We juice it ltd,1,0.12886289983097332,4165
ymca thamesgateway ltd,YMCA Thamesgateway Ltd,1,0.12883914057564042,4166
migues blue market ltd,Migues blue market ltd,1,0.12879417220433964,4167
sweet and savoury duo,Sweet & Savoury Duo,1,0.12879187377926923,4168
candycrafters,Candycrafters,1,0.12874680364800864,4169
homemade by ruta,Homemade by Ruta,1,0.12874263659700952,4170
cannon mini market ltd,Cannon Mini Market ltd,1,0.12873354704708767,4171
little big treats,Little Big Treats,1,0.12872534761991578,4172
aanare ltd,Aanare Ltd,1,0.12872467375172728,4173
united services club ltd,United Services Club Ltd,1,0.12860930155771524,4174
lexham gardens by cheval maison,Lexham Gardens by Cheval Maison,1,0.1285558689389881,4175
foreva ltd hca,ForEva Ltd (HCA),1,0.12852410466253814,4176
epitex ltd,Epitex Ltd,1,0.1284932617698387,4177
shaheera s treats,Shaheera's Treats,1,0.12845291477164275,4178
pure sport oil limited,Pure sport oil limited,1,0.12844994885287384,4179
hablo studio,HABLO STUDIO,1,0.12840521329918697,4180
heavenly delicious,Heavenly Delicious,1,0.12838760106860236,4181
paz nuts ltd,Paz Nuts Ltd,1,0.12837660966088874,4182
showbites ltd,Showbites Ltd,1,0.12834631185411194,4183
thaprobane ltd,Thaprobane Ltd,1,0.1283370358407868,4184
sacred heart rc school,Sacred Heart RC School,1,0.12829092072469012,4185
lillysbakesss,Lillysbakesss,1,0.12825038018668464,4186
st barnabas church the spare loaf,St Barnabas Church (The Spare Loaf),1,0.12823624344653511,4187
love you cookie,Love You cookie,1,0.128223480170855,4188
rhodes,Rhodes,1,0.12819667288226494,4189
raise house ltd,Raise House Ltd,1,0.12818990070861144,4190
cookie lab,Cookie Lab,1,0.12816240417734565,4191
alexander original cakes,Alexander Original Cakes,1,0.1280607904953246,4192
ana s cakes and coffee,Ana's cakes and coffee,1,0.12800290977388754,4193
lucy sprinkles,Lucy Sprinkles,1,0.1279837883345589,4194
aunty jenny s food ltd,Aunty Jenny's Food Ltd,1,0.12794399018556682,4195
marex uk limited,MAREX UK LIMITED,1,0.1279241713390514,4196
pinocandy and naimas,Pinocandy And Naimas,1,0.12791624822161343,4197
my addictive confectionary m a c,My Addictive Confectionary - M.A.C.,1,0.12791467584832847,4198
uxbridge bargain centre ltd,Uxbridge Bargain Centre Ltd,1,0.12782032216779896,4199
purple jay east dulwich ltd,Purple jay east dulwich ltd,1,0.12781818841183512,4200
pancake paradise bites,Pancake Paradise Bites,3,0.1277463839464434,4201
ruchulu ltd,Ruchulu LTD,1,0.12774004003402817,4202
steves mini market ltd,Steves Mini Market Ltd,1,0.12771405091844457,4203
dalsan ltd,Dalsan Ltd,1,0.12769238978783495,4204
fable world healthy no sugar desserts,Fable world- healthy no sugar desserts,1,0.12767985541367,4205
rye books,Rye books,1,0.12766136673653042,4206
co food ltd,Co Food Ltd,1,0.12757980637160374,4207
my party events,My Party Events,1,0.1275775889947214,4208
beyond boundaries rise cic,Beyond Boundaries Rise CIC,1,0.12756827708820112,4209
energy institute,Energy Institute,1,0.12743748656832937,4210
gauthams kitchen ltd,Gauthams Kitchen ltd,1,0.1273586810878414,4211
made by moroccans,Made by Moroccans,1,0.12733836785131042,4212
gail s limited,Gail's Limited,1,0.12727562635870204,4213
makey cakey uk,Makey Cakey UK,1,0.1272415632988521,4214
mallow tree limited,MALLOW TREE LIMITED,1,0.12720245369165958,4215
shree enterprise by charuta,Shree - Enterprise by Charuta,1,0.12717938809284304,4216
percy ingle,Percy Ingle,1,0.12714334663958446,4217
crepe haven,Crepe Haven,2,0.12703259431369524,4218
afters ilford ltd,Afters Ilford Ltd,1,0.12701429629934496,4219
superdrug stores ltd,Superdrug Stores Ltd,1,0.1269467081313138,4220
scarlett commerce ltd,Scarlett Commerce LTD,1,0.1269136685978121,4221
scmg enterprises limited,SCMG Enterprises Limited,1,0.12691225361417022,4222
daily dose ltd,Daily Dose Ltd,1,0.12691166439890073,4223
h i s europe ltd,H.I.S. EUROPE LTD,1,0.1268824641520492,4224
grab a bite ltd,Grab-A-Bite Ltd,1,0.12680963631675124,4225
talkington bates ltd,Talkington Bates Ltd,1,0.12680622769677488,4226
pasley tyler co ltd,Pasley-Tyler Co Ltd,1,0.12679350905411513,4227
rainbow corner vape shop,Rainbow Corner Vape Shop,1,0.12668079793265188,4228
arete sugar lab,Arete Sugar Lab,1,0.12664501722520238,4229
creme and crumble,Creme & Crumble,1,0.126613565351281,4230
shadi bakery shadi restaurant,Shadi Bakery / Shadi Restaurant,1,0.12656606572401072,4231
way 2 save isleworth ltd,Way 2 Save Isleworth Ltd,1,0.12652804043481036,4232
partou gingerbread house day nursery,Partou Gingerbread House Day Nursery,1,0.12643056765640776,4233
london vape shop,London Vape Shop,1,0.12643038125108516,4234
paul,Paul,15,0.12641380443244368,4235
almeidas delights,Almeidas Delights,1,0.12641096462853776,4236
musubi group ltd,Musubi Group Ltd.,1,0.126396877320277,4237
urban chocolatier walthamstow,Urban Chocolatier Walthamstow,1,0.1263653493371187,4238
hot bargains limited,Hot Bargains Limited,1,0.1263602302092573,4239
browniewali,Browniewali,1,0.12629367731810726,4240
divine heals london ltd,DIVINE HEALS LONDON LTD,1,0.12618990305405856,4241
sodexo ltd at oasis academy ryelands,Sodexo Ltd At Oasis Academy Ryelands,1,0.1261524665750293,4242
vape n out,Vape 'N' Out,1,0.12615039073384451,4243
sprinkles,Sprinkles,3,0.1259339977601442,4244
caterplus ltd,Caterplus Ltd.,1,0.12588926340853532,4245
new look retailers,New Look Retailers,3,0.12584946599529315,4246
naan shop,Naan Shop,1,0.1258353737763412,4247
berfin my ltd,Berfin MY Ltd,1,0.12582725262526737,4248
partynow ltd,Partynow Ltd,1,0.1258048050332043,4249
italian gourmet uk ltd,Italian Gourmet UK Ltd,1,0.12570729329613878,4250
prestara ltd,Prestara Ltd,1,0.12570512184343008,4251
tecorra ltd,Tecorra Ltd,1,0.12568106822453892,4252
beauty by nab limited,Beauty by NAB Limited,1,0.1256406576830321,4253
soul treats by sara,Soul Treats By Sara,1,0.12557697834452156,4254
jelly belly,Jelly Belly,1,0.1254787678557237,4255
amariah trading ltd,Amariah Trading Ltd,1,0.12547764395748207,4256
little haven,Little Haven,1,0.12547648701967332,4257
home n away ltd,Home N Away Ltd,1,0.1254590246375282,4258
hellboy ltd,Hellboy Ltd,1,0.12538480664668056,4259
bartlett mitchell thomas miller,"Bartlett Mitchell, Thomas Miller",1,0.12533516718958954,4260
bak health ltd,BAK Health Ltd,1,0.12532092291097052,4261
dunia bespoke events,Dunia Bespoke Events,1,0.12531932537949478,4262
the chimney baker,The Chimney Baker,1,0.12529754302408438,4263
theatre of wine ltd,Theatre of Wine Ltd,1,0.12525463682862178,4264
gostosa s treats,Gostosa's Treats,1,0.12522965342364933,4265
thk services ltd,Thk services ltd,1,0.12520360374972403,4266
dimensions uk ltd,Dimensions (UK) Ltd,2,0.12518857581372164,4267
sainsbury s supermarket ltd,Sainsbury's Supermarket Ltd,3,0.12518830045116114,4268
polly s pantry,Polly's Pantry,1,0.12515733684360736,4269
great british collection ltd paddington pound plus,Great British collection Ltd ( Paddington pound plus ),1,0.12496232174504836,4270
company of cooks by ch and co catering ltd,Company of Cooks by CH&Co Catering Ltd,1,0.12494939203782407,4271
hey tea baker s street,Hey Tea Baker?s Street,1,0.12493882454757682,4272
souter bros coffee and bakery,Souter Bros Coffee & Bakery,1,0.12492548077281046,4273
lote and co honey ltd,Lote And Co Honey Ltd,1,0.12489240085840898,4274
velicham express ltd,Velicham Express LTD,1,0.12487993947579283,4275
chocolate and waffles madame tussauds,Chocolate & Waffles Madame Tussauds,1,0.12483861212882301,4276
park avenue baker street hotel,Park Avenue Baker Street Hotel,1,0.12480026718920845,4277
fairdeal news ltd,Fairdeal News Ltd,1,0.12464451295413935,4278
havengoods ltd,Havengoods LTD,1,0.12458039425797407,4279
palm and crown ltd,Palm and Crown Ltd,1,0.12451755002357123,4280
twins wedding shop,Twins Wedding Shop,1,0.12446484515864373,4281
homemade by burcu,Homemade by Burcu,1,0.12446310258775789,4282
bartlett mitchell ltd capvest,Bartlett Mitchell ltd @ CapVest,1,0.1244279346158938,4283
claus marsh ltd,Claus Marsh LTD,1,0.12441413580906936,4284
maison samadi london,Maison Samadi London,1,0.1243226061929611,4285
alimtex ltd,Alimtex Ltd,1,0.12426883124794101,4286
sugar and sass,Sugar & Sass,1,0.12414025776232081,4287
the bake yard,The Bake Yard,1,0.12408073420375637,4288
claire s accessories,Claire's Accessories,1,0.1240114020406285,4289
london eatss limited,London Eatss Limited,1,0.12400012935872702,4290
kikis kakery,Kikis Kakery,1,0.12397945139248466,4291
laila s treats,Laila’s Treats,1,0.1239226907516666,4292
baku tea and art ltd,BAKU TEA AND ART LTD,1,0.1239089770683911,4293
quick commerce ltd t a zapp,Quick Commerce Ltd t/a Zapp,1,0.12390462901888817,4294
netpex ltd,Netpex Ltd,1,0.12388233064152472,4295
murad commerce ltd,MURAD COMMERCE LTD,1,0.12384446035814194,4296
ponces corporation limited,Ponces corporation limited,1,0.12381829415610834,4297
maison nari hca,Maison Nari (HCA),1,0.12377313472441595,4298
luca s focaccia,Luca's Focaccia,1,0.12374550761207656,4299
ranie saidi limited,Ranie Saidi Limited,1,0.12370078756523274,4300
sasa homes limited,Sasa Homes Limited,2,0.12369689917116133,4301
drugsrus limited,Drugsrus Limited,1,0.12365735240219307,4302
sree ganesh suprstore ltd,SREE GANESH SUPRSTORE LTD,1,0.12359154818156111,4303
waffle jack s,Waffle Jack's,1,0.12350209684866661,4304
chocoberry cafe,Chocoberry Cafe,1,0.12349365021196956,4305
tirtir trading ltd,TirTir Trading ltd,1,0.12347369167231134,4306
farmville ltd,Farmville Ltd,1,0.12345011362114638,4307
biscuiteers limited,Biscuiteers Limited,1,0.12340969623484373,4308
hub velo ltd,Hub Velo Ltd,1,0.12331759497201963,4309
abel and cole ltd,Abel & Cole Ltd,1,0.1231278475749874,4310
izkan direct ltd,Izkan Direct Ltd,1,0.12310034932544388,4311
rainforest creations,Rainforest Creations,1,0.12307334246305845,4312
kingston pantry,Kingston Pantry,1,0.12307047402280251,4313
biscuit bliss uk,Biscuit Bliss UK,1,0.12303358580082562,4314
pamir baguettee ltd,Pamir Baguettee LTD,1,0.12302175810131252,4315
social pottery studio,Social Pottery Studio,2,0.12301506184813804,4316
chandni mini store ltd,Chandni Mini Store Ltd,1,0.12295986630549284,4317
n13 greek cafe and bakery,N13 Greek Cafe and Bakery,1,0.12293133698163217,4318
ile de crepe pancake events,ILE DE CREPE (Pancake Events),1,0.12291158400280316,4319
shan shans sweet course,Shan Shans Sweet Course,1,0.12282143258665594,4320
company of cooks by compass group uk royal academy of arts,Company of Cooks by Compass Group UK @  Royal Academy of Arts,1,0.12279386035852036,4321
labakez,Labakez,1,0.1227439083681737,4322
occassionz ltd,Occassionz Ltd,1,0.12272277616005763,4323
l and d masterworks ltd,L&D Masterworks Ltd,1,0.12271688664078755,4324
favoursome treats,Favoursome Treats,1,0.12267913816507335,4325
sports direct retail ltd,Sports Direct Retail Ltd,1,0.12266697745413432,4326
bread street kitchen and bar,Bread Street Kitchen & Bar,1,0.12266055564213453,4327
fatto a mano baker street,Fatto a Mano Baker Street,1,0.12261990647166134,4328
little jungle uk ltd,Little jungle uk ltd,1,0.12249659485244838,4329
educastle ltd,Educastle LTD,1,0.12246869594879148,4330
dough dough,Dough Dough,1,0.1223940716326133,4331
mason and rye,Mason And Rye,1,0.12236786572885511,4332
the cookaway ltd,The Cookaway Ltd,1,0.12233535160346684,4333
vape n more,Vape N More,1,0.12231703586375858,4334
antibac pack limited,AntiBac-Pack Limited,1,0.12230676894793768,4335
load of waffle,Load Of Waffle,1,0.12227307582385932,4336
made by ayah,Made by Ayah,1,0.12225259999751854,4337
care expertise group limited,Care Expertise Group Limited,1,0.12213631261304872,4338
vapiano ltd,Vapiano Ltd,1,0.12205711863652957,4339
ghaniy ltd,Ghaniy Ltd,1,0.12204853253651621,4340
carn s ltd,Carn's Ltd,1,0.12204482110810086,4341
amalia s amalia s bakes,Amalia's (Amalia's Bakes),1,0.12190825830788982,4342
fora space limited,FORA Space Limited,1,0.12179723895222262,4343
the dessert palette,The Dessert Palette,1,0.12175401449084516,4344
leopard pie tower bridge ltd,Leopard pie tower bridge ltd,1,0.12161198573640968,4345
bisma s delights,Bisma’s Delights,1,0.12158236675772789,4346
paul pank,Paul Pank,1,0.12149363144937973,4347
gretel and belle,Gretel & Belle,1,0.1214537159583721,4348
by unique,By Unique,1,0.12145058601079414,4349
creams,Creams,7,0.12144978658075603,4350
flakey bs patties,Flakey Bs Patties,1,0.12143295707242506,4351
auntie anne s,Auntie Anne's,6,0.12141247874649948,4352
bartlett mitchell ltd c o landsec,Bartlett Mitchell ltd C/O Landsec,1,0.12137602442960095,4353
artezen london limited,Artezen London Limited,1,0.1213505047404101,4354
juhan suwet ltd,Juhan Suwet Ltd,1,0.12131819960637572,4355
lubees creations,Lubees Creations,1,0.12130945728089942,4356
tablet catering and events ltd,Tablet Catering & Events Ltd,1,0.12130912324968258,4357
salsa rose ltd,Salsa Rose Ltd,1,0.12130171538901455,4358
bartlett mitchell ltd c o frasers the rowe,Bartlett Mitchell Ltd c/o Frasers-The Rowe,1,0.12129819903793768,4359
breadline catering ltd,Breadline Catering Ltd,1,0.12128859495109753,4360
sugarush,SugaRush,1,0.1212706559943975,4361
sainsburys supermarket ltd,SAINSBURYS SUPERMARKET LTD,2,0.1212662350769364,4362
do s spice island cakes,Do’s Spice Island Cakes,1,0.12123167928959021,4363
toni s treats,Toni's Treats,1,0.12116900812700102,4364
suzette ltd,Suzette Ltd,1,0.12112593167102688,4365
love tuesday cookies,Love Tuesday Cookies,1,0.12110663543195395,4366
bubbles n brownies,Bubbles n brownies,1,0.12109410856121104,4367
four happiness dessert,Four Happiness Dessert,1,0.12104035078830182,4368
worth the dough,Worth the Dough,1,0.12103340331229784,4369
dominion concept international limited,Dominion Concept International Limited,1,0.12102784029451538,4370
cakealicious ldn,Cakealicious LDN,1,0.12101170743151062,4371
crown crumbs,Crown Crumbs,1,0.12100469304271441,4372
mystique uk ltd prince of wales,Mystique uk ltd (prince of wales),1,0.12095333455828267,4373
hobbycraft trading limited,Hobbycraft Trading Limited,1,0.1209025995633864,4374
monchupon group limited,Monchupon group limited,1,0.12088537438696027,4375
jou jou s bites ltd,Jou jou's bites ltd,1,0.12085789218159895,4376
korea treat box,Korea Treat Box,1,0.12084677514223012,4377
sd commercial ltd,Sd commercial ltd,1,0.1207472429485874,4378
delizi by mirela,Delizi by Mirela,1,0.1207289901039394,4379
chateau denmark limited,CHATEAU DENMARK LIMITED,1,0.12071397250454965,4380
craving cross craving sugar heaven,"Craving Cross, Craving Sugar, Heaven",1,0.12066569129819768,4381
care ltd,Care Ltd,1,0.12062797411413417,4382
google uk ltd,Google UK Ltd,1,0.12061694200334648,4383
indulgefun ltd hca,Indulgefun Ltd (HCA),1,0.120559562580804,4384
sweetcroft day care,Sweetcroft Day Care,1,0.12055094698366664,4385
karadenizpide ltd,Karadenizpide ltd,1,0.1204893235795951,4386
pure by annie,Pure By Annie,1,0.12048326884818616,4387
vape underground,Vape Underground,1,0.12047259151298188,4388
pide and co limited,PIDE & CO LIMITED,1,0.12044149581200018,4389
adams food global ltd,Adams Food Global LTD,1,0.12041734029462227,4390
jenny dunn hca,Jenny Dunn (HCA),1,0.12038915025346836,4391
little dessert shop,Little Dessert Shop,5,0.12036943289034777,4392
lolo investment ltd,Lolo Investment Ltd,1,0.12031474617749958,4393
bantuway express ltd,Bantuway Express Ltd,1,0.12030123124957147,4394
halwa furqan somalian sweets,Halwa Furqan Somalian Sweets,1,0.12027188187087967,4395
r mleczko ltd,R Mleczko Ltd,1,0.12025227504158925,4396
henlon and co ltd,Henlon & Co Ltd,1,0.12013428139189841,4397
bondcare london limited,Bondcare (London) Limited,1,0.12013034514121419,4398
city sweet centre,City Sweet Centre,1,0.12010943054250392,4399
metzger and sohne ltd,Metzger & Sohne Ltd,1,0.12010202912342348,4400
nyaco delights,NyaCo Delights,1,0.12004405676151658,4401
simmons soho,Simmons Soho,1,0.1198571547571121,4402
nomadshop ltd,NomadShop Ltd,1,0.11983622051403943,4403
mystics energy,Mystics Energy,1,0.11982257848216604,4404
pancake and more,Pancake & More,1,0.11981432953689598,4405
route broadway ltd,Route Broadway Ltd,1,0.11971606532082789,4406
oz antepliler,Oz Antepliler,1,0.1197137930176576,4407
gaowenqi ltd,GAOWENQI LTD,1,0.11969231406406511,4408
blackberry hill ltd,Blackberry Hill LTD @,1,0.11966494648436486,4409
care uk ltd,Care UK LTD,3,0.11963065208300747,4410
stevie s pantry,Stevie's Pantry,1,0.11958394686141932,4411
scass ltd day services,Scass Ltd  -  Day Services,1,0.11951217452710516,4412
cinq sandwiches and patisseries,Cinq sandwiches and patisseries,1,0.11951204168406855,4413
sweet thursday,Sweet Thursday,1,0.11948798195438268,4414
dèlices and saveurs,Dèlices & Saveurs,1,0.11945978558212374,4415
london basque kitchen ltd,London basque kitchen ltd,1,0.11928201601050314,4416
the brazilian pastry factory,The Brazilian Pastry Factory,1,0.11924756146994275,4417
food 4 events ltd,Food 4 Events Ltd,1,0.11917443907502033,4418
aspens services ltd cola islington,Aspens Services LTD@CoLA Islington,1,0.11916854230163698,4419
new sweet n sour,New Sweet N Sour,1,0.11913046453363887,4420
neuhaus chocolates covent garden,Neuhaus Chocolates Covent Garden,1,0.11905746000735001,4421
temps tempting treats,Temps Tempting Treats,1,0.11892820353306292,4422
magic life ltd,Magic Life Ltd,1,0.11892137240437883,4423
tintin s treat,TinTin's Treat,1,0.11877390587438544,4424
emmanuel care services ltd,Emmanuel Care Services Ltd,1,0.11873378733584924,4425
salty studio,Salty Studio,1,0.11870533786422284,4426
dznoah ltd,DZNOAH LTD,1,0.11870525240873946,4427
cater london ltd,Cater London Ltd,1,0.11870110539132732,4428
st philomena s rc primary school,St Philomena's RC Primary School,1,0.1186784981152536,4429
little shanti gifts,Little Shanti Gifts,1,0.11865177642209564,4430
bread street kitchen southwark,Bread street kitchen southwark,1,0.11857488051167347,4431
salesforce emea ltd,Salesforce Emea Ltd,1,0.118527011241536,4432
for all occasions,For All Occasions,1,0.11851744523937219,4433
day one express retail limited,Day One Express Retail Limited,1,0.11850719113247524,4434
bonjour brioche,Bonjour Brioche,2,0.11840450588017616,4435
sacred heart rc junior and infant school,Sacred Heart Rc Junior And Infant School,1,0.11830934643236686,4436
sareli event ltd,Sareli Event Ltd,1,0.1182495204669725,4437
desserts end,Desserts End,1,0.11818961978020101,4438
snack delight,Snack Delight,1,0.11818750037997416,4439
blabar ltd,Blabar Ltd,1,0.11818069684212405,4440
braske ltd,Braske Ltd,1,0.11807144800665234,4441
zozan ltd trading,ZOZAN LTD  TRADING,1,0.11803043429078997,4442
parlour by ice cream union,Parlour by Ice Cream Union,1,0.11798181294827907,4443
ponders end express ltd,Ponders End Express Ltd,1,0.11791910800693042,4444
gastroly ltd,Gastroly Ltd,1,0.11784988152810064,4445
butter bake club,Butter Bake Club,1,0.11784279891010158,4446
london eats ltd,London Eats Ltd,1,0.11781362519643288,4447
fonioka ltd,Fonioka Ltd,1,0.11779571993720744,4448
kellys bakes at discover childrens story centre,Kellys Bakes At Discover Childrens Story Centre,1,0.1177863977375649,4449
early sprinkles,Early sprinkles,1,0.11770241561858971,4450
putney pies,Putney Pies,1,0.11769976500227076,4451
suceava,Suceava,1,0.11767378990173886,4452
thew arnott and co ltd,Thew  Arnott & Co Ltd,1,0.11766815395904795,4453
fede pastry kitchen ventra pastry chef,Fede Pastry Kitchen/Ventra Pastry Chef,1,0.11763997995684264,4454
salvii labs ltd,Salvii Labs Ltd,1,0.11763692529958415,4455
chamdol uk ltd,Chamdol UK Ltd,1,0.11761539203947556,4456
iliria ltd,Iliria ltd,1,0.11761453268745846,4457
goals soccer ltd,Goals Soccer Ltd,1,0.11745985093534154,4458
cupcake charms,Cupcake Charms,1,0.11741095305943021,4459
creative distribution ltd,Creative Distribution Ltd,1,0.11733718805833976,4460
daily delights store,Daily Delights Store,1,0.11730328197722853,4461
418 kingsland road ltd,418 KINGSLAND ROAD LTD,1,0.11730075722917706,4462
eat chubbies chubbies demidbakes,Eat Chubbies/Chubbies/DemidBakes,1,0.11728739944437679,4463
champagnes and chateaux ltd,Champagnes & Chateaux Ltd,1,0.11725217383057315,4464
j b patel and sons ltd,J.B. Patel & Sons Ltd,1,0.11724489766305084,4465
doughnuts and crepes,Doughnuts & Crepes,1,0.11714073042230226,4466
the flour daisy,The Flour Daisy,1,0.1170889047036604,4467
barings investment services ltd,Barings Investment Services Ltd,1,0.11708439499181117,4468
ella s kitchen london ltd,Ella's Kitchen London Ltd,1,0.11706602123110256,4469
common purpose training ltd,Common Purpose Training Ltd,1,0.1169645119795471,4470
tuca waffle,TuCa Waffle,1,0.11696322062925832,4471
happy shoppers ltd,Happy Shoppers Ltd,1,0.11696027860955348,4472
rida uk ltd,Rida Uk LTD,1,0.1169096236191764,4473
chahal sweet centre,Chahal Sweet Centre,1,0.11690176450338538,4474
trafila ltd,Trafila Ltd,1,0.11689158063147082,4475
jeeva petroleum company limited,Jeeva Petroleum Company Limited,1,0.11682048547651275,4476
wentworth hurstbourne ltd,Wentworth Hurstbourne Ltd,1,0.11670418285148654,4477
vel murugan enterprises ltd,Vel Murugan Enterprises Ltd,1,0.11669636089489518,4478
desserd by irina,Desserd by Irina,1,0.11660599913760022,4479
cool leaf limited,Cool Leaf Limited,1,0.11658961441035881,4480
crumble mania express,Crumble Mania Express,1,0.11655270632364836,4481
argentalia a piece of cake london,Argentalia/A Piece of Cake London,1,0.11654270373745496,4482
london home food limited,London Home Food Limited,1,0.11653127644234576,4483
ilorin market ltd,Ilorin Market Ltd,1,0.11650149192759929,4484
berry bros and rudd limited,Berry Bros & Rudd Limited,1,0.11648049001649716,4485
frydge ltd,Frydge Ltd,1,0.11644050773880323,4486
