FHRSID,BusinessName,BusinessType,PostCode,LocalAuthorityName,geocode.longitude,geocode.latitude,BusinessNameClean
1930906,Maya Bakes,Other catering premises,TW14,Hounslow,,,maya bakes
1930907,Crave District,Other catering premises,TW14,Hounslow,,,crave district
1930908,King Falafel,Other catering premises,TW4 ,Hounslow,,,king falafel
1930909,Angix Ltd,Other catering premises,TW5 ,Hounslow,,,angix ltd
1930910,Stuffed,Retailers - other,TW4 ,Hounslow,,,stuffed
1930912,The Golden Crumb Co,Other catering premises,TW4 ,Hounslow,,,the golden crumb co
1930913,Lykeish and Liming,Other catering premises,TW7 ,Hounslow,,,lykeish and liming
1930914,Watford Fruit and Veg,Retailers - other,TW7 ,Hounslow,,,watford fruit and veg
1930915,Walrus Core,Other catering premises,TW7 ,Hounslow,,,walrus core
1930916,Cloud Cups,Retailers - other,TW7 ,Hounslow,,,cloud cups
1930917,Bobs Banana Bread,Other catering premises,W4 3,Hounslow,,,bobs banana bread
1930918,Coach & Horses,Takeaway/sandwich shop,TW3 1PG,Hounslow,-0.3517889,51.4716028,coach and horses
1932324,room2 Chiswick,Hotel/bed & breakfast/guest house,W4 1SD,Hounslow,-0.2572084,51.4932596,room2 chiswick
1932325,Gopala’s Food and Catering,Mobile caterer,TW3 ,Hounslow,,,gopala s food and catering
1932326,Organic Maya ltd,Other catering premises,TW4 ,Hounslow,,,organic maya ltd
1932327,railgaddi chaat,Mobile caterer,TW14,Hounslow,,,railgaddi chaat
1932328,Iron PreSS – Laziz Cuisine,Other catering premises,TW13,Hounslow,,,iron press laziz cuisine
1944340,Sosa Supplements,Retailers - other,TW7 ,Hounslow,,,sosa supplements
1944342,Guyatts,Other catering premises,TW14,Hounslow,,,guyatts
1944343,Smart Choice Vending,Other catering premises,TW13,Hounslow,,,smart choice vending
1944345,Ubusuna,Other catering premises,W4 3,Hounslow,,,ubusuna
1944346,Domz Spicy Pepper Takeaway,Takeaway/sandwich shop,TW4 7HT,Hounslow,-0.3896365,51.4736649,domz spicy pepper takeaway
1944347,Open Till Latte,Mobile caterer,W4 5,Hounslow,,,open till latte
1944348,Pauwels Sauces,Retailers - other,TW13 4AU,Hounslow,-0.4120445,51.4468261,pauwels sauces
1944350,GreenWay,Importers/Exporters,TW3 ,Hounslow,,,greenway
1944351,Trangs (UK) Limited,Importers/Exporters,TW8 0EF,Hounslow,,,trangs uk limited
1944353,Naij Burritos,Mobile caterer,TW8 ,Hounslow,,,naij burritos
1944354,Aaog Indian Street Food,Restaurant/Cafe/Canteen,TW3 1EA,Hounslow,-0.3644534,51.4681167,aaog indian street food
1944355,Omer Halal Meat,Retailers - other,TW13 4AU,Hounslow,-0.4100799,51.4465423,omer halal meat
1944356,ANK International Ltd,Retailers - other,TW3 1BQ,Hounslow,-0.3611578,51.4692405,ank international ltd
1944357,Golden Drizzle Co.,Other catering premises,TW13,Hounslow,,,golden drizzle co
1944358,Mum’s Gimbap,Other catering premises,TW8 ,Hounslow,,,mum s gimbap
1944359,Duke of London,Restaurant/Cafe/Canteen,TW8 8GS,Hounslow,-0.3046795,51.4831878,duke of london
1944360,BatBout,Mobile caterer,TW14,Hounslow,,,batbout
1944361,Kabuk Bakery,Manufacturers/packers,TW3 1RB,Hounslow,-0.3558381,51.4700725,kabuk bakery
1944362,Shalini’s Tiffin Service,Other catering premises,TW5 ,Hounslow,,,shalini s tiffin service
1944363,Savit Kitchen,Restaurant/Cafe/Canteen,TW3 ,Hounslow,,,savit kitchen
1944364,DNF Vendors,Mobile caterer,TW4 ,Hounslow,,,dnf vendors
1944365,suckmylolly,Other catering premises,TW3 ,Hounslow,,,suckmylolly
1944366,Tayo,Other catering premises,TW7 ,Hounslow,,,tayo
1944367,HomeMade,Other catering premises,TW7 ,Hounslow,,,homemade
1944368,Sicily In Kitchen,Other catering premises,W4 5,Hounslow,,,sicily in kitchen
1947432,Family Flame kitchen,Other catering premises,TW13,Hounslow,,,family flame kitchen
1947433,Soulflava,Restaurant/Cafe/Canteen,W4 2SH,Hounslow,-0.2632268,51.4733608,soulflava
1947434,InnerGut by Ara,Other catering premises,TW7 ,Hounslow,,,innergut by ara
1947435,Benne’ Dosai,Mobile caterer,TW5 ,Hounslow,,,benne dosai
1947436,Tikka Talk,Other catering premises,TW3 ,Hounslow,,,tikka talk
1947437,Chloris Coffee Ltd,Mobile caterer,W4 3,Hounslow,,,chloris coffee ltd
1947516,Kidwise (HAF Programme),Retailers - other,TW4 7PW,Hounslow,-0.3980284,51.4722655,kidwise haf programme
1958583,Tudor Park Sports & Leisure,Retailers - other,TW13 7EF,Hounslow,-0.401095986366272,51.443920135498,tudor park sports and leisure
1958584,Grill Street,Other catering premises,TW5 ,Hounslow,,,grill street
1958585,Avo’s Masala,Manufacturers/packers,TW13,Hounslow,,,avo s masala
1958586,Moonberry Tiney Home Nursery,Caring Premises,TW8 ,Hounslow,,,moonberry tiney home nursery
1958587,The Last supper store,Other catering premises,TW5 9TY,Hounslow,-0.4114845,51.479558,the last supper store
1958588,Hoffmannbro Ltd,Retailers - other,TW7 ,Hounslow,,,hoffmannbro ltd
1958589,Grilandia,Other catering premises,W4 1QP,Hounslow,-0.2551174,51.4930918,grilandia
1958590,IBZ World Imports Ltd,Importers/Exporters,TW4 6JQ,Hounslow,-0.397744,51.4702743,ibz world imports ltd
1958591,OksanaKharun,Other catering premises,TW13,Hounslow,,,oksanakharun
1958592,Momo Hive,Mobile caterer,TW14,Hounslow,,,momo hive
1958593,Al-Mehmood foods (Also trading as Al-Mehmood Traders),Other catering premises,TW3 ,Hounslow,,,al mehmood foods also trading as al mehmood traders
1958595,Sports Plus Scheme (HAF),Retailers - other,TW5 0AH,Hounslow,,,sports plus scheme haf
1958596,Sweetclouds (also trading as Loop),Mobile caterer,TW3 ,Hounslow,,,sweetclouds also trading as loop
1958597,Day 1.,Retailers - other,TW8 9GU,Hounslow,-0.2913147,51.4921795,day 1
1958598,The land of cuisine,Other catering premises,TW8 ,Hounslow,,,the land of cuisine
1958599,Footy Fun 4 Kids,Retailers - other,TW7 5LN,Hounslow,-0.34118857,51.48156735,footy fun 4 kids
1958600,Space Marathon Group,Manufacturers/packers,TW8 ,Hounslow,,,space marathon group
1958601,ZoomGroc Limited,Other catering premises,TW3 ,Hounslow,,,zoomgroc limited
1958602,Nessa’s Kitchen,Other catering premises,W4 5,Hounslow,,,nessa s kitchen
1958603,Smith’s Salsas,Other catering premises,W4 2,Hounslow,,,smith s salsas
1958604,Desi Grill Co Ltd,Mobile caterer,TW5 ,Hounslow,,,desi grill co ltd
1958605,Feltham Schnitzel,Other catering premises,TW13,Hounslow,,,feltham schnitzel
1958606,Martintrux Group Ltd,Retailers - other,TW14 0HS,Hounslow,-0.4083624,51.457996,martintrux group ltd
1958607,Hounslow Arts Centre Ltd  (HAF Prog),Mobile caterer,TW3 1ES,Hounslow,-0.3630254,51.4681335,hounslow arts centre ltd haf prog
1958608,Flavour Island,Other catering premises,TW13,Hounslow,,,flavour island
1958609,Ceylon Nights Supper Club,Other catering premises,TW13,Hounslow,,,ceylon nights supper club
1958610,Juicy Burger Box (Also trading as Juicy Burger Box Hub),Other catering premises,TW3 ,Hounslow,,,juicy burger box also trading as juicy burger box hub
1958611,Dilly’s Bakes,Other catering premises,TW4 ,Hounslow,,,dilly s bakes
1958612,Endusull Care Limited,Caring Premises,TW4 7JR,Hounslow,-0.3913876,51.4727591,endusull care limited
1958613,Feasted,Retailers - other,TW7 ,Hounslow,,,feasted
1963455,The Packd Group Ltd,Retailers - other,TW1 1DQ,Hounslow,-0.3374115,51.4569858,the packd group ltd
1963456,Moonlight Chaat House Ltd,Restaurant/Cafe/Canteen,TW7 5AJ,Hounslow,-0.3333022,51.4757272,moonlight chaat house ltd
1963457,Mediphillics Ltd,Distributors/Transporters,TW8 9ES,Hounslow,-0.3182722,51.4867364,mediphillics ltd
1963458,TEK9 Systems Ltd,Retailers - other,TW4 6FD,Hounslow,-0.4063659,51.4713093,tek9 systems ltd
1963459,Magic Masala,Manufacturers/packers,TW14,Hounslow,,,magic masala
1963460,Good & Strained,Mobile caterer,TW7 ,Hounslow,,,good and strained
1963461,Mog Asum,Mobile caterer,TW3 ,Hounslow,,,mog asum
1963462,Jay’s Food,Takeaway/sandwich shop,TW3 3LH,Hounslow,-0.3703327,51.4667984,jay s food
1963463,Elemental Utopia,Mobile caterer,TW8 ,Hounslow,,,elemental utopia
1963464,Veggie Delights Ltd,Other catering premises,TW13,Hounslow,,,veggie delights ltd
1963465,Elite Catering,Other catering premises,TW4 ,Hounslow,,,elite catering
1963466,Ferns & Flavour Caterers,Other catering premises,TW5 ,Hounslow,,,ferns and flavour caterers
1963467,Ryka Labs,Retailers - other,TW5 ,Hounslow,,,ryka labs
1963468,Sport Impact,Retailers - other,TW5 0AG,Hounslow,-0.3822441,51.4809882,sport impact
1963469,Momzkitchen,Other catering premises,TW7 ,Hounslow,,,momzkitchen
1966280,GrosGo Traders Ltd,Retailers - other,TW13,Hounslow,,,grosgo traders ltd
1966281,Pharmers,Mobile caterer,UB2 ,Hounslow,,,pharmers
1966282,Yak Ride Ltd / Natural Himalayan Treats,Retailers - other,W4 3,Hounslow,,,yak ride ltd natural himalayan treats
1966283,SRWL Ltd (HAF),Retailers - other,TW3 4BX,Hounslow,,,srwl ltd haf
1966285,Sport Impact,Retailers - other,TW14 9NP,Hounslow,-0.421301007270813,51.4505424499512,sport impact
1966286,Sport Impact (HAF),Retailers - other,TW7 5XA,Hounslow,-0.327708005905151,51.4789657592773,sport impact haf
1966287,Mr Pineapple Ltd,Retailers - other,TW3 ,Hounslow,,,mr pineapple ltd
1966288,El Quincho ltd,Other catering premises,TW8 ,Hounslow,,,el quincho ltd
1966289,Sport Impact (HAF),Retailers - other,TW8 9QT,Hounslow,-0.2963992,51.4945798,sport impact haf
1966290,Sport Impact,Retailers - other,TW8 0BJ,Hounslow,-0.2965659,51.4878217,sport impact
1966292,Cottage Food Limited,Mobile caterer,TW3 ,Hounslow,,,cottage food limited
1968532,Amritsari Haveli,Restaurant/Cafe/Canteen,TW4 5AB,Hounslow,-0.3860369,51.4632928,amritsari haveli
1968533,Bees Foodservice Ltd,Distributors/Transporters,UB2 5XJ,Hounslow,-0.4079439,51.4963258,bees foodservice ltd
1968534,Koshi Mart,Retailers - supermarkets/hypermarkets,TW13 4EZ,Hounslow,-0.4119205,51.4429719,koshi mart
1968535,Miguelitos UK,Mobile caterer,TW3 ,Hounslow,,,miguelitos uk
1968536,Little Crumpets,Other catering premises,TW7 ,Hounslow,,,little crumpets
1970735,Fastline Foods Ltd,Distributors/Transporters,TW5 9QB,Hounslow,-0.3981672,51.48724,fastline foods ltd
1970736,Hydrate Beverage Group Ltd (Also trading as Next Gen Auctions),Retailers - other,TW5 9NR,Hounslow,-0.3974181,51.491986,hydrate beverage group ltd also trading as next gen auctions
1970737,Black Sheep Coffee,Restaurant/Cafe/Canteen,TW3 1HL,Hounslow,-0.3621524,51.4690933,black sheep coffee
1970738,Bracol Latin Bites,Other catering premises,TW13,Hounslow,,,bracol latin bites
1970739,Leyton Kitchen,Other catering premises,TW4 ,Hounslow,,,leyton kitchen
415972,Care UK,Caring Premises,N7 7DS,Islington,-0.1125259,51.5638281,care uk
415974,Leechoice,Retailers - other,N4 3AD,Islington,-0.1116974,51.5678075,leechoice
415983,Odeon Cinema,Other catering premises,N7 6LJ,Islington,-0.12103463,51.55870371,odeon cinema
415993,Camden Superstore,Retailers - other,,Islington,-0.1256328,51.5527976,camden superstore
416000,Hot Wok,Takeaway/sandwich shop,N1 1EE,Islington,-0.1171423,51.5397392,hot wok
416004,The Clerkenwell Kitchen,Restaurant/Cafe/Canteen,EC1R 0AT,Islington,-0.1065723,51.5241015,the clerkenwell kitchen
416008,KHF,Takeaway/sandwich shop,N4 2DL,Islington,-0.1041644,51.5643586,khf
416014,Boulangerie Bon Matin,Restaurant/Cafe/Canteen,N4 3AJ,Islington,-0.1106912,51.5684117,boulangerie bon matin
416019,stall (Richard J Brown),Mobile caterer,N5 1LP,Islington,-0.1032645,51.5592812,stall richard j brown
416020,The Highgate Care Home,Caring Premises,N6 5LX,Islington,-0.1404383,51.5692827,the highgate care home
416021,Rethink Mental Illness,Caring Premises,N6 5NS,Islington,,,rethink mental illness
416027,Morrisons,Retailers - supermarkets/hypermarkets,N7 6PL,Islington,-0.1166953,51.5571957,morrisons
416028,La Pasta Restaurant,Restaurant/Cafe/Canteen,N5 1RA,Islington,-0.1040549,51.5465156,la pasta restaurant
416031,Butler's Newsagents,Retailers - other,N19 5QU,Islington,-0.1353476,51.5635636,butler s newsagents
416036,Goodinge Nursery/ Hungerford Centre,Caring Premises,N7 9ET,Islington,,,goodinge nursery hungerford centre
416046,Hillmarton Tandoori,Takeaway/sandwich shop,N7 9JR,Islington,-0.1233153,51.5530304,hillmarton tandoori
416047,Oriental Gourmet,Restaurant/Cafe/Canteen,N7 8LT,Islington,-0.1072901,51.5484923,oriental gourmet
416053,McDonald's,Takeaway/sandwich shop,N1 9ER,Islington,-0.1084935,51.5333951,mcdonald s
416062,Model Railway Club,Pub/bar/nightclub,N1 9DA,Islington,-0.1168614,51.5315243,model railway club
416067,Tony'S Butchers,Retailers - other,N4 4AU,Islington,-0.1162018,51.5708924,tony s butchers
416068,Soup Kitchen,Other catering premises,N1 8AL,Islington,-0.1031049,51.5339915,soup kitchen
416069,Pizzadelique,Restaurant/Cafe/Canteen,N4 2EA,Islington,-0.0995107,51.5610819,pizzadelique
416075,Paradise Park Childrens' Centre,Caring Premises,N7 8SE,Islington,-0.1115166,51.549181,paradise park childrens centre
416082,Best One Mini-Market,Retailers - other,EC1V 8AJ,Islington,-0.0965561,51.5267991,best one mini market
416086,McDonald's,Restaurant/Cafe/Canteen,N1 9AA,Islington,-0.1222916,51.5309549,mcdonald s
416091,Mediterraneo,Restaurant/Cafe/Canteen,WC1X 9DS,Islington,-0.1160548,51.5301085,mediterraneo
416093,Rosebery Wines,Retailers - other,EC1R 4RP,Islington,-0.1101556,51.5256431,rosebery wines
416095,Pret A Manger,Takeaway/sandwich shop,EC1M 5QP,Islington,-0.1042782,51.5203325,pret a manger
416100,Domino's Pizza,Takeaway/sandwich shop,N1 9PP,Islington,-0.1093785,51.5329147,domino s pizza
416106,Stall t/a Iskele,Mobile caterer,,Islington,,,stall t a iskele
416108,Stall t/a Luardos,Mobile caterer,,Islington,,,stall t a luardos
416112,Mini Food And Wine,Retailers - other,WC1X 9QA,Islington,-0.113655,51.5267786,mini food and wine
416115,L'Angelo,Restaurant/Cafe/Canteen,N1 9HJ,Islington,-0.1075829,51.5320584,l angelo
416116,Caterlink @Hugh Myddelton Primary,School/college/university,EC1R 1YJ,Islington,,,caterlink hugh myddelton primary
416126,LABAS,Retailers - other,N4 3NG,Islington,-0.1086487,51.5630372,labas
416132,Pleasance Theatre,Retailers - other,N7 9EF,Islington,,,pleasance theatre
416138,Starbucks,Restaurant/Cafe/Canteen,N1 1RU,Islington,-0.1035077,51.5454546,starbucks
416149,Cats,Restaurant/Cafe/Canteen,N4 3EG,Islington,-0.1105515,51.5683016,cats
416157,Faros Bakery,Retailers - other,N4 3NG,Islington,-0.1079465,51.5632687,faros bakery
416170,Barbican Pizza,Takeaway/sandwich shop,EC1V 3RQ,Islington,-0.0962294,51.5270276,barbican pizza
416173,Payless Food & Wine,Retailers - other,N19 5LB,Islington,-0.1372265,51.5610126,payless food and wine
416174,Sri Ram Convenience Store,Retailers - other,N1 1LA,Islington,,,sri ram convenience store
416180,Iceland Foods,Retailers - supermarkets/hypermarkets,N1 9ER,Islington,,,iceland foods
416183,Polish Catholic Mission,Restaurant/Cafe/Canteen,N1 8JJ,Islington,-0.10079,51.53413,polish catholic mission
416184,Shriji News,Retailers - other,N1 2NQ,Islington,-0.0975665,51.5443961,shriji news
416190,MIND,Caring Premises,N19 3AG,Islington,-0.1208803,51.5722174,mind
416191,St. Mungo's Hostel,Caring Premises,N1 0EP,Islington,-0.1106947,51.5383855,st mungo s hostel
416195,HMP Pentonville,Other catering premises,N7 8TT,Islington,,,hmp pentonville
416196,Cheverton Lodge Nursing Home,Caring Premises,N19 3AY,Islington,-0.1310566,51.5707433,cheverton lodge nursing home
416214,The Breakout Cafe,Restaurant/Cafe/Canteen,N7 9BQ,Islington,-0.1179359,51.5449677,the breakout cafe
416216,The Phoenix Takeaway,Restaurant/Cafe/Canteen,EC1V 3QU,Islington,-0.0995965,51.5264887,the phoenix takeaway
416220,Moro,Restaurant/Cafe/Canteen,EC1R 4QE,Islington,-0.1089808,51.525813,moro
416223,Mildmay Community Nursery,Caring Premises,N1 4NA,Islington,,,mildmay community nursery
416224,Da Mario,Retailers - other,N5 2AA,Islington,-0.097953,51.5541503,da mario
416231,Coco Afric-Carib,Restaurant/Cafe/Canteen,N4 2DQ,Islington,-0.1051192,51.5646438,coco afric carib
416236,Holloway Food and WIne,Retailers - other,N7 6JA,Islington,-0.1203936,51.5588198,holloway food and wine
416239,Pret A Manger,Takeaway/sandwich shop,EC1Y 1HQ,Islington,,,pret a manger
416241,Highbury Vale Blackstock Trust,Restaurant/Cafe/Canteen,N5 1ED,Islington,-0.0990918,51.5597082,highbury vale blackstock trust
416247,Pret A Manger,Takeaway/sandwich shop,N1 9LH,Islington,-0.1064103,51.5328668,pret a manger
416249,Isledon Arts@ The Rosebowl,Other catering premises,N1 2PT,Islington,,,isledon arts the rosebowl
416252,XLNT Cafe,Restaurant/Cafe/Canteen,,Islington,,,xlnt cafe
416257,Mackenzie General Store,Retailers - other,N7 8RE,Islington,-0.1143257,51.548219,mackenzie general store
416258,Care Uk Ltd,Caring Premises,N1 0TH,Islington,-0.1142482,51.5350974,care uk ltd
416261,Tahir Halal Meat,Retailers - other,N19 5QT,Islington,-0.134431,51.5651587,tahir halal meat
416262,St Johns Tavern,Pub/bar/nightclub,N19 5QU,Islington,-0.1356314,51.5629746,st johns tavern
416264,Willow Children's Centre,Caring Premises,N7 0BF,Islington,,,willow children s centre
416265,N K Convenience Store,Retailers - other,N19 5EW,Islington,-0.1380822,51.5570155,n k convenience store
416266,Old China Hand,Pub/bar/nightclub,EC1R 4RQ,Islington,-0.1089565,51.5267479,old china hand
416268,Market Cafe and Street Lahmacun,Restaurant/Cafe/Canteen,EC1Y 8PU,Islington,,,market cafe and street lahmacun
416271,The Artisan,Pub/bar/nightclub,EC1V 4JL,Islington,-0.1041274,51.52292,the artisan
416278,Williamson Street Community Centre,Other catering premises,N7 0FF,Islington,-0.1207172,51.5565678,williamson street community centre
416291,H V Kingsley,Retailers - other,EC2A 4JJ,Islington,-0.0846256,51.5225221,h v kingsley
416292,Riccardo's Sandwich Bar,Restaurant/Cafe/Canteen,EC2A 4JJ,Islington,-0.0846078,51.5226027,riccardo s sandwich bar
416293,Saponara,Restaurant/Cafe/Canteen,N1 8PF,Islington,-0.0964541,51.5368423,saponara
416295,Tesco,Retailers - supermarkets/hypermarkets,EC1V 4JD,Islington,-0.1025685,51.5240099,tesco
416302,Nando's,Restaurant/Cafe/Canteen,N1 9AA,Islington,-0.1223049,51.5313328,nando s
416306,Tesco,Retailers - supermarkets/hypermarkets,N1 9DX,Islington,-0.1212283,51.531918,tesco
416309,Sadlers Wells Catering,Restaurant/Cafe/Canteen,EC1R 4TN,Islington,-0.1058534,51.5285683,sadlers wells catering
416314,Fish Central,Restaurant/Cafe/Canteen,EC1V 8AP,Islington,-0.0972734,51.5275751,fish central
416315,Kings Square Bakery,Retailers - other,EC1V 8AP,Islington,-0.097433,51.5275507,kings square bakery
416316,Tesco,Retailers - supermarkets/hypermarkets,N7 8JP,Islington,-0.1049662,51.5468001,tesco
416320,Crown Fish And Chip Bar,Takeaway/sandwich shop,N1 9EZ,Islington,,,crown fish and chip bar
416322,Giovannis,Restaurant/Cafe/Canteen,EC1Y 2AA,Islington,-0.0874259,51.5220912,giovannis
416326,Kalbi Korean BBQ,Restaurant/Cafe/Canteen,EC1R 5HP,Islington,-0.1108675,51.5241168,kalbi korean bbq
416334,Highbury Community Nursery,Caring Premises,N5 1TL,Islington,-0.1005132,51.5553698,highbury community nursery
416341,New Surma Tandoori,Takeaway/sandwich shop,N1 7AA,Islington,-0.0912177,51.5372337,new surma tandoori
416344,National Council For Voluntary Organ,Restaurant/Cafe/Canteen,,Islington,,,national council for voluntary organ
416346,Tesco,Retailers - supermarkets/hypermarkets,N16 9BS,Islington,-0.0877162,51.5526527,tesco
416347,Red Sea Food & Wine,Retailers - other,N1 1EE,Islington,-0.1171323,51.5396311,red sea food and wine
416351,Travelodge Hotel,Hotel/bed & breakfast/guest house,EC1Y 1AG,Islington,-0.0868927,51.5227749,travelodge hotel
416352,New East House,Takeaway/sandwich shop,EC1Y 8PU,Islington,-0.0930995,51.5236135,new east house
416353,The Whitecross Tap,Pub/bar/nightclub,EC1Y 8QJ,Islington,-0.0934663,51.52415,the whitecross tap
416357,The Angel Public House,Pub/bar/nightclub,EC1Y 1BD,Islington,-0.0873739,51.5247072,the angel public house
416359,Wesley's Chapel & Leysian Mission,Other catering premises,EC1Y 1AU,Islington,,,wesley s chapel and leysian mission
416369,The Honourable Artillery Company,Pub/bar/nightclub,EC1Y 2BQ,Islington,-0.0884106,51.5230155,the honourable artillery company
416372,Hopes And Dreams Montess Nursery,Caring Premises,EC1V 1LJ,Islington,-0.1020685,51.531178,hopes and dreams montess nursery
416375,Starbucks,Restaurant/Cafe/Canteen,EC1V 2NR,Islington,-0.0881128,51.5263379,starbucks
416376,The Childrens House School,Caring Premises,N1 3AQ,Islington,-0.0911721,51.5424576,the childrens house school
416379,Iceland Foods,Retailers - supermarkets/hypermarkets,N1 1EE,Islington,-0.1171194,51.5395949,iceland foods
416383,Sacred Heart RC Primary School,School/college/university,N7 8JN,Islington,-0.1136226,51.550222,sacred heart rc primary school
416385,Tarmon Public House,Pub/bar/nightclub,N1 1BA,Islington,-0.1163698,51.5388905,tarmon public house
416387,Khan Food Centre,Retailers - other,N1 1EF,Islington,-0.1172364,51.5402533,khan food centre
416393,Green Man Public House,Pub/bar/nightclub,N1 8LX,Islington,-0.0974102,51.5395016,green man public house
416397,Taste Of India,Restaurant/Cafe/Canteen,N1 8LY,Islington,-0.0967885,51.5398872,taste of india
416399,Ocean Wine,Retailers - other,N1 3AP,Islington,-0.0953177,51.5405737,ocean wine
416401,Caterlink @St John Evangelist Sch,School/college/university,N1 8BL,Islington,-0.1031049,51.5339915,caterlink st john evangelist sch
416405,Albas Food and wine,Retailers - other,N1 3AP,Islington,-0.0943285,51.5411241,albas food and wine
416410,The Hercules,Pub/bar/nightclub,N7 6JA,Islington,-0.120486,51.5590281,the hercules
416414,FWD Coffee,Restaurant/Cafe/Canteen,EC1Y 8JL,Islington,-0.0933424,51.5233207,fwd coffee
416416,St Mungo's Care Home,Caring Premises,N7 0JE,Islington,-0.1265798,51.5515178,st mungo s care home
416417,Holloway School,School/college/university,N7 0JG,Islington,-0.1293284,51.5530814,holloway school
416418,Gunners Fish Bar,Takeaway/sandwich shop,N5 2LL,Islington,-0.0983641,51.560209,gunners fish bar
416421,Cannons - The Factory,Pub/bar/nightclub,N5 2LL,Islington,-0.0983341,51.5588506,cannons the factory
416425,Pizza Express,Restaurant/Cafe/Canteen,,Islington,-0.0987857,51.5231123,pizza express
416438,Fabric,Pub/bar/nightclub,EC1M 6BN,Islington,-0.102783,51.519544,fabric
416439,Slice Of Life Sandwich Bar,Retailers - other,EC1M 6HR,Islington,-0.1013072,51.5200237,slice of life sandwich bar
416441,Charlie Hotel,Hotel/bed & breakfast/guest house,N7 0AR,Islington,-0.1299392,51.5554203,charlie hotel
416443,All Bar One,Pub/bar/nightclub,EC2A 1NS,Islington,-0.0877676,51.5201274,all bar one
416444,Finch's PH,Pub/bar/nightclub,EC2A 1AN,Islington,-0.087397,51.521749,finch s ph
416446,Royal Star Public House,Pub/bar/nightclub,EC1V 2PN,Islington,,,royal star public house
416450,Caffe Nero,Restaurant/Cafe/Canteen,EC1R 4QE,Islington,-0.1098941,51.5253422,caffe nero
416459,Blythwood Community Nursery,Caring Premises,N4 4BY,Islington,-0.1182357,51.5719592,blythwood community nursery
416461,Caterlink @Ambler Primary School,School/college/university,N4 2DR,Islington,,,caterlink ambler primary school
416463,The Margins Project,Other catering premises,N1 2UN,Islington,-0.1027434,51.5447588,the margins project
416464,The Gower School,School/college/university,N1 9JF,Islington,-0.113254,51.531943,the gower school
416466,The Horseshoe Public House,Pub/bar/nightclub,EC1R 0AG,Islington,-0.1067973,51.5238893,the horseshoe public house
416467,Barbican Express,Takeaway/sandwich shop,EC1Y 8JL,Islington,-0.0929036,51.5227829,barbican express
416470,Pret A Manger,Takeaway/sandwich shop,EC1M 7AN,Islington,-0.09856192,51.52311241,pret a manger
416472,The Snooty Fox,Pub/bar/nightclub,N5 2NN,Islington,-0.0913243,51.5491595,the snooty fox
416475,Eagle Public House,Pub/bar/nightclub,EC1R 3AL,Islington,-0.1097556,51.5241619,eagle public house
416477,Raab The Bakers,Retailers - other,N1 8LX,Islington,-0.0976601,51.5393888,raab the bakers
416484,Green Jade Chinese Restaurant & Take,Takeaway/sandwich shop,N7 8DL,Islington,-0.1106722,51.5511098,green jade chinese restaurant and take
416492,Iceland Foods,Retailers - supermarkets/hypermarkets,N7 6QA,Islington,-0.1186518,51.5576768,iceland foods
416497,Sari Cicek Supermarket,Retailers - other,N4 2DY,Islington,-0.0987904,51.5607105,sari cicek supermarket
416498,Cinnamon Village,Restaurant/Cafe/Canteen,N5 1HA,Islington,-0.098819,51.5603692,cinnamon village
416499,Express Super Save,Retailers - other,N1 4AD,Islington,-0.0840862,51.5466943,express super save
416502,Gesya Cafe,Restaurant/Cafe/Canteen,N1 4AD,Islington,-0.084822,51.5466883,gesya cafe
416504,Barnsbury Food & Wine,Retailers - other,N1 0JH,Islington,-0.1124844,51.5362561,barnsbury food and wine
416510,Malmaison Hotel,Hotel/bed & breakfast/guest house,EC1M 6AH,Islington,-0.1003971,51.5207643,malmaison hotel
416514,Santore Ristorante Italiano,Restaurant/Cafe/Canteen,EC1R 4QL,Islington,-0.1086286,51.526311,santore ristorante italiano
416516,Sweet Boulangerie & Patisserie,Restaurant/Cafe/Canteen,EC1R 4QE,Islington,-0.1080856,51.5261943,sweet boulangerie and patisserie
416517,Becky's,Retailers - other,N19 3BG,Islington,-0.1333666,51.5707171,becky s
416519,Sam Morris Centre,Caring Premises,N7 7JP,Islington,,,sam morris centre
416522,News box,Retailers - other,N7 6NJ,Islington,-0.1154039,51.5553572,news box
416524,Frank Godfrey Butchers,Retailers - other,N5 1QJ,Islington,-0.0984748,51.5537451,frank godfrey butchers
416527,Iznik Restaurant,Restaurant/Cafe/Canteen,N5 1QJ,Islington,-0.0983619,51.554031,iznik restaurant
416528,Myddleton's Deli,Retailers - other,WC1X 9AT,Islington,-0.1105051,51.529039,myddleton s deli
416531,Hoxley and Porter,Pub/bar/nightclub,N1 1RA,Islington,-0.1028114,51.5403535,hoxley and porter
416533,Pizza Hut,Takeaway/sandwich shop,N1 1RG,Islington,-0.1030497,51.5412117,pizza hut
416535,The Vineyard,Pub/bar/nightclub,N1 1RG,Islington,-0.1033602,51.5417203,the vineyard
416538,NISA Local,Retailers - other,EC1V 4PD,Islington,-0.1037829,51.5267003,nisa local
416540,New Park Nursery & Montessori School,School/college/university,N5 2EU,Islington,-0.0923056,51.552251,new park nursery and montessori school
416541,La Fromagerie,Retailers - other,N5 2AA,Islington,-0.0979856,51.5540609,la fromagerie
416550,Old Red Lion Public House,Pub/bar/nightclub,EC1V 4NJ,Islington,-0.1058478,51.5314819,old red lion public house
416552,24 Hour Food and Wine,Retailers - other,N1 9JY,Islington,-0.1202068,51.5311643,24 hour food and wine
