FHRSID,BusinessName,Chain,Address,PostCode,InitialDecision,AIReason,ManualDecision,ManualReason
1751427,EKAU,,"146A, High Holborn, WC1V 6PJ",WC1V 6PJ,NEEDS_CHECK,There is insufficient information to determine bakery provision for EKAU.,NO,There is insufficient evidence of bakery provisions
1798588,Al Rouche,,"204 Kilburn High Road, NW6 4JH",NW6 4JH,NEEDS_CHECK,There is insufficient information to determine bakery provision for Al Rouche.,NO,There is insufficient evidence of bakery provisions
1803442,Alquds Supermarket,,"230 Kilburn High Road, NW6 4JP",NW6 4JP,NEEDS_CHECK,"While ""Alquds Supermarket"" is identified, there is no specific mention of substantial bakery provision at this particular London location.",NO,Inactive
1942051,Alquds Supermarket,,"230 Kilburn High Road, NW6 4JP",NW6 4JP,NEEDS_CHECK,Insufficient information is available to determine bakery provision for this independent supermarket.,NO,Inactive
6555,Sainsbury's,Sainsbury's,"Sainsburys Supermarket, 120 Whitehorse Lane, South Norwood, SE25 6XB",SE25 6XB,NEEDS_CHECK,Insufficient information to determine bakery provision for this specific Sainsbury's Supermarket.,YES,There is evidence on the website of this store having a bakery department
18455,Sainsbury's,Sainsbury's,"64 Westow Street, Upper Norwood, London, SE19 3AF",SE19 3AF,NEEDS_CHECK,Insufficient information to determine bakery provision for this specific Sainsbury's.,YES,There is evidence on the website of this store having a bakery department
33085,Sainsbury's,Sainsbury's,"261 Lower Addiscombe Road, Croydon, CR9 6DB",CR9 6DB,NEEDS_CHECK,There is insufficient information to determine if this Sainsbury's Local has substantial bakery provision.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
990499,Bensham Local,,"102 Bensham Lane, Thornton Heath, CR7 7ES",CR7 7ES,NEEDS_CHECK,Insufficient information to identify the store or its bakery provision.,NO,There is insufficient evidence of bakery provisions
1668801,Hung Manh Vietnamese Supermarket,,"246 High Street, Croydon, CR0 1NF",CR0 1NF,NEEDS_CHECK,Insufficient evidence to determine substantial bakery provision for this Vietnamese supermarket.,NO,There is insufficient evidence of bakery provisions
1685264,Tran Supermarket,,"42 Church Street, Croydon, CR0 1RB",CR0 1RB,NEEDS_CHECK,Insufficient evidence to determine substantial bakery provision for this supermarket.,NO,There is insufficient evidence of bakery provisions
1748778,Welcome Shirley,,"118 - 122 Orchard Way, Croydon, CR0 7NN",CR0 7NN,NEEDS_CHECK,"The business ""Welcome Shirley"" could not be confidently identified as a supermarket with bakery provision.",NO,There is insufficient evidence of bakery provisions
1032863,Tesco,Tesco,"482 - 486 Church Road, Northolt, UB5 5AU",UB5 5AU,NEEDS_CHECK,Insufficient information to determine bakery provision for this specific Tesco.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1033053,Tesco,Tesco,"20 Ealing Broadway Centre, The Broadway, Ealing, W5 5JY",W5 5JY,NEEDS_CHECK,Insufficient information to determine bakery provision for this specific Tesco.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1033313,Sainsbury's,Sainsbury's,"437B Uxbridge Road, Ealing, W5 3NT",W5 3NT,NEEDS_CHECK,"The store is listed as a Sainsbury's, but no specific format or bakery details are available.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1711051,Mohan Food Market,,"Ground Floor Shop, 54 Bilton Road, Perivale, UB6 7DH",UB6 7DH,NEEDS_CHECK,"The search results for ""Mohan Food Market"" and ""Mohan Bakery"" show bakeries in India, not a supermarket in London.",NO,This is an off-license
316401,Sainsbury's,Sainsbury's,"1 Florey Square, LONDON, N21 1UJ",N21 1UJ,NEEDS_CHECK,"While identified as a Sainsbury's Superstore, there is no specific mention of bakery provision for this location.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
316483,Tesco,Tesco,"1 Glover Drive, LONDON, N18 3HF",N18 3HF,NEEDS_CHECK,"The search results identify this as a Tesco Extra, but there is no specific mention of bakery provision.",YES,There is evidence on the website of this store of a bakery existing
954848,One Stop Shop,,"213-215 Baker Street, ENFIELD, EN1 3LA",EN1 3LA,NEEDS_CHECK,"The ""One Stop Shop"" at 213-215 Baker Street could not be confidently identified as a specific chain or its bakery provision.",NO,There is insufficient evidence of bakery provisions
972249,Sainsbury's,Sainsbury's,"2-4 Heddon Court Parade, Cockfosters Road, BARNET, EN4 0DB",EN4 0DB,NEEDS_CHECK,"The Sainsbury's at 2-4 Heddon Court Parade, Cockfosters Road, Barnet, EN4 0DB could not be confidently identified with specific bakery provision details.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1019420,Aida Supermarket,,"25 Green Lanes, LONDON, N13 4TN",N13 4TN,NEEDS_CHECK,"Aida Supermarket at 25 Green Lanes is a supermarket, but there is no specific mention of substantial bakery provision.",NO,There is insufficient evidence of bakery provisions
1071981,Ayaz Food Centre,,"236 Hertford Road, ENFIELD, EN3 5BL",EN3 5BL,NEEDS_CHECK,Insufficient evidence to confirm substantial bakery provision.,NO,There is insufficient evidence of bakery provisions
1130449,Bodrum Supermarket,,"102 Tottenhall Road, LONDON, N13 6DG",N13 6DG,NEEDS_CHECK,Insufficient evidence to confirm substantial bakery provision.,NO,There is insufficient evidence of bakery provisions
1130454,Arnos Grove Food Centre,,"368 Bowes Road, LONDON, N11 1AH",N11 1AH,NEEDS_CHECK,Insufficient evidence to confirm substantial bakery provision.,NO,There is insufficient evidence of bakery provisions
1241740,Oz Sultan Supermarket & Off Licence,,"65 Bounces Road, LONDON, N9 8JE",N9 8JE,NEEDS_CHECK,Insufficient evidence to confirm substantial bakery provision.,NO,There is insufficient evidence of bakery provisions
1272636,Enfield Food Centre,,"602-606 Hertford Road, ENFIELD, EN3 5SX",EN3 5SX,NEEDS_CHECK,Insufficient evidence to confirm substantial bakery provision.,NO,There is insufficient evidence of bakery provisions
1450370,Family Food centre,,"285 Hertford Road, LONDON, N9 7ES",N9 7ES,NEEDS_CHECK,Insufficient evidence to confirm substantial bakery provision.,NO,There is insufficient evidence of bakery provisions
1634760,Kaya Food Centre,,"37 Green Lanes, LONDON, N13 4TN",N13 4TN,NEEDS_CHECK,"Kaya Food Centre is identified as a supermarket/hypermarket, but there is no specific information about bakery provision.",NO,There is insufficient evidence of bakery provisions
1656165,Casa Mea,,"177 Fore Street, LONDON, N18 2XB",N18 2XB,NEEDS_CHECK,"No information could be found for ""Casa Mea 177 Fore Street, LONDON, N18 2XB"" to determine bakery provision.",NO,There is insufficient evidence of bakery provisions
1892348,Xquisite Foodz,,"212 Baker Street, ENFIELD, EN1 3JY",EN1 3JY,NEEDS_CHECK,"No information could be found for ""Xquisite Foodz 212 Baker Street, ENFIELD, EN1 3JY"" to determine bakery provision.",NO,There is insufficient evidence of bakery provisions
1895884,Oakwood Local,,N14,N14 ,NEEDS_CHECK,"""Oakwood Local N14"" is too vague; no specific store could be confidently identified.",NO,There is insufficient evidence of bakery provisions
695333,Tesco,Tesco,"7 Green Place, Greenwich, SE10 0PE",SE10 0PE,NEEDS_CHECK,"The specific Tesco at 7 Green Place, Greenwich, SE10 0PE could not be confidently identified as anything other than a general Tesco.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
695528,Tesco,Tesco,"308 Creek Road, Deptford, SE10 9SW",SE10 9SW,NEEDS_CHECK,"The specific Tesco at 308 Creek Road, Deptford, SE10 9SW could not be confidently identified as anything other than a general Tesco.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
747149,Ades Limited,,"132 Nathan Way, Thamesmead, SE28 0AU",SE28 0AU,NEEDS_CHECK,"Ades Limited is described as a supermarket/hypermarket, but there is no specific mention of bakery provision.",NO,"This is largely an african and carribean food store, unlikely for bakery section"
805467,B&M Stores,,"Unit 5 Stone Lake Retail Park 601 Woolwich Road, Greenwich, SE7 8LU",SE7 8LU,NEEDS_CHECK,No evidence of bakery provision for this specific B&M store.,NO,B&M Stores rarely have instore bakeries
940025,Marks & Spencer,M&S,"57 Greenwich Church Street, Greenwich, SE10 9BL",SE10 9BL,NEEDS_CHECK,No specific bakery information found for this M&S Simply Food.,YES,There is evidence on the website of this store having a bakery department
1785624,SIMPLY NATURAL SUPERMARKET,,"366 Rochester Way, Eltham, SE9 6LH",SE9 6LH,NEEDS_CHECK,"Simply Natural Supermarket at this address is listed as dissolved, and there is insufficient current information about bakery provision.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1805540,Uncle Wang,,"26 - 28 Victoria Parade, Greenwich, SE10 9FR",SE10 9FR,NEEDS_CHECK,"Uncle Wang at this address appears to be an online shop or a general store, with no clear evidence of substantial bakery provision at this specific London location.",NO,There is insufficient evidence of bakery provisions
1805543,allfresh food market,,"3 Woolwich New Road, Woolwich, SE18 6EX",SE18 6EX,NEEDS_CHECK,"There is no specific information available for ""allfresh food market"" at this address to determine bakery provision.",NO,There is insufficient evidence of bakery provisions
1832090,EXPO SUPERMARKET BKGT(AK)LTD,,"33 Herbert Road, Woolwich, SE18 3SZ",SE18 3SZ,NEEDS_CHECK,"There is no specific information available for ""EXPO SUPERMARKET BKGT(AK)LTD"" at this address to determine bakery provision.",NO,There is insufficient evidence of bakery provisions
1938121,BAGDO,,"4 Tudor Parade Well Hall Road, Eltham, SE9 6SX",SE9 6SX,NEEDS_CHECK,There is insufficient information to determine bakery provision for BAGDO.,NO,There is insufficient evidence of bakery provisions
1962419,Waitrose,Waitrose,"Flat 1 Ballard House Thames Street, Greenwich, SE10 9DD",SE10 9DD,NEEDS_CHECK,The specific Waitrose branch at this address could not be confidently identified or verified for bakery provision.,YES,There is sufficient evidence of a bakery stand inside of the store
470436,Dukkon Supermarket,,"159 CLAPTON COMMON, Hackney, E5 9AE",E5 9AE,NEEDS_CHECK,"Dukkon Supermarket is not a well-known chain, and there is insufficient information to determine its bakery provision.",NO,There is insufficient evidence of bakery provisions
1914610,Hamza & Omar supermarket,,"108 Stoke Newington High Street London, Hackney, N16 7NY",N16 7NY,NEEDS_CHECK,Insufficient information to determine substantial bakery provision for Hamza & Omar supermarket.,NO,There is insufficient evidence of bakery provisions
1927864,Square food centre,,"195-197 Rushmore Road London, Hackney, E5 0HD",E5 0HD,NEEDS_CHECK,Insufficient information to determine substantial bakery provision for Square food centre.,NO,There is insufficient evidence of bakery provisions
1935115,Zelal Supermarket,,"10-12 Clunbury Street London, Hackney, N1 6TT",N1 6TT,NEEDS_CHECK,Insufficient information to determine substantial bakery provision for Zelal Supermarket.,NO,There is insufficient evidence of bakery provisions
1961299,Daily Fresh,,"Unit E1 Curie House Wallis Road London, Hackney, E9 5LN",E9 5LN,NEEDS_CHECK,"Daily Fresh is a wholesale bakery, not a customer-facing supermarket.",NO,There is insufficient evidence of bakery provisions
1961308,OLIVRA SUPERMARKET,,"350-352 Queensbridge Road London, Hackney, E8 3AR",E8 3AR,NEEDS_CHECK,Insufficient information to determine bakery provision.,NO,There is insufficient evidence of bakery provisions
346314,Waitrose,Waitrose,"Store E, Westfield London Shopping Centre, Ariel Way, W12 7GA",W12 7GA,NEEDS_CHECK,"The store is a large Waitrose, but specific bakery provision is not detailed.",YES,There is evidence online of a bakery department
1434018,Kkini,,"Unit 8, Mitre Bridge Industrial Park, Mitre Way, W10 6AU",W10 6AU,NEEDS_CHECK,Kkini's business type and bakery provision could not be confidently identified.,NO,There is insufficient evidence of bakery provisions
1707180,Tian Tian Market,,"Unit 1 Ground Floor, Parkside Apartments, Cascade Way, W12 7RD",W12 7RD,NEEDS_CHECK,Tian Tian Market's bakery provision could not be confidently identified.,NO,There is insufficient evidence of bakery provisions
1768961,River Greens,,"295 King Street, London, W6 9NH",W6 9NH,NEEDS_CHECK,There is insufficient information to determine if River Greens has substantial bakery provision.,NO,There is insufficient evidence of bakery provisions
422633,Sainsbury’s,Sainsbury's,"12 Fortis Green Road, Hornsey, London, N10 3HN",N10 3HN,NEEDS_CHECK,Insufficient information to determine substantial bakery provision.,NO,Medium sainsburys store however website shows a lack of bakery mentioned
422949,Sainsbury's,Sainsbury's,"48-54 High Road, Wood Green, London, N22 6BX",N22 6BX,NEEDS_CHECK,Insufficient information to determine substantial bakery provision.,NO,Medium sainsburys store however website shows a lack of bakery mentioned
423331,Tesco Stores,Tesco,Tesco Stores,N22 6BH,NEEDS_CHECK,Insufficient information to determine substantial bakery provision.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1081598,Ziaronca Delikatesy,,"542-544 Lordship Lane, Wood Green, London, N22 5BY",N22 5BY,NEEDS_CHECK,Insufficient information is available to determine bakery provision for Ziaronca Delikatesy.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1672683,Sainsbury's,Sainsbury's,"21-23 The Broadway, Hornsey, London, N8 8DU",N8 8DU,NEEDS_CHECK,"The address provided is for a Sainsbury's Local, which typically does not have substantial bakery provision, but the search results also show a Sainsbury's Superstore nearby.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1679244,Elif Food Centre,,"155 Mount Pleasant Road, Tottenham, N17 6JH",N17 6JH,NEEDS_CHECK,"While listed as a ""supermarkets/hypermarkets"" business type, there is no specific mention of bakery provision for this exact location.",NO,There is insufficient evidence of bakery provisions
1751185,Antalya Supermarket,,"717-719 Seven Sisters Road, Tottenham, N15 5JT",N15 5JT,NEEDS_CHECK,"While listed as a supermarket, there is no specific information about bakery provision for Antalya Supermarket.",NO,There is insufficient evidence of bakery provisions
1768934,Lock 17 Wholefoods,,"Unit 1 Navigation Point 2, Hale Wharf, Ferry Lane, N17 9LW",N17 9LW,NEEDS_CHECK,"Lock 17 Wholefoods is identified as a supermarket, but there is no information available regarding its bakery provision.",NO,There is insufficient evidence of bakery provisions
1797988,Ally pally food store Ltd,,"3 St Michaels Terrace, Wood Green, N22 7SJ",N22 7SJ,NEEDS_CHECK,"Ally Pally Food Store Ltd is listed as a supermarket, but there is no information about its bakery provision.",NO,There is insufficient evidence of bakery provisions
1805818,International Food Centre,,"4 Vicarage Parade, West Green Road, Tottenham, N15 3BL",N15 3BL,NEEDS_CHECK,"International Food Centre is listed as a supermarket/hypermarket, but there is no information about its bakery provision.",NO,There is insufficient evidence of bakery provisions
1834922,Jiahe Market,,"Unit 1b, York House, Whymark Avenue, N22 6DJ",N22 6DJ,NEEDS_CHECK,"Jiahe Market is listed as a supermarket, but there is no information available regarding its bakery provision.",NO,There is insufficient evidence of bakery provisions
1839439,Merca Express Latino,,"245 High Road, Tottenham, London, N15 5BT",N15 5BT,NEEDS_CHECK,"The business appears to be a small local shop, but specific bakery provision is not detailed.",NO,There is insufficient evidence of bakery provisions
1922896,Rojin Supermarket,,"192-194 West Green Road, Tottenham, London, N15 5AG",N15 5AG,NEEDS_CHECK,"Rojin Supermarket is identified as a retailer, but specific bakery provision is not detailed.",NO,There is insufficient evidence of bakery provisions
1946155,Olive Tree,,"131-137 Turnpike Lane, Wood Green, London, N8 0DU",N8 0DU,NEEDS_CHECK,"Olive Tree is listed as a supermarket/hypermarket, but specific bakery provision is not detailed.",NO,There is insufficient evidence of bakery provisions
1946158,Park Road Stores LTD,,"306 Park Road, Hornsey, London, N8 8LA",N8 8LA,NEEDS_CHECK,"Park Road Stores LTD is a private limited company, and there is no information about it being a customer-facing supermarket with bakery provision.",NO,There is insufficient evidence of bakery provisions
748008,Northwest Market,,"293-295 Station Road, Harrow, HA1 2TA",HA1 2TA,NEEDS_CHECK,There is insufficient information to determine if Northwest Market has substantial bakery provision.,NO,There is insufficient evidence of bakery provisions
816504,Royal Food & Wine,,"17 Belmont Circle, Belmont, HA3 8RF",HA3 8RF,NEEDS_CHECK,There is insufficient information to determine if Royal Food & Wine has substantial bakery provision.,NO,There is insufficient evidence of bakery provisions
1095787,Stejarul,,"3 Kenton Park Parade, Kenton Road, HA3 8DQ",HA3 8DQ,NEEDS_CHECK,There is insufficient information to determine if Stejarul has substantial bakery provision.,NO,There is insufficient evidence of bakery provisions
1104121,Emma Market,,"26 Broadwalk, Pinner Road, HA2 6ED",HA2 6ED,NEEDS_CHECK,There is insufficient information to determine if Emma Market has substantial bakery provision.,NO,There is insufficient evidence of bakery provisions
1158244,Freshland,,"21 High Street, Wealdstone, HA3 5BY",HA3 5BY,NEEDS_CHECK,"Freshland is identified as a supermarket/hypermarket, but there is no specific information about bakery provision.",NO,There is insufficient evidence of bakery provisions
1672058,Lucky's Food and Wine LTD,,HA3,HA3 ,NEEDS_CHECK,"The exact address for Lucky's Food and Wine LTD is listed as a ""Private address: Registered with Harrow local authority. HA3"", making it difficult to verify specific bakery provision.",NO,There is insufficient evidence of bakery provisions
1772472,Bharatiya Cash and Carry,,"178 Alexandra Avenue, Harrow, HA2 9BN",HA2 9BN,NEEDS_CHECK,Insufficient information to determine bakery provision.,NO,There is insufficient evidence of bakery provisions
1863308,Stejarul,,"128 Kenton Road, Harrow, HA3 8AL",HA3 8AL,NEEDS_CHECK,"Business is listed as a supermarket/hypermarket, but no specific bakery details are available.",NO,There is insufficient evidence of bakery provisions
1932904,Accomplished Group,,"Greenford House 38 Greenford Road, Harrow, HA1 3QH",HA1 3QH,NEEDS_CHECK,"Business is listed as a supermarket/hypermarket, but no specific bakery details are available.",NO,There is insufficient evidence of bakery provisions
626953,Sainsbury's,Sainsbury's,"137-141 North Street, Romford, RM1 4QA",RM1 4QA,NEEDS_CHECK,"The specific Sainsbury's at this address is identified as a supermarket, but there is no explicit mention of bakery provision.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1415564,Midpoint Food Store,,"St Nicholas Avenue, Hornchurch, RM12 4RH",RM12 4RH,NEEDS_CHECK,"There is insufficient information to confidently identify ""Midpoint Food Store"" or its bakery provision.",NO,There is insufficient evidence of bakery provisions
1622662,Sainsbury's,Sainsbury's,"14 Halewood Way, Rainham, RM13 8QZ",RM13 8QZ,NEEDS_CHECK,Insufficient information to determine bakery provision for this specific Sainsbury's location.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1747237,Tesco Stores Plc,Tesco,"Consul Avenue, Rainham, RM13 8GJ",RM13 8GJ,NEEDS_CHECK,Insufficient information to determine bakery provision for this specific Tesco location.,NO,This seems to be a distribution centre
1842122,Costcutter,,"181 High Street, Hornchurch, RM11 3XS",RM11 3XS,NEEDS_CHECK,Insufficient information to determine bakery provision for this specific Costcutter location.,NO,This is a convenience store
1894126,Rainham Food Centre,,"131 Mungo Park Road, Rainham, RM13 7PP",RM13 7PP,NEEDS_CHECK,"Rainham Food Centre is listed as a supermarket/hypermarket, but there is no specific mention of bakery provision.",NO,This is a convenience store
1943948,African Green Grocery,,"82 South Street, Romford, RM1 1RX",RM1 1RX,NEEDS_CHECK,"African Green Grocery is a limited company registered at this address, but there is no evidence of substantial bakery provision.",NO,There is insufficient evidence of bakery provisions
519542,Tesco,Tesco,"Vantage Building, Station Approach, UB3 4BH",UB3 4BH,NEEDS_CHECK,"The store type for this specific address could not be definitively identified, though nearby Tesco Express stores are listed.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
682348,Sainsbury's Supermarkets Ltd,Sainsbury's,"Unit 1 Hampstead House, 2 Spring Promenade, UB7 9GL",UB7 9GL,NEEDS_CHECK,"The exact branch of Sainsbury's at Unit 1 Hampstead House, 2 Spring Promenade, UB7 9GL could not be confidently identified as a larger supermarket or a smaller Local format with substantial bakery provision.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
962745,B&M Retail Stores,,"428b Victoria Road, HA4 0EH",HA4 0EH,NEEDS_CHECK,"B&M Retail Stores at 428b Victoria Road, HA4 0EH, is a general merchandise retailer, and there is no evidence of substantial bakery provision.",NO,B&M Stores rarely have instore bakeries
988167,Tesco,Tesco,"82-86 Pield Heath Road, UB8 3NJ",UB8 3NJ,NEEDS_CHECK,Tesco store details for this specific address were not found.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1229448,Sainsbury's,Sainsbury's,"Waterside, Speedbird Way, UB7 0GA",UB7 0GA,NEEDS_CHECK,Sainsbury's store details for this specific address were not found.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
489984,Heston Supermarket,,"162-164 Brabazon Road, Hounslow, TW5 9LP",TW5 9LP,NEEDS_CHECK,There is insufficient information to identify the specific store or its bakery provision.,NO,There is insufficient evidence of bakery provisions
707319,Costco Wholesale,,"Costco, Hayes Road, Southall, UB2 5XX",UB2 5XX,NEEDS_CHECK,"While Costco warehouses typically have bakeries, specific information for this location's bakery provision was not found.",YES,"This is a costco warehouse and as a result very likely to have a bakery, images agree with this point"
892957,Waitrose,Waitrose,"Grant Way, Isleworth, TW7 5QD",TW7 5QD,NEEDS_CHECK,Specific bakery provision for this Waitrose branch could not be confidently identified.,NO,This branch could not be identified in this location
1616449,Kujawiak,,"112 High Street, Hounslow",,NEEDS_CHECK,"The postcode for Kujawiak is unknown, and there is insufficient information to identify the exact branch or its bakery provision.",YES,There is a substantial bakery section that is claimed to be fresh daily
416295,Tesco,Tesco,"Tesco, 1 Brewhouse Yard, London, EC1V 4JD",EC1V 4JD,NEEDS_CHECK,"The specific Tesco at 1 Brewhouse Yard, EC1V 4JD could not be confidently identified as a large format store with substantial bakery provision.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
416316,Tesco,Tesco,"Tesco, 43 Holloway Road, London, N7 8JP",N7 8JP,NEEDS_CHECK,"The specific Tesco at 43 Holloway Road, N7 8JP could not be confidently identified as a large format store with substantial bakery provision.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
416882,Tesco,Tesco,"Tesco, 109-115 Stroud Green Road, London, N4 3PX",N4 3PX,NEEDS_CHECK,"The specific Tesco at 109-115 Stroud Green Road, N4 3PX could not be confidently identified as a large format store with substantial bakery provision.",NO,"Though there is a superstore tesco, their website does not state that there is a bakery which they typically would"
417026,Sainsbury's,Sainsbury's,"Sainsbury's, Ground Floor 641 - 643, 641-645 Holloway Road, N19 5SS",N19 5SS,NEEDS_CHECK,"The Sainsbury's at 641-645 Holloway Road is listed as a ""Local"" format, but there is no specific mention of bakery provision.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
559404,Tesco,Tesco,"Tesco, Commercial Unit, 291-295 Hornsey Road",,NEEDS_CHECK,Postcode is unknown and specific store details are limited.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
570641,Sainsbury's,Sainsbury's,"Sainsbury's, The Parade, 15 Stroud Green Road, N4 3ED",N4 3ED,NEEDS_CHECK,"The Sainsbury's store locator does not specify bakery provision for this ""Local"" format store.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
735147,Sainsbury's,Sainsbury's,"Sainsbury's, 266-268 Pentonville Road, London, N1 9JY",N1 9JY,NEEDS_CHECK,"The Sainsbury's store locator does not specify bakery provision for this ""Local"" format store.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
851565,Tesco,Tesco,"Tesco, Basement and Ground, 627-635 Holloway Road, N19 5SU",N19 5SU,NEEDS_CHECK,"The Tesco store locator does not specify bakery provision for this ""Express"" format store.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1047237,Tesco,Tesco,"Tesco, 272-280 New North Road, London, N1 8SY",N1 8SY,NEEDS_CHECK,Insufficient information to determine bakery provision for this specific Tesco location.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1171222,Marks & Spencer,M&S,"Marks & Spencer, Hill House, 17 Highgate Hill",,NEEDS_CHECK,"The postcode for this Marks & Spencer is unknown, making it difficult to verify the specific store and its bakery provision.",YES,This is a M&S Food Hall and online it features a Bakery
1763588,Asda,Asda,"Asda, The Arsenal Shop, 6-9 Station Place, N4 2DH",N4 2DH,NEEDS_CHECK,"The address ""The Arsenal Shop"" suggests this might be a concession or a very small format store, and there is no evidence of substantial bakery provision.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1971496,Lav Whole Foods,,"Lav Whole Foods, Ground Floor, 691 Holloway Road, N19 5SE",N19 5SE,NEEDS_CHECK,There is insufficient information to confirm bakery provision for Lav Whole Foods.,NO,This is a convenience store
334836,Sainsbury's,Sainsbury's,"2 Canal Way, LONDON, W10 5AZ",W10 5AZ,NEEDS_CHECK,Insufficient evidence to confirm substantial bakery provision for this specific Sainsbury's.,YES,There is substantial evidence online and through images that there is a bakery section instore
334983,Tesco,Tesco,"459 Fulham Road, LONDON, SW10 9UZ",SW10 9UZ,NEEDS_CHECK,Insufficient evidence to confirm substantial bakery provision for this specific Tesco.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1385286,Tesco,Tesco,"Ground Floor, Apex Tower, 7 High Street, KT3 4DQ",KT3 4DQ,NEEDS_CHECK,"The postcode KT3 4DQ is for New Malden, not London, and further details for this specific Tesco are not readily available.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1385312,Tesco,Tesco,"Quebec House, 1 Cromwell Road, Kingston Upon Thames, KT2 6BJ",KT2 6BJ,NEEDS_CHECK,The specific Tesco store at this address could not be confidently identified as a large format with substantial bakery provision.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1385812,Cambridge International,,"138-140 Cambridge Road, Kingston Upon Thames, KT1 3LE",KT1 3LE,NEEDS_CHECK,"""Cambridge International"" at this address appears to be an educational institution, not a grocery store.",NO,There is insufficient evidence of bakery provisions
1385878,Longdan Express,,"17 Wood Street, Kingston Upon Thames, KT1 1TY",KT1 1TY,NEEDS_CHECK,"Longdan Express is an Asian supermarket, but there is insufficient evidence to confirm substantial customer-facing bakery provision at this specific branch.",NO,There is insufficient evidence of bakery provisions
1386000,BM Superstore,,"2 Regent House, Hawks Road, Kingston Upon Thames, KT1 3DG",KT1 3DG,NEEDS_CHECK,No specific information about bakery provision for BM Superstore was found.,NO,There is insufficient evidence of bakery provisions
1386190,Seoul Plaza,,"36 High Street, New Malden, KT3 4HE",KT3 4HE,NEEDS_CHECK,No specific information about bakery provision for Seoul Plaza was found.,NO,There is insufficient evidence of bakery provisions
1386250,Asda Stores Limited,Asda,"142 London Road, Kingston Upon Thames, KT2 6QL",KT2 6QL,NEEDS_CHECK,"Asda Kingston on Thames is a supermarket, but no specific mention of substantial bakery provision was found.",YES,There is sufficient evidence including images of a bakery section and department in store as well as online
1386310,Suroor Market,,"101 - 115 Robin Hood Way, Kingston Vale, SW15 3QE",SW15 3QE,NEEDS_CHECK,Insufficient information to determine bakery provision.,NO,There is insufficient evidence of bakery provisions
1386391,H Mart Europe,,"Unit 1, Leigh Close, New Malden, KT3 3NW",KT3 3NW,NEEDS_CHECK,Insufficient information to determine bakery provision.,NO,There is insufficient evidence of bakery provisions
1488272,Sainsburys,Sainsbury's,"118 Raeburn Avenue, Surbiton, KT5 9EA",KT5 9EA,NEEDS_CHECK,Insufficient information to determine bakery provision.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1640868,ADA Food Centre,,"36 Cambridge Road, Kingston Upon Thames, KT1 3JY",KT1 3JY,NEEDS_CHECK,"ADA Food Centre is a Turkish supermarket, but there is no specific mention of substantial bakery provision.",NO,There are minimal baked sweets however there is no evidence on instore bakery
1650389,Everyday Local,,"51 Cambridge Road, Kingston Upon Thames, KT1 3NS",KT1 3NS,NEEDS_CHECK,Insufficient information to identify the store or its bakery provision.,NO,There is insufficient evidence of bakery provisions
1875273,Loon Fung,,"124 - 130 High Street, New Malden, KT3 4EP",KT3 4EP,NEEDS_CHECK,"Loon Fung is an oriental supermarket, but specific bakery provision is not detailed.",NO,There is insufficient evidence of bakery provisions
482978,Sainsbury's,Sainsbury's,"23 Balham Hill, London, SW12 9DY",SW12 9DY,NEEDS_CHECK,No specific bakery information is available for Sainsbury's at 23 Balham Hill.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
