AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,ChangesByServerID,Distance,FHRSID,LocalAuthorityBusinessID,LocalAuthorityCode,LocalAuthorityEmailAddress,LocalAuthorityName,LocalAuthorityWebSite,NewRatingPending,Phone,PostCode,RatingDate,RatingKey,RatingValue,RightToReply,SchemeType,geocode.longitude,geocode.latitude,scores.Hygiene,scores.Structural,scores.ConfidenceInManagement,Chain,BusinessNameText,Address,ScreenStatus,ScreenReason
Unit 18 The Circle,St. Pancras International Station,,,WH Smith,Retailers - supermarkets/hypermarkets,7840,0,,1918475,207021,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 2QL,2026-01-22T00:00:00,fhrs_5_en-gb,5,,FHRS,,,0.0,0.0,0.0,,wh smith,"Unit 18 The Circle, St. Pancras International Station, NW1 2QL",NEEDS_CHECK,Independent or other supermarket
,230 Kilburn High Road,,London,Alquds Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,1942051,207353,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW6 4JP,1901-01-01T00:00:00,fhrs_awaitinginspection_en-gb,AwaitingInspection,,FHRS,-0.1979721,51.5422314,,,,,alquds supermarket,"230 Kilburn High Road, NW6 4JP",NEEDS_CHECK,Independent or other supermarket
,6-12 Parkway,,London,SAINSBURYS SUPERMARKETS LTD,Retailers - supermarkets/hypermarkets,7840,0,,1960260,207452,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 7AA,1901-01-01T00:00:00,fhrs_awaitinginspection_en-gb,AwaitingInspection,,FHRS,-0.1434126,51.5388751,,,,Sainsbury's,sainsburys supermarkets ltd,"6-12 Parkway, NW1 7AA",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
6 Eastcheap,London,,,Tesco Metro,Retailers - supermarkets/hypermarkets,7840,0,,294345,PI/000013425,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC3M 1AE,2023-05-22T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.085223,51.510588,5.0,0.0,0.0,Tesco,tesco metro,"6 Eastcheap, London, EC3M 1AE",NEEDS_CHECK,Tesco store format unclear from FHRS record
80B Cheapside,London,,,Tesco Metro,Retailers - supermarkets/hypermarkets,7840,0,,294431,PI/000014066,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC2V 6EE,2025-02-21T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.091717,51.513473,0.0,5.0,0.0,Tesco,tesco metro,"80B Cheapside, London, EC2V 6EE",NEEDS_CHECK,Tesco store format unclear from FHRS record
323-324 High Holborn,London,,,Marks & Spencer Simply Foods,Retailers - supermarkets/hypermarkets,7840,0,,294553,PI/000015589,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,WC1V 7PU,2023-08-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.112668,51.518083,0.0,5.0,0.0,M&S,marks & spencer simply foods,"323-324 High Holborn, London, WC1V 7PU",NEEDS_CHECK,Larger M&S store: bakery provision to confirm
14 St Martin's-Le-Grand,London,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,294724,PI/000017199,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC2V 6BJ,2023-05-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.095879,51.514593,0.0,0.0,0.0,Tesco,tesco,"14 St Martin's-Le-Grand, London, EC2V 6BJ",NEEDS_CHECK,Tesco store format unclear from FHRS record
90 Mansell Street,London,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,294762,PI/000017515,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,E1 8AL,2019-07-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.072726,51.511661,5.0,5.0,0.0,Tesco,tesco,"90 Mansell Street, London, E1 8AL",NEEDS_CHECK,Tesco store format unclear from FHRS record
Retail Unit 24 Upper Concourse,Liverpool Street Station,Liverpool Street,London,Marks & Spencer Simply Foods,Retailers - supermarkets/hypermarkets,7840,0,,295189,PI/000101031,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC2M 7PY,2025-02-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.081393,51.519069,0.0,0.0,0.0,M&S,marks & spencer simply foods,"Retail Unit 24 Upper Concourse, Liverpool Street Station, Liverpool Street, EC2M 7PY",NEEDS_CHECK,Larger M&S store: bakery provision to confirm
142 Houndsditch,London,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,295298,PI/000114112,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC3A 7DH,2025-10-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.078857,51.514775,0.0,5.0,0.0,Tesco,tesco,"142 Houndsditch, London, EC3A 7DH",NEEDS_CHECK,Tesco store format unclear from FHRS record
46 King William Street,London,,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,578600,PI/000023721,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC4R 9AN,2025-10-15T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.086701,51.510037,0.0,0.0,0.0,Waitrose,waitrose,"46 King William Street, London, EC4R 9AN",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm
89 Cannon Street,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,629359,PI/000025006,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC4N 6HA,2023-04-27T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0891219973564148,51.5111198425293,0.0,0.0,0.0,Sainsbury's,sainsbury's,"89 Cannon Street, London, EC4N 6HA",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
The Walbrook Building,25 Walbrook,London,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,706954,PI/000026584,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC4N 8AF,2023-06-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.090164,51.512,0.0,0.0,0.0,Waitrose,waitrose,"The Walbrook Building, 25 Walbrook, London, EC4N 8AF",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm
31 New Bridge Street,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,775591,PI/000113141,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC4V 6BJ,2023-08-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.10399,51.512574,5.0,5.0,0.0,Sainsbury's,sainsbury's,"31 New Bridge Street, London, EC4V 6BJ",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
318 High Holborn,London,,,Amazon Fresh,Retailers - supermarkets/hypermarkets,7840,0,,1431180,PI/000037824,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,WC1V 7BN,2023-12-28T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.11346,51.518114,0.0,0.0,0.0,,amazon fresh,"318 High Holborn, London, WC1V 7BN",NEEDS_CHECK,Independent or other supermarket
26 Wormwood Street,London,,,Little Market Convenience Store,Retailers - supermarkets/hypermarkets,7840,0,,1688524,23/00782/COMM,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC2M 1RP,2024-01-09T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0825332,51.5163998,0.0,0.0,0.0,,little market convenience store,"26 Wormwood Street, London, EC2M 1RP",NEEDS_CHECK,Independent or other supermarket
110 - 112 Brighton Road,Coulsdon,,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,1681,00351/0112/0/200,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR5 2NB,2023-10-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1371967,51.3219752,0.0,0.0,0.0,Waitrose,waitrose,"110 - 112 Brighton Road, Coulsdon, CR5 2NB",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm
Sainsburys Local,6 - 9 Purley Parade,High Street,Purley,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,4351,01079/2007/3/211,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR8 2AB,2017-05-31T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1144007,51.339588,0.0,0.0,0.0,Sainsbury's,sainsbury's,"Sainsburys Local, 6 - 9 Purley Parade, High Street, CR8 2AB",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
114 - 120 North End,Croydon,,,"Marks & Spencer - Hot Food On The Move, Cafe Revive",Retailers - supermarkets/hypermarkets,7840,0,,5077,01547/0116/0/201,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR9 1SH,2025-10-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1015639975667,51.3773765563965,0.0,0.0,0.0,M&S,"marks & spencer - hot food on the move, cafe revive","114 - 120 North End, Croydon, CR9 1SH",NEEDS_CHECK,Larger M&S store: bakery provision to confirm
J Sainsbury Plc,2 Trafalgar Way,Croydon,,Sainsburys,Retailers - supermarkets/hypermarkets,7840,0,,6391,02159/0002/0/200,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 4XT,2025-06-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.119553998112679,51.3770294189453,0.0,5.0,0.0,Sainsbury's,sainsburys,"J Sainsbury Plc, 2 Trafalgar Way, Croydon, CR0 4XT",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
Sainsburys Supermarket,120 Whitehorse Lane,South Norwood,London,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,6555,02285/0120/0/200,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,SE25 6XB,2026-05-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0864029973745346,51.3991088867188,0.0,5.0,5.0,Sainsbury's,sainsbury's,"Sainsburys Supermarket, 120 Whitehorse Lane, South Norwood, SE25 6XB",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
8 Purley Road,Purley,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,6734,02460/0008/0/207,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR8 2HA,2025-06-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.11625300347805,51.338062286377,0.0,0.0,0.0,Tesco,tesco,"8 Purley Road, Purley, CR8 2HA",NEEDS_CHECK,Tesco store format unclear from FHRS record
Wing Yip Business Centre,544 Purley Way,Croydon,,W. Wing Yip (London) Cash And Carry,Retailers - supermarkets/hypermarkets,7840,0,,7107,02689/0550/0/200,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 4NZ,2022-03-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1192674,51.3624092,0.0,0.0,0.0,,w. wing yip (london) cash and carry,"Wing Yip Business Centre, 544 Purley Way, Croydon, CR0 4NZ",NEEDS_CHECK,Independent or other supermarket
Tesco Express,111 Whitehorse Road,Croydon,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,7142,02695/0111/0/201,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 2JJ,2024-11-29T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.09740299731493,51.3858795166016,0.0,5.0,0.0,Tesco,tesco,"Tesco Express, 111 Whitehorse Road, Croydon, CR0 2JJ",NEEDS_CHECK,Tesco store format unclear from FHRS record
Tesco Express Esso,847 - 853 London Road,Thornton Heath,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,9403,04/00008/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR7 6JH,2021-09-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1160462,51.3971325,0.0,0.0,5.0,Tesco,tesco,"Tesco Express Esso, 847 - 853 London Road, Thornton Heath, CR7 6JH",NEEDS_CHECK,Tesco store format unclear from FHRS record
87 Limpsfield Road,South Croydon,,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,10617,04/00252/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR2 9LE,2026-03-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0755169987678528,51.3323669433594,0.0,5.0,0.0,Waitrose,waitrose,"87 Limpsfield Road, South Croydon, CR2 9LE",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm
64 Westow Street,Upper Norwood,London,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,18455,06/00133/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,SE19 3AF,2024-12-03T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0826701,51.4176608,0.0,0.0,0.0,Sainsbury's,sainsbury's,"64 Westow Street, Upper Norwood, London, SE19 3AF",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
156 Portland Road,South Norwood,London,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,22219,07/00147/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,SE25 4PT,2024-11-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0675550028681755,51.3943481445313,0.0,0.0,0.0,Tesco,tesco,"156 Portland Road, South Norwood, London, SE25 4PT",NEEDS_CHECK,Tesco store format unclear from FHRS record
369 - 373 London Road,Croydon,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,28641,09/00015/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 3PB,2015-03-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1104608,51.3858195,0.0,0.0,0.0,Tesco,tesco,"369 - 373 London Road, Croydon, CR0 3PB",NEEDS_CHECK,Tesco store format unclear from FHRS record
Supermarket,130 Addington Road,South Croydon,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,29309,09/00071/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR2 8LA,2023-11-22T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0632840022444725,51.3422966003418,0.0,0.0,0.0,Sainsbury's,sainsbury's,"Supermarket, 130 Addington Road, South Croydon, CR2 8LA",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
261 Lower Addiscombe Road,Croydon,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,33085,10/00024/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR9 6DB,2010-10-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0716330727401025,51.3807700146877,5.0,5.0,5.0,Sainsbury's,sainsbury's,"261 Lower Addiscombe Road, Croydon, CR9 6DB",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
2 - 4 Chipstead Valley Road,Coulsdon,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,34037,10/00084/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR5 2RA,2018-10-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.138521,51.3211689,0.0,5.0,0.0,Tesco,tesco,"2 - 4 Chipstead Valley Road, Coulsdon, CR5 2RA",NEEDS_CHECK,Tesco store format unclear from FHRS record
1 - 3 Suffolk House,George Street,Croydon,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,293522,10/00442/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 1PE,2017-11-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0962785,51.3739714,0.0,5.0,0.0,Sainsbury's,sainsbury's,"1 - 3 Suffolk House, George Street, Croydon, CR0 1PE",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
Tesco Express,1 Brighton Road,South Croydon,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,481365,02662/0001/0/200,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR2 6EA,2017-09-07T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.0979340001940727,51.3616256713867,0.0,10.0,5.0,Tesco,tesco,"Tesco Express, 1 Brighton Road, South Croydon, CR2 6EA",NEEDS_CHECK,Tesco store format unclear from FHRS record
7 South Norwood Hill,South Norwood,London,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,682608,01962/0007/0/201,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,SE25 6AA,2014-05-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0764970034360886,51.4001579284668,5.0,0.0,0.0,Tesco,tesco,"7 South Norwood Hill, South Norwood, London, SE25 6AA",NEEDS_CHECK,Tesco store format unclear from FHRS record
Sainsbury's Local,112 Portland Road,South Norwood,London,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,682615,12/00288/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,SE25 4PJ,2014-05-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0691077,51.3958195,5.0,5.0,5.0,Sainsbury's,sainsbury's,"Sainsbury's Local, 112 Portland Road, South Norwood, SE25 4PJ",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
Sainsburys Local,59 High Street,Croydon,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,859644,12/00247/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 1QD,2017-11-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.100102998316288,51.3720474243164,5.0,5.0,5.0,Sainsbury's,sainsbury's,"Sainsburys Local, 59 High Street, Croydon, CR0 1QD",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
Sainsburys Supermarket,18 Addiscombe Road,Croydon,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,859665,14/00035/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 0XT,2026-05-09T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0911270007491112,51.3750762939453,0.0,5.0,0.0,Sainsbury's,sainsbury's,"Sainsburys Supermarket, 18 Addiscombe Road, Croydon, CR0 0XT",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
114 - 116 Thornton Road,Thornton Heath,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,859742,15/00181/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR7 6BB,2025-10-30T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1189589,51.3916666,0.0,5.0,0.0,Sainsbury's,sainsbury's,"114 - 116 Thornton Road, Thornton Heath, CR7 6BB",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
Croydon University Hospital,530 London Road,Thornton Heath,,M & S Simply Foods At Croydon University Hospital,Retailers - supermarkets/hypermarkets,7840,0,,983353,16/00090/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR7 7YE,2024-03-01T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.108795002102852,51.3891372680664,0.0,0.0,0.0,,m & s simply foods at croydon university hospital,"Croydon University Hospital, 530 London Road, Thornton Heath, CR7 7YE",NEEDS_CHECK,Independent or other supermarket
Sainsburys Local,9 - 11 London Road,Croydon,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,990460,17/00297/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 2RE,2017-11-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.103634998202324,51.3787231445313,0.0,0.0,0.0,Sainsbury's,sainsbury's,"Sainsburys Local, 9 - 11 London Road, Croydon, CR0 2RE",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
102 Bensham Lane,Thornton Heath,,,Bensham Local,Retailers - supermarkets/hypermarkets,7840,0,,990499,17/00355/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR7 7ES,2019-01-03T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.106457002460957,51.3893699645996,0.0,5.0,10.0,,bensham local,"102 Bensham Lane, Thornton Heath, CR7 7ES",NEEDS_CHECK,Independent or other supermarket
47 - 48 Surrey Street,Croydon,,,Polski Supermarket London Ltd,Retailers - supermarkets/hypermarkets,7840,0,,1001665,17/00408/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 1RJ,2023-02-07T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.1008364,51.3725076,0.0,0.0,10.0,,polski supermarket london ltd,"47 - 48 Surrey Street, Croydon, CR0 1RJ",NEEDS_CHECK,Independent or other supermarket
330 Purley Way,Croydon,,,Marks And Spencer Purley Way,Retailers - supermarkets/hypermarkets,7840,0,,1562718,22/00861/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 4XJ,2024-01-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.118979997932911,51.3720893859863,0.0,5.0,0.0,M&S,marks and spencer purley way,"330 Purley Way, Croydon, CR0 4XJ",NEEDS_CHECK,Larger M&S store: bakery provision to confirm
19 - 23 Lower Addiscombe Road,Croydon,,,Croydon International Food Center,Retailers - supermarkets/hypermarkets,7840,0,,1581149,22/00981/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 6PQ,2026-03-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.088281,51.3807726,,,,,croydon international food center,"19 - 23 Lower Addiscombe Road, Croydon, CR0 6PQ",NEEDS_CHECK,Independent or other supermarket
246 High Street,Croydon,,,Hung Manh Vietnamese Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,1668801,23/00666/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 1NF,2024-05-11T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.0998526,51.3688495,0.0,0.0,10.0,,hung manh vietnamese supermarket,"246 High Street, Croydon, CR0 1NF",NEEDS_CHECK,Independent or other supermarket
42 Church Street,Croydon,,,Tran Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,1685264,23/00788/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 1RB,2026-06-29T00:00:00,fhrs_1_en-gb,1,,FHRS,-0.103110000491142,51.3736801147461,0.0,10.0,20.0,,tran supermarket,"42 Church Street, Croydon, CR0 1RB",NEEDS_CHECK,Independent or other supermarket
118 - 122 Orchard Way,Croydon,,,Welcome Shirley,Retailers - supermarkets/hypermarkets,7840,0,,1748778,24/00458/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 7NN,2026-02-19T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.0401579,51.386004,5.0,10.0,5.0,,welcome shirley,"118 - 122 Orchard Way, Croydon, CR0 7NN",NEEDS_CHECK,Independent or other supermarket
24 - 26 London Road,Croydon,,,Early Till Late,Retailers - supermarkets/hypermarkets,7840,0,,1788765,24/00744/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 2TA,2025-02-16T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.1030439,51.3788923,0.0,10.0,10.0,,early till late,"24 - 26 London Road, Croydon, CR0 2TA",NEEDS_CHECK,Independent or other supermarket
3 Drury Crescent,Croydon,,,Home Bargains,Retailers - supermarkets/hypermarkets,7840,0,,1883475,25/00788/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 4XU,2026-06-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1162553,51.3749057,0.0,0.0,0.0,,home bargains,"3 Drury Crescent, Croydon, CR0 4XU",NEEDS_CHECK,Independent or other supermarket
183 Horn Lane,Acton,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,945853,PI000179063,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,W3 6NR,2024-03-28T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2689512,51.5149463,0.0,5.0,0.0,Sainsbury's,sainsbury's,"183 Horn Lane, Acton, W3 6NR",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
142 Bollo Bridge Road,Acton,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,954702,CP00354,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,W3 8YF,2024-02-29T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.270971,51.5019549,0.0,5.0,5.0,Sainsbury's,sainsbury's,"142 Bollo Bridge Road, Acton, W3 8YF",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
Unit C,Rehearsal House,3 Victoria Road,Acton,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,974715,PI000179030,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,W3 6HU,2025-09-11T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.2611743,51.5234912,0.0,10.0,0.0,Sainsbury's,sainsbury's,"Unit C, Rehearsal House, 3 Victoria Road, W3 6HU",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
The Plough Inn,Mandeville Road,Northolt,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,980724,PI000178953,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,UB5 5HG,2025-08-14T00:00:00,fhrs_5_en-gb,5,,FHRS,,,0.0,5.0,0.0,Sainsbury's,sainsbury's,"The Plough Inn, Mandeville Road, Northolt, UB5 5HG",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
Tesco Superstore,The Old Hoover Building,Western Avenue,Perivale,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,1032298,PI000005387,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,UB6 8DW,2025-01-06T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.318743,51.533609,5.0,10.0,5.0,Tesco,tesco,"Tesco Superstore, The Old Hoover Building, Western Avenue, UB6 8DW",NEEDS_CHECK,Tesco store format unclear from FHRS record
Tesco Superstore,223 - 229 Greenford Road,Greenford,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,1032644,PI000088219,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,UB6 8QY,2023-12-29T00:00:00,fhrs_2_en-gb,2,,FHRS,-0.3524081,51.5286742,0.0,15.0,5.0,Tesco,tesco,"Tesco Superstore, 223 - 229 Greenford Road, Greenford, UB6 8QY",NEEDS_CHECK,Tesco store format unclear from FHRS record
