AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,ChangesByServerID,Distance,FHRSID,LocalAuthorityBusinessID,LocalAuthorityCode,LocalAuthorityEmailAddress,LocalAuthorityName,LocalAuthorityWebSite,NewRatingPending,Phone,PostCode,RatingDate,RatingKey,RatingValue,RightToReply,SchemeType,geocode.longitude,geocode.latitude,scores.Hygiene,scores.Structural,scores.ConfidenceInManagement,Chain,BusinessNameText,Address,ScreenStatus,ScreenReason,PostCodeClean,SiteRecords,FinalBakeryProvision,AIReason,ManualDecision,ManualReason,BakeryClass
,21 Hampstead Road,,,Sainsburys,Retailers - supermarkets/hypermarkets,7840,0,,785708,76157,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 3JA,2026-04-16T00:00:00,fhrs_0_en-gb,0,"&lt;p data-renderer-start-pos=&quot;103&quot; style=&quot;margin: 0.75rem 0px 0px; padding: 0px; font-variant: normal; font-size-adjust: none; font-language-override: normal; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-stretch: normal; font-size: 14px; line-height: 1.714; font-family: &amp;quot;Atlassian Sans&amp;quot;, ui-sans-serif, -apple-system, &amp;quot;system-ui&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Ubuntu, &amp;quot;Helvetica Neue&amp;quot;, sans-serif; color: rgb(41, 42, 46); white-space: pre-wrap; background-color: rgba(5, 21, 36, 0.06);&quot;&gt;
	We take food hygiene seriously and have acted promptly to make improvements. The following steps have been taken:&lt;/p&gt;
&lt;ul class=&quot;ak-ul&quot; data-indent-level=&quot;1&quot; style=&quot;margin: 12px 0px 0px; padding: 0px 0px 0px 24px; box-sizing: border-box; display: flow-root; color: rgb(41, 42, 46); font-family: &amp;quot;Atlassian Sans&amp;quot;, ui-sans-serif, -apple-system, &amp;quot;system-ui&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Ubuntu, &amp;quot;Helvetica Neue&amp;quot;, sans-serif; font-size: 14px; white-space: pre-wrap; background-color: rgba(5, 21, 36, 0.06);&quot;&gt;
	&lt;li&gt;
		&lt;p data-renderer-start-pos=&quot;221&quot; style=&quot;margin: 0px; padding: 0px; font-variant: normal; font-size-adjust: none; font-language-override: normal; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-stretch: normal; line-height: 1.714;&quot;&gt;
			The store was temporarily closed so we could undertake proactive maintenance.&lt;/p&gt;
	&lt;/li&gt;
&lt;/ul&gt;
&lt;ul class=&quot;ak-ul&quot; data-indent-level=&quot;1&quot; style=&quot;margin: 12px 0px 0px; padding: 0px 0px 0px 24px; box-sizing: border-box; display: flow-root; color: rgb(41, 42, 46); font-family: &amp;quot;Atlassian Sans&amp;quot;, ui-sans-serif, -apple-system, &amp;quot;system-ui&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Ubuntu, &amp;quot;Helvetica Neue&amp;quot;, sans-serif; font-size: 14px; white-space: pre-wrap; background-color: rgba(5, 21, 36, 0.06);&quot;&gt;
	&lt;li&gt;
		&lt;p data-renderer-start-pos=&quot;304&quot; style=&quot;margin: 0px; padding: 0px; font-variant: normal; font-size-adjust: none; font-language-override: normal; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-stretch: normal; line-height: 1.714;&quot;&gt;
			During this maintenance period we undertook enhanced cleaning and structural improvements&lt;/p&gt;
	&lt;/li&gt;
&lt;/ul&gt;
&lt;ul class=&quot;ak-ul&quot; data-indent-level=&quot;1&quot; style=&quot;margin: 12px 0px 0px; padding: 0px 0px 0px 24px; box-sizing: border-box; display: flow-root; color: rgb(41, 42, 46); font-family: &amp;quot;Atlassian Sans&amp;quot;, ui-sans-serif, -apple-system, &amp;quot;system-ui&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Ubuntu, &amp;quot;Helvetica Neue&amp;quot;, sans-serif; font-size: 14px; white-space: pre-wrap; background-color: rgba(5, 21, 36, 0.06);&quot;&gt;
	&lt;li&gt;
		&lt;p data-renderer-start-pos=&quot;399&quot; style=&quot;margin: 0px; padding: 0px; font-variant: normal; font-size-adjust: none; font-language-override: normal; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-stretch: normal; line-height: 1.714;&quot;&gt;
			The Improvements made will help prevent future concerns and we continue to independently review our standards&lt;/p&gt;
	&lt;/li&gt;
&lt;/ul&gt;
&lt;ul class=&quot;ak-ul&quot; data-indent-level=&quot;1&quot; style=&quot;margin: 12px 0px 0px; padding: 0px 0px 0px 24px; box-sizing: border-box; display: flow-root; color: rgb(41, 42, 46); font-family: &amp;quot;Atlassian Sans&amp;quot;, ui-sans-serif, -apple-system, &amp;quot;system-ui&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Ubuntu, &amp;quot;Helvetica Neue&amp;quot;, sans-serif; font-size: 14px; white-space: pre-wrap; background-color: rgba(5, 21, 36, 0.06);&quot;&gt;
	&lt;li&gt;
		&lt;p data-renderer-start-pos=&quot;514&quot; style=&quot;margin: 0px; padding: 0px; font-variant: normal; font-size-adjust: none; font-language-override: normal; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-stretch: normal; line-height: 1.714;&quot;&gt;
			Staff have received additional training and our management procedures have been enhanced.&lt;/p&gt;
	&lt;/li&gt;
&lt;/ul&gt;
",FHRS,-0.138816,51.52618,20.0,20.0,30.0,Sainsbury's,sainsburys,"21 Hampstead Road, NW1 3JA",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,NW13JA,1,YES,Sainsbury's London Euston Regents Place Local lists a bakery in its services.,,,GROCER_BAKERY
,129-133 Kingsway,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,807690,36853,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC2B 6NH,2026-04-30T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.120599,51.516969,0.0,5.0,0.0,Sainsbury's,sainsbury's,"129-133 Kingsway, WC2B 6NH",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,WC2B6NH,1,YES,Sainsbury's Holborn Local lists a bakery in its services.,,,GROCER_BAKERY
,217-223 Kentish Town Road,,,Lidl U.K. Gmbh,Retailers - supermarkets/hypermarkets,7840,0,,817061,81789,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW5 2JU,2022-05-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.142171,51.546817,0.0,5.0,0.0,Lidl,lidl u.k. gmbh,"217-223 Kentish Town Road, NW5 2JU",AUTO_INCLUDE,Lidl supermarket with established bakery provision,NW52JU,1,YES,Lidl stores typically feature an in-store bakery with fresh bread and pastries.,,,GROCER_BAKERY
,1 Wharf Road,,London,Waitrose and Partners,Retailers - supermarkets/hypermarkets,7840,0,,912305,84100,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,N1C 4BZ,2026-03-04T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1234619,51.5361534,0.0,0.0,0.0,Waitrose,waitrose and partners,"1 Wharf Road, N1C 4BZ",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm,N1C4BZ,1,YES,"Waitrose at 1 Wharf Road, N1C 4BZ is a large store with an in-store bakery and a wide selection of pastries.",,,GROCER_BAKERY
,145 Tottenham Court Road,,London,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1267287,198635,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 7NE,2021-05-05T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1374027,51.5242174,5.0,5.0,5.0,Lidl,lidl,"145 Tottenham Court Road, W1T 7NE",AUTO_INCLUDE,Lidl supermarket with established bakery provision,W1T7NE,1,YES,"The Lidl store at 145 Tottenham Court Road, W1T 7NE, explicitly states it has an in-store bakery.",,,GROCER_BAKERY
Camden Abbey Road local- Junction of Abbey Road and,Belsize Road,,London,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,1294815,199035,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW6 4DP,2026-03-04T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.18724499642849,51.5402565002441,5.0,10.0,5.0,Sainsbury's,sainsbury's,"Camden Abbey Road local- Junction of Abbey Road and, Belsize Road, NW6 4DP",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,NW64DP,1,YES,Sainsbury's official store page lists a bakery.,,,GROCER_BAKERY
Sainsburys Hampstead High Street,35-36 Hampstead High Street,,London,SAINSBURY'S SUPERMARKET LTD,Retailers - supermarkets/hypermarkets,7840,0,,1471696,200883,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW3 1QE,2022-04-26T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1773101,51.5562104,0.0,5.0,0.0,Sainsbury's,sainsbury's supermarket ltd,"Sainsburys Hampstead High Street, 35-36 Hampstead High Street, NW3 1QE",AUTO_INCLUDE,Large Sainsbury's supermarket format,NW31QE,1,YES,The Sainsbury's Hampstead High Street Local has an in-store bakery with fresh bread and pastries baked daily.,,,GROCER_BAKERY
,6-12 Parkway,,London,SAINSBURYS SUPERMARKETS LTD,Retailers - supermarkets/hypermarkets,7840,0,,1960260,207452,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 7AA,1901-01-01T00:00:00,fhrs_awaitinginspection_en-gb,AwaitingInspection,,FHRS,-0.1434126,51.5388751,,,,Sainsbury's,sainsburys supermarkets ltd,"6-12 Parkway, NW1 7AA",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,NW17AA,1,YES,"The Sainsbury's store at 6-12 Parkway, NW1 7AA, lists ""Bakery"" as a facility.",,,GROCER_BAKERY
323-324 High Holborn,London,,,Marks & Spencer Simply Foods,Retailers - supermarkets/hypermarkets,7840,0,,294553,PI/000015589,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,WC1V 7PU,2023-08-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.112668,51.518083,0.0,5.0,0.0,M&S,marks & spencer simply foods,"323-324 High Holborn, London, WC1V 7PU",NEEDS_CHECK,Larger M&S store: bakery provision to confirm,WC1V7PU,1,YES,"The M&S Simply Food at 323-324 High Holborn, WC1V 7PU, lists a ""Bakery"" department.",,,GROCER_BAKERY
46 King William Street,London,,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,578600,PI/000023721,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC4R 9AN,2025-10-15T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.086701,51.510037,0.0,0.0,0.0,Waitrose,waitrose,"46 King William Street, London, EC4R 9AN",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm,EC4R9AN,1,YES,This Little Waitrose store lists an in-store bakery.,,,GROCER_BAKERY
89 Cannon Street,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,629359,PI/000025006,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC4N 6HA,2023-04-27T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0891219973564148,51.5111198425293,0.0,0.0,0.0,Sainsbury's,sainsbury's,"89 Cannon Street, London, EC4N 6HA",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,EC4N6HA,1,YES,This Sainsbury's Local store explicitly lists a bakery counter.,,,GROCER_BAKERY
31 New Bridge Street,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,775591,PI/000113141,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC4V 6BJ,2023-08-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.10399,51.512574,5.0,5.0,0.0,Sainsbury's,sainsbury's,"31 New Bridge Street, London, EC4V 6BJ",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,EC4V6BJ,1,YES,This Sainsbury's Local store explicitly lists a bakery counter.,,,GROCER_BAKERY
18 - 19 Eldon Street,London,,,Sainsburys Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,1914086,26/00087/COMM,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC2M 7LA,2026-02-27T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0849743,51.5183372,0.0,0.0,0.0,Sainsbury's,sainsburys supermarket,"18 - 19 Eldon Street, London, EC2M 7LA",AUTO_INCLUDE,Large Sainsbury's supermarket format,EC2M7LA,1,YES,The Sainsbury's City of London - Eldon Street store lists a bakery under its services.,,,GROCER_BAKERY
Tesco,2 - 32 Brigstock Road,Thornton Heath,,Tesco Superstore,Retailers - supermarkets/hypermarkets,7840,0,,1590,00292/0032/0/200,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR7 8RX,2025-01-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.100445002317429,51.3984909057617,0.0,0.0,0.0,Tesco,tesco superstore,"Tesco, 2 - 32 Brigstock Road, Thornton Heath, CR7 8RX",AUTO_INCLUDE,Large Tesco supermarket format,CR78RX,2,YES,"This is a Tesco Superstore, which typically includes a substantial bakery provision.",,,GROCER_BAKERY
110 - 112 Brighton Road,Coulsdon,,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,1681,00351/0112/0/200,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR5 2NB,2023-10-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1371967,51.3219752,0.0,0.0,0.0,Waitrose,waitrose,"110 - 112 Brighton Road, Coulsdon, CR5 2NB",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm,CR52NB,1,YES,This Waitrose store is a full-size supermarket that lists baked goods.,,,GROCER_BAKERY
114 - 120 North End,Croydon,,,"Marks & Spencer - Hot Food On The Move, Cafe Revive",Retailers - supermarkets/hypermarkets,7840,0,,5077,01547/0116/0/201,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR9 1SH,2025-10-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1015639975667,51.3773765563965,0.0,0.0,0.0,M&S,"marks & spencer - hot food on the move, cafe revive","114 - 120 North End, Croydon, CR9 1SH",NEEDS_CHECK,Larger M&S store: bakery provision to confirm,CR91SH,1,YES,M&S Croydon has a food hall and a bakery section.,,,GROCER_BAKERY
J Sainsbury Plc,2 Trafalgar Way,Croydon,,Sainsburys,Retailers - supermarkets/hypermarkets,7840,0,,6391,02159/0002/0/200,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 4XT,2025-06-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.119553998112679,51.3770294189453,0.0,5.0,0.0,Sainsbury's,sainsburys,"J Sainsbury Plc, 2 Trafalgar Way, Croydon, CR0 4XT",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,CR04XT,2,YES,Sainsbury's Purley Way is a superstore format and lists a bakery in its facilities.,,,GROCER_BAKERY
Sainsburys Supermarket,120 Whitehorse Lane,South Norwood,London,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,6555,02285/0120/0/200,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,SE25 6XB,2026-05-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0864029973745346,51.3991088867188,0.0,5.0,5.0,Sainsbury's,sainsbury's,"Sainsburys Supermarket, 120 Whitehorse Lane, South Norwood, SE25 6XB",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SE256XB,1,YES,Insufficient information to determine bakery provision for this specific Sainsbury's Supermarket.,YES,There is evidence on the website of this store having a bakery department,GROCER_BAKERY
8 Purley Road,Purley,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,6734,02460/0008/0/207,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR8 2HA,2025-06-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.11625300347805,51.338062286377,0.0,0.0,0.0,Tesco,tesco,"8 Purley Road, Purley, CR8 2HA",NEEDS_CHECK,Tesco store format unclear from FHRS record,CR82HA,1,YES,"Tesco Purley Road is a Tesco Extra, which typically includes a substantial bakery.",,,GROCER_BAKERY
Supermarket,99 - 101 London Road,Croydon,,Lidl Superstore,Retailers - supermarkets/hypermarkets,7840,0,,6987,02670/0099/0/201,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 2RF,2017-11-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.104585997760296,51.3796920776367,0.0,5.0,5.0,Lidl,lidl superstore,"Supermarket, 99 - 101 London Road, Croydon, CR0 2RF",AUTO_INCLUDE,Lidl supermarket with established bakery provision,CR02RF,1,YES,Official store page lists an in-store bakery.,,,GROCER_BAKERY
845 London Road,Thornton Heath,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,7032,02671/0845/3/211,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR7 6AW,2024-10-30T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.114987000823021,51.3948135375977,0.0,5.0,0.0,Lidl,lidl,"845 London Road, Thornton Heath, CR7 6AW",AUTO_INCLUDE,Lidl supermarket with established bakery provision,CR76AW,1,YES,"Store offers a ""Fresh Bakery"" service.",,,GROCER_BAKERY
87 Limpsfield Road,South Croydon,,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,10617,04/00252/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR2 9LE,2026-03-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0755169987678528,51.3323669433594,0.0,5.0,0.0,Waitrose,waitrose,"87 Limpsfield Road, South Croydon, CR2 9LE",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm,CR29LE,1,YES,Waitrose Sanderstead lists a bakery among its food counters and ranges.,,,GROCER_BAKERY
64 Westow Street,Upper Norwood,London,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,18455,06/00133/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,SE19 3AF,2024-12-03T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0826701,51.4176608,0.0,0.0,0.0,Sainsbury's,sainsbury's,"64 Westow Street, Upper Norwood, London, SE19 3AF",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SE193AF,1,YES,Insufficient information to determine bakery provision for this specific Sainsbury's.,YES,There is evidence on the website of this store having a bakery department,GROCER_BAKERY
Supermarket,130 Addington Road,South Croydon,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,29309,09/00071/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR2 8LA,2023-11-22T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0632840022444725,51.3422966003418,0.0,0.0,0.0,Sainsbury's,sainsbury's,"Supermarket, 130 Addington Road, South Croydon, CR2 8LA",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,CR28LA,1,YES,"The Sainsbury's Selsdon store locator lists a ""Bakery"" under its ""Food to Go"" services.",,,GROCER_BAKERY
1 - 3 Suffolk House,George Street,Croydon,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,293522,10/00442/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 1PE,2017-11-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0962785,51.3739714,0.0,5.0,0.0,Sainsbury's,sainsbury's,"1 - 3 Suffolk House, George Street, Croydon, CR0 1PE",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,CR01PE,1,YES,"The Sainsbury's Croydon George Street Local store locator lists a ""Bakery"" under its ""Food to Go"" services.",,,GROCER_BAKERY
Lidl,68 - 74 Church Street,Croydon,,Lidl UK,Retailers - supermarkets/hypermarkets,7840,0,,293526,10/00567/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 1RB,2023-09-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.103110000491142,51.3736801147461,0.0,5.0,0.0,Lidl,lidl uk,"Lidl, 68 - 74 Church Street, Croydon, CR0 1RB",AUTO_INCLUDE,Lidl supermarket with established bakery provision,CR01RB,1,YES,Official store page lists an in-store bakery.,,,GROCER_BAKERY
Lidl Store,1 Parkway,Croydon,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,563370,12/00300/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 0JA,2019-07-01T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0196712,51.3465233,5.0,5.0,0.0,Lidl,lidl,"Lidl Store, 1 Parkway, Croydon, CR0 0JA",AUTO_INCLUDE,Lidl supermarket with established bakery provision,CR00JA,1,YES,Official store page lists an in-store bakery.,,,GROCER_BAKERY
Sainsburys Local,59 High Street,Croydon,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,859644,12/00247/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 1QD,2017-11-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.100102998316288,51.3720474243164,5.0,5.0,5.0,Sainsbury's,sainsbury's,"Sainsburys Local, 59 High Street, Croydon, CR0 1QD",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,CR01QD,1,YES,"The Sainsbury's Croydon High Street Local store locator lists a ""Bakery"" under its ""Food to Go"" services.",,,GROCER_BAKERY
Lidl Store,1 Hermitage Lane,Norbury,London,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,859654,13/00141/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,SW16 3LH,2025-07-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.123242996633053,51.4147033691406,0.0,5.0,0.0,Lidl,lidl,"Lidl Store, 1 Hermitage Lane, Norbury, SW16 3LH",AUTO_INCLUDE,Lidl supermarket with established bakery provision,SW163LH,1,YES,Lidl stores typically have a substantial in-store bakery with fresh products.,,,GROCER_BAKERY
Sainsburys Supermarket,18 Addiscombe Road,Croydon,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,859665,14/00035/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 0XT,2026-05-09T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0911270007491112,51.3750762939453,0.0,5.0,0.0,Sainsbury's,sainsbury's,"Sainsburys Supermarket, 18 Addiscombe Road, Croydon, CR0 0XT",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,CR00XT,1,YES,Sainsbury's store page lists an in-store bakery.,,,GROCER_BAKERY
411 Beulah Hill,Upper Norwood,London,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1159954,19/00321/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,SE19 3UZ,2019-10-21T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.102765999734402,51.4182472229004,0.0,0.0,5.0,Lidl,lidl,"411 Beulah Hill, Upper Norwood, London, SE19 3UZ",AUTO_INCLUDE,Lidl supermarket with established bakery provision,SE193UZ,1,YES,This Lidl location is specifically noted for its in-store bakery.,,,GROCER_BAKERY
119 - 123 Whitehorse Road,Croydon,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1172973,19/00361/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 2LG,2021-06-22T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.096797,51.3878018,0.0,0.0,5.0,Lidl,lidl,"119 - 123 Whitehorse Road, Croydon, CR0 2LG",AUTO_INCLUDE,Lidl supermarket with established bakery provision,CR02LG,1,YES,Official store page lists an in-store bakery.,,,GROCER_BAKERY
2 Trojan Way,Croydon,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1176079,19/00395/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 4XL,2026-03-14T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.1198053,51.3738296,10.0,0.0,5.0,Lidl,lidl,"2 Trojan Way, Croydon, CR0 4XL",AUTO_INCLUDE,Lidl supermarket with established bakery provision,CR04XL,1,YES,News article confirms the store includes a bakery.,,,GROCER_BAKERY
330 Purley Way,Croydon,,,Marks And Spencer Purley Way,Retailers - supermarkets/hypermarkets,7840,0,,1562718,22/00861/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 4XJ,2024-01-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.118979997932911,51.3720893859863,0.0,5.0,0.0,M&S,marks and spencer purley way,"330 Purley Way, Croydon, CR0 4XJ",NEEDS_CHECK,Larger M&S store: bakery provision to confirm,CR04XJ,1,YES,M&S Purley Way is a large food hall with an in-store bakery.,,,GROCER_BAKERY
183 Horn Lane,Acton,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,945853,PI000179063,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,W3 6NR,2024-03-28T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2689512,51.5149463,0.0,5.0,0.0,Sainsbury's,sainsbury's,"183 Horn Lane, Acton, W3 6NR",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,W36NR,1,YES,"Sainsbury's Acton Horn Lane Local lists ""Bakery"" under its Food to Go services.",,,GROCER_BAKERY
142 Bollo Bridge Road,Acton,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,954702,CP00354,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,W3 8YF,2024-02-29T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.270971,51.5019549,0.0,5.0,5.0,Sainsbury's,sainsbury's,"142 Bollo Bridge Road, Acton, W3 8YF",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,W38YF,1,YES,"Sainsbury's London Acton Gardens Local lists ""Bakery"" under its Food to Go services.",,,GROCER_BAKERY
Unit C,Rehearsal House,3 Victoria Road,Acton,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,974715,PI000179030,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,W3 6HU,2025-09-11T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.2611743,51.5234912,0.0,10.0,0.0,Sainsbury's,sainsbury's,"Unit C, Rehearsal House, 3 Victoria Road, W3 6HU",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,W36HU,1,YES,"Sainsbury's North Acton Station Local lists ""Bakery"" under its Food to Go services.",,,GROCER_BAKERY
The Plough Inn,Mandeville Road,Northolt,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,980724,PI000178953,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,UB5 5HG,2025-08-14T00:00:00,fhrs_5_en-gb,5,,FHRS,,,0.0,5.0,0.0,Sainsbury's,sainsbury's,"The Plough Inn, Mandeville Road, Northolt, UB5 5HG",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,UB55HG,1,YES,"Sainsbury's Northolt Mandeville Road Local lists ""Bakery"" as a category for delivery and under its Food to Go services.",,,GROCER_BAKERY
