AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,ChangesByServerID,Distance,FHRSID,LocalAuthorityBusinessID,LocalAuthorityCode,LocalAuthorityEmailAddress,LocalAuthorityName,LocalAuthorityWebSite,NewRatingPending,Phone,PostCode,RatingDate,RatingKey,RatingValue,RightToReply,SchemeType,geocode.longitude,geocode.latitude,scores.Hygiene,scores.Structural,scores.ConfidenceInManagement,Chain,BusinessNameText,Address,ScreenStatus,ScreenReason
Department Store,90 - 94 Broadway,West Ealing,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1802874,CP04930,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,W13 0SY,2026-02-11T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3247777,51.510433,0.0,5.0,0.0,Lidl,lidl,"Department Store, 90 - 94 Broadway, West Ealing, W13 0SY",AUTO_INCLUDE,Lidl supermarket with established bakery provision
90 - 94 Uxbridge Road,Hanwell,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1900093,CP05777,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,W7 3SU,1901-01-01T00:00:00,fhrs_awaitinginspection_en-gb,AwaitingInspection,,FHRS,-0.3362499,51.5080334,,,,Lidl,lidl,"90 - 94 Uxbridge Road, Hanwell, W7 3SU",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Morrisons Supermarket And Car Park,Aldermans Hill,LONDON,,Wm Morrison Supermarkets Limited,Retailers - supermarkets/hypermarkets,7840,0,,316031,PI/000001801,510,environmental.health@enfield.gov.uk,Enfield,http://www.enfield.gov.uk/,False,,N13 4YD,2026-05-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.109965,51.617811,0.0,0.0,0.0,Morrisons,wm morrison supermarkets limited,"Morrisons Supermarket And Car Park, Aldermans Hill, LONDON, N13 4YD",AUTO_INCLUDE,Full-format Morrisons supermarket
288 High Street,ENFIELD,,,Tesco Extra,Retailers - supermarkets/hypermarkets,7840,0,,316722,PI/000062898,510,environmental.health@enfield.gov.uk,Enfield,http://www.enfield.gov.uk/,False,,EN3 4DP,2025-06-11T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.047376,51.648027,5.0,10.0,0.0,Tesco,tesco extra,"288 High Street, ENFIELD, EN3 4DP",AUTO_INCLUDE,Large Tesco supermarket format
327 Southbury Road,ENFIELD,,,Wm Morrison Supermarkets Ltd,Retailers - supermarkets/hypermarkets,7840,0,,317077,PI/000109974,510,environmental.health@enfield.gov.uk,Enfield,http://www.enfield.gov.uk/,False,,EN1 1TW,2025-11-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.057127,51.647487,5.0,5.0,5.0,Morrisons,wm morrison supermarkets ltd,"327 Southbury Road, ENFIELD, EN1 1TW",AUTO_INCLUDE,Full-format Morrisons supermarket
6-16 Sterling Way,LONDON,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,317485,PI/000145232,510,environmental.health@enfield.gov.uk,Enfield,http://www.enfield.gov.uk/,False,,N18 2XZ,1901-01-01T00:00:00,fhrs_awaitinginspection_en-gb,AwaitingInspection,,FHRS,-0.0652048,51.6142751,,,,Lidl,lidl,"6-16 Sterling Way, LONDON, N18 2XZ",AUTO_INCLUDE,Lidl supermarket with established bakery provision
107 Cecil Road,ENFIELD,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,317649,PI/000159333,510,environmental.health@enfield.gov.uk,Enfield,http://www.enfield.gov.uk/,False,,EN2 6TR,2026-01-15T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.080486,51.650218,0.0,5.0,10.0,Lidl,lidl,"107 Cecil Road, ENFIELD, EN2 6TR",AUTO_INCLUDE,Lidl supermarket with established bakery provision
21-27 The Concourse,LONDON,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,317654,PI/000160107,510,environmental.health@enfield.gov.uk,Enfield,http://www.enfield.gov.uk/,False,,N9 0TY,2025-12-07T00:00:00,fhrs_2_en-gb,2,,FHRS,-0.0593763,51.6245914,5.0,15.0,10.0,Lidl,lidl,"21-27 The Concourse, LONDON, N9 0TY",AUTO_INCLUDE,Lidl supermarket with established bakery provision
654-658 Hertford Road,ENFIELD,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1030259,PI/000181472,510,environmental.health@enfield.gov.uk,Enfield,http://www.enfield.gov.uk/,False,,EN3 6LZ,1901-01-01T00:00:00,fhrs_awaitinginspection_en-gb,AwaitingInspection,,FHRS,-0.0413444,51.6719358,,,,Lidl,lidl,"654-658 Hertford Road, ENFIELD, EN3 6LZ",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Asda Bugsbys Way,,Charlton,Greenwich,Asda Superstore,Retailers - supermarkets/hypermarkets,7840,0,,694145,PI/000023313,511,Food.Concerns@royalgreenwich.gov.uk,Greenwich,http://www.royalgreenwich.gov.uk,False,,SE7 7ST,2025-05-13T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0235728,51.4896343,0.0,0.0,0.0,Asda,asda superstore,"Asda Bugsbys Way, Charlton, SE7 7ST",AUTO_INCLUDE,Large Asda supermarket format
1B Eynsham Drive,,Abbey Wood,Greenwich,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,694307,PI/000054542,511,Food.Concerns@royalgreenwich.gov.uk,Greenwich,http://www.royalgreenwich.gov.uk,False,,SE2 9RQ,2026-07-02T00:00:00,fhrs_5_en-gb,5,,FHRS,0.1186586,51.4959915,0.0,5.0,0.0,Lidl,lidl,"1B Eynsham Drive, Abbey Wood, SE2 9RQ",AUTO_INCLUDE,Lidl supermarket with established bakery provision
1 Macbean Street,,Woolwich,Greenwich,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,694512,PI/000095054,511,Food.Concerns@royalgreenwich.gov.uk,Greenwich,http://www.royalgreenwich.gov.uk,False,,SE18 6LW,2026-02-28T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0658173,51.4927833,0.0,0.0,0.0,Lidl,lidl,"1 Macbean Street, Woolwich, SE18 6LW",AUTO_INCLUDE,Lidl supermarket with established bakery provision
5 Twin Tumps Way,,Thamesmead,Greenwich,Morrisons,Retailers - supermarkets/hypermarkets,7840,0,,694821,PI/000150644,511,Food.Concerns@royalgreenwich.gov.uk,Greenwich,http://www.royalgreenwich.gov.uk,False,,SE28 8RD,2026-03-02T00:00:00,fhrs_5_en-gb,5,,FHRS,0.103074997663498,51.5061416625977,0.0,0.0,0.0,Morrisons,morrisons,"5 Twin Tumps Way, Thamesmead, SE28 8RD",AUTO_INCLUDE,Full-format Morrisons supermarket
137 Eltham High Street,,Eltham,Greenwich,Lidl UK GMBH,Retailers - supermarkets/hypermarkets,7840,0,,951558,PI/000174545,511,Food.Concerns@royalgreenwich.gov.uk,Greenwich,http://www.royalgreenwich.gov.uk,False,,SE9 1TQ,2025-03-15T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0558396,51.4511031,0.0,5.0,0.0,Lidl,lidl uk gmbh,"137 Eltham High Street, Eltham, SE9 1TQ",AUTO_INCLUDE,Lidl supermarket with established bakery provision
,27-37 WELL STREET,Hackney,London,Lidl Food Store,Retailers - supermarkets/hypermarkets,7840,0,,469123,18708,512,technicalbusinesssupport@hackney.gov.uk,Hackney,https://hackney.gov.uk/environmental-health#food,False,,E9 7QX,2026-05-28T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0538782,51.5407559,5.0,5.0,5.0,Lidl,lidl food store,"27-37 WELL STREET, Hackney, E9 7QX",AUTO_INCLUDE,Lidl supermarket with established bakery provision
,47-49 STAMFORD HILL,Hackney,London,Morrisons,Retailers - supermarkets/hypermarkets,7840,0,,469579,26474,512,technicalbusinesssupport@hackney.gov.uk,Hackney,https://hackney.gov.uk/environmental-health#food,False,,N16 5SR,2025-01-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0737223,51.5667128,0.0,0.0,0.0,Morrisons,morrisons,"47-49 STAMFORD HILL, Hackney, N16 5SR",AUTO_INCLUDE,Full-format Morrisons supermarket
,129 Stamford Hill London,Hackney,London,Lidl Great Britain Limited,Retailers - supermarkets/hypermarkets,7840,0,,1920744,231b02ef,512,technicalbusinesssupport@hackney.gov.uk,Hackney,https://hackney.gov.uk/environmental-health#food,False,,N16 5TW,2026-05-26T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0730597,51.5731766,5.0,5.0,5.0,Lidl,lidl great britain limited,"129 Stamford Hill London, Hackney, N16 5TW",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Unit 1 - The Links,West 12 Shopping Centre,Shepherd's Bush Green,London,Lidl UK,Retailers - supermarkets/hypermarkets,7840,0,,1055884,2018/00210/COMB,513,foodandsafety@lbhf.gov.uk,Hammersmith and Fulham,http://www.lbhf.gov.uk,False,,W12 8PP,2023-09-26T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.218805998563766,51.5037727355957,0.0,5.0,0.0,Lidl,lidl uk,"Unit 1 - The Links, West 12 Shopping Centre, Shepherd's Bush Green, W12 8PP",AUTO_INCLUDE,Lidl supermarket with established bakery provision
1 Kings Mall,King Street,London,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1334503,2021/00094/COMB,513,foodandsafety@lbhf.gov.uk,Hammersmith and Fulham,http://www.lbhf.gov.uk,False,,W6 0PZ,2021-09-29T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.227533,51.493113,0.0,0.0,0.0,Lidl,lidl,"1 Kings Mall, King Street, London, W6 0PZ",AUTO_INCLUDE,Lidl supermarket with established bakery provision
254 - 258 North End Road,London,,,Lidl Great Britain Limited,Retailers - supermarkets/hypermarkets,7840,0,,1750283,2024/00266/COMB,513,foodandsafety@lbhf.gov.uk,Hammersmith and Fulham,http://www.lbhf.gov.uk,False,,SW6 1NJ,2024-11-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.201845,51.484063,0.0,0.0,0.0,Lidl,lidl great britain limited,"254 - 258 North End Road, London, SW6 1NJ",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Unit 4b,Tottenham Hale Retail Park,Broad Lane,Tottenham,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,422069,PI/000047790,514,frontline@haringey.gov.uk,Haringey,http://www.haringey.gov.uk,False,,N15 4QD,2026-06-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0608607,51.58686,5.0,5.0,5.0,Lidl,lidl,"Unit 4b, Tottenham Hale Retail Park, Broad Lane, N15 4QD",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Supermarket,199-201 High Road,Wood Green,London,Wm Morrison Supermarkets Limited,Retailers - supermarkets/hypermarkets,7840,0,,422952,PI/000129746,514,frontline@haringey.gov.uk,Haringey,http://www.haringey.gov.uk,False,,N22 6DR,2026-06-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.11018,51.59697,0.0,5.0,5.0,Morrisons,wm morrison supermarkets limited,"Supermarket, 199-201 High Road, Wood Green, N22 6DR",AUTO_INCLUDE,Full-format Morrisons supermarket
Units 7-8,88-96 High Road,Wood Green,London,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,422998,PI/000130676,514,frontline@haringey.gov.uk,Haringey,http://www.haringey.gov.uk,False,,N22 6HE,2025-11-22T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1075586,51.5941696,0.0,0.0,0.0,Lidl,lidl,"Units 7-8, 88-96 High Road, Wood Green, N22 6HE",AUTO_INCLUDE,Lidl supermarket with established bakery provision
269-271 Seven Sisters Road,Hornsey,London,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,423386,PI/000141120,514,frontline@haringey.gov.uk,Haringey,http://www.haringey.gov.uk,False,,N4 2DE,2018-02-08T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.104943,51.565295,0.0,0.0,0.0,Lidl,lidl,"269-271 Seven Sisters Road, Hornsey, London, N4 2DE",AUTO_INCLUDE,Lidl supermarket with established bakery provision
333-337 West Green Road,Tottenham,London,,Sainsbury's Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,502557,PI/000143791,514,frontline@haringey.gov.uk,Haringey,http://www.haringey.gov.uk,False,,N15 3PB,2025-01-31T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.092221,51.58588,5.0,0.0,5.0,Sainsbury's,sainsbury's supermarket,"333-337 West Green Road, Tottenham, London, N15 3PB",AUTO_INCLUDE,Large Sainsbury's supermarket format
Unit 4 Hollywood Green,180 High Road,Wood Green,London,Sainsbury's Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,594223,PI/000136129,514,frontline@haringey.gov.uk,Haringey,http://www.haringey.gov.uk,False,,N22 6EJ,2025-09-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.108721,51.596983,0.0,0.0,0.0,Sainsbury's,sainsbury's supermarket,"Unit 4 Hollywood Green, 180 High Road, Wood Green, N22 6EJ",AUTO_INCLUDE,Large Sainsbury's supermarket format
80-82 The Broadway,Stanmore,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,276834,PI/000083777,515,envhealth@harrow.gov.uk,Harrow,http://www.harrow.gov.uk,False,,HA7 4DU,2025-11-08T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.309168,51.618007,0.0,5.0,0.0,Lidl,lidl,"80-82 The Broadway, Stanmore, HA7 4DU",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Station Road,Harrow,,,Tesco Superstore,Retailers - supermarkets/hypermarkets,7840,0,,276928,PI/000087172,515,envhealth@harrow.gov.uk,Harrow,http://www.harrow.gov.uk,False,,HA1 2TU,2023-11-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.332626,51.586475,5.0,5.0,5.0,Tesco,tesco superstore,"Station Road, Harrow, HA1 2TU",AUTO_INCLUDE,Large Tesco supermarket format
69 Bridge Street,Pinner,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,276932,PI/000087256,515,envhealth@harrow.gov.uk,Harrow,http://www.harrow.gov.uk,False,,HA5 3HZ,2026-04-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.385277,51.595241,0.0,0.0,0.0,Lidl,lidl,"69 Bridge Street, Pinner, HA5 3HZ",AUTO_INCLUDE,Lidl supermarket with established bakery provision
51-55 High Street,Edgware,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,276960,PI/000088346,515,envhealth@harrow.gov.uk,Harrow,http://www.harrow.gov.uk,False,,HA8 7DD,2026-05-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2786918,51.6097645,0.0,0.0,0.0,Lidl,lidl,"51-55 High Street, Edgware, HA8 7DD",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Unit 1 Trident Point,19 Pinner Road,,,Morrisons,Retailers - supermarkets/hypermarkets,7840,0,,471049,PI/000104243,515,envhealth@harrow.gov.uk,Harrow,http://www.harrow.gov.uk,False,,HA1 4FR,2025-07-02T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3427626,51.5804964,5.0,5.0,0.0,Morrisons,morrisons,"Unit 1 Trident Point, 19 Pinner Road, HA1 4FR",AUTO_INCLUDE,Full-format Morrisons supermarket
354 High Road,Harrow,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1265278,PI/000110993,515,envhealth@harrow.gov.uk,Harrow,http://www.harrow.gov.uk,False,,HA3 6HF,2025-07-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3392524,51.606489,5.0,5.0,5.0,Lidl,lidl,"354 High Road, Harrow, HA3 6HF",AUTO_INCLUDE,Lidl supermarket with established bakery provision
St Anns Shopping Centre St Anns Road,Harrow,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1918011,PI/000109249,515,envhealth@harrow.gov.uk,Harrow,http://www.harrow.gov.uk,False,,HA1 1AS,2026-02-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3369223,51.5813398,0.0,0.0,0.0,Lidl,lidl,"St Anns Shopping Centre St Anns Road, Harrow, HA1 1AS",AUTO_INCLUDE,Lidl supermarket with established bakery provision
300 Hornchurch Road,Hornchurch,,,Tesco Extra,Retailers - supermarkets/hypermarkets,7840,0,,372482,10371,516,environmental.health@havering.gov.uk,Havering,http://www.havering.gov.uk,False,,RM11 1PY,2026-06-01T00:00:00,fhrs_5_en-gb,5,,FHRS,0.191976,51.565646,0.0,0.0,0.0,Tesco,tesco extra,"300 Hornchurch Road, Hornchurch, RM11 1PY",AUTO_INCLUDE,Large Tesco supermarket format
Airfield Way,Hornchurch,,,Tesco Superstore,Retailers - supermarkets/hypermarkets,7840,0,,373841,8012,516,environmental.health@havering.gov.uk,Havering,http://www.havering.gov.uk,False,,RM12 5AF,2025-11-20T00:00:00,fhrs_5_en-gb,5,,FHRS,0.208247,51.543794,0.0,5.0,0.0,Tesco,tesco superstore,"Airfield Way, Hornchurch, RM12 5AF",AUTO_INCLUDE,Large Tesco supermarket format
Bryant Avenue,Romford,,,Tesco Extra,Retailers - supermarkets/hypermarkets,7840,0,,373844,8023,516,environmental.health@havering.gov.uk,Havering,http://www.havering.gov.uk,False,,RM3 0LL,2024-12-09T00:00:00,fhrs_5_en-gb,5,,FHRS,0.218437,51.593746,0.0,5.0,5.0,Tesco,tesco extra,"Bryant Avenue, Romford, RM3 0LL",AUTO_INCLUDE,Large Tesco supermarket format
Bridge Road,Rainham,,,Tesco Extra,Retailers - supermarkets/hypermarkets,7840,0,,373937,8947,516,environmental.health@havering.gov.uk,Havering,http://www.havering.gov.uk,False,,RM13 9YZ,2024-09-26T00:00:00,fhrs_5_en-gb,5,,FHRS,0.19067,51.520157,0.0,0.0,0.0,Tesco,tesco extra,"Bridge Road, Rainham, RM13 9YZ",AUTO_INCLUDE,Large Tesco supermarket format
31 High Street,Hornchurch,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1040946,132793,516,environmental.health@havering.gov.uk,Havering,http://www.havering.gov.uk,False,,RM11 1TP,2024-02-22T00:00:00,fhrs_5_en-gb,5,,FHRS,0.215309,51.563274,0.0,0.0,5.0,Lidl,lidl,"31 High Street, Hornchurch, RM11 1TP",AUTO_INCLUDE,Lidl supermarket with established bakery provision
131-133 Gooshays Drive,Romford,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1089756,136924,516,environmental.health@havering.gov.uk,Havering,http://www.havering.gov.uk,False,,RM3 8AE,2024-02-22T00:00:00,fhrs_5_en-gb,5,,FHRS,0.2242826,51.6057514,0.0,0.0,5.0,Lidl,lidl,"131-133 Gooshays Drive, Romford, RM3 8AE",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Atlanta Boulevard,Romford,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1137802,137279,516,environmental.health@havering.gov.uk,Havering,http://www.havering.gov.uk,False,,RM1 1TB,2024-02-22T00:00:00,fhrs_5_en-gb,5,,FHRS,0.18289,51.574169,0.0,0.0,5.0,Lidl,lidl,"Atlanta Boulevard, Romford, RM1 1TB",AUTO_INCLUDE,Lidl supermarket with established bakery provision
,482 Uxbridge Road,,Hayes,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,518875,40950,517,foodhealthandsafety@hillingdon.gov.uk,Hillingdon,http://www.hillingdon.gov.uk/foodsafety,False,,UB4 0SD,2023-10-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.408694,51.518381,0.0,0.0,0.0,Lidl,lidl,"482 Uxbridge Road, UB4 0SD",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Lidl UK GmbH,137 Cowley Road,,Uxbridge,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,696931,46568,517,foodhealthandsafety@hillingdon.gov.uk,Hillingdon,http://www.hillingdon.gov.uk/foodsafety,False,,UB8 2AG,2014-08-22T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.482765,51.534793,5.0,5.0,5.0,Lidl,lidl,"Lidl UK GmbH, 137 Cowley Road, UB8 2AG",AUTO_INCLUDE,Lidl supermarket with established bakery provision
,1 Central Avenue,,Hayes,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1030146,44757,517,foodhealthandsafety@hillingdon.gov.uk,Hillingdon,http://www.hillingdon.gov.uk/foodsafety,False,,UB3 2BN,2024-02-15T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.41873899102211,51.5101089477539,0.0,0.0,0.0,Lidl,lidl,"1 Central Avenue, UB3 2BN",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Lidl,Victoria Road,,Ruislip,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1066295,149191,517,foodhealthandsafety@hillingdon.gov.uk,Hillingdon,http://www.hillingdon.gov.uk/foodsafety,False,,HA4 0QQ,2018-06-11T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.397377997636795,51.5582618713379,5.0,5.0,5.0,Lidl,lidl,"Lidl, Victoria Road, HA4 0QQ",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Unit 212 - 213 Intu Uxbridge The Chimes Shopping Centre,High Street,,Uxbridge,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1436921,149226,517,foodhealthandsafety@hillingdon.gov.uk,Hillingdon,http://www.hillingdon.gov.uk/foodsafety,False,,UB8 1GA,2022-03-29T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.4764721,51.5456743,0.0,0.0,0.0,Lidl,lidl,"Unit 212 - 213 Intu Uxbridge The Chimes Shopping Centre, High Street, UB8 1GA",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Tesco,Mogden Lane,Isleworth,,Tesco Stores Ltd (Main Store),Retailers - supermarkets/hypermarkets,7840,0,,490225,15,518,foodsafety@hounslow.gov.uk,Hounslow,http://www.hounslow.gov.uk,False,,TW7 7JY,2022-08-11T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3374143,51.459046,5.0,5.0,0.0,Tesco,tesco stores ltd (main store),"Tesco, Mogden Lane, Isleworth, TW7 7JY",AUTO_INCLUDE,Large Tesco supermarket format
,228-246 High Street,Brentford,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,490310,2,518,foodsafety@hounslow.gov.uk,Hounslow,http://www.hounslow.gov.uk,False,,TW8 0JG,2025-09-02T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3056881,51.4838917,0.0,0.0,0.0,Lidl,lidl,"228-246 High Street, Brentford, TW8 0JG",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Unit 1 Ivybridge Retail Park,Twickenham Road,Isleworth,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,490556,29234,518,foodsafety@hounslow.gov.uk,Hounslow,http://www.hounslow.gov.uk,False,,TW7 7DY,2024-05-03T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3320124,51.4596248,0.0,0.0,0.0,Lidl,lidl,"Unit 1 Ivybridge Retail Park, Twickenham Road, Isleworth, TW7 7DY",AUTO_INCLUDE,Lidl supermarket with established bakery provision
,98 High Street,Feltham,,Tesco Stores Ltd (Main Store),Retailers - supermarkets/hypermarkets,7840,0,,490752,4,518,foodsafety@hounslow.gov.uk,Hounslow,http://www.hounslow.gov.uk,False,,TW13 4EX,2024-04-05T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.4131914,51.4437951,0.0,0.0,0.0,Tesco,tesco stores ltd (main store),"98 High Street, Feltham, TW13 4EX",AUTO_INCLUDE,Large Tesco supermarket format
Unit 5 Bullsbridge Industrial Estate,Hayes Road,Southall,,Tesco Stores Ltd (Main Store),Retailers - supermarkets/hypermarkets,7840,0,,490935,6112,518,foodsafety@hounslow.gov.uk,Hounslow,http://www.hounslow.gov.uk,False,,UB2 5LN,2022-08-19T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.4043454,51.4983704,0.0,0.0,0.0,Tesco,tesco stores ltd (main store),"Unit 5 Bullsbridge Industrial Estate, Hayes Road, Southall, UB2 5LN",AUTO_INCLUDE,Large Tesco supermarket format
Tesco Extra,Syon Lane,Isleworth,,Tesco Stores Ltd (Main Store),Retailers - supermarkets/hypermarkets,7840,0,,491129,7996,518,foodsafety@hounslow.gov.uk,Hounslow,http://www.hounslow.gov.uk,False,,TW7 5NZ,2022-07-22T00:00:00,fhrs_5_en-gb,5,,FHRS,,,0.0,0.0,0.0,Tesco,tesco stores ltd (main store),"Tesco Extra, Syon Lane, Isleworth, TW7 5NZ",AUTO_INCLUDE,Large Tesco supermarket format
Tesco Superstore,Dukes Green Avenue,Feltham,,Tesco Stores Ltd (Main Store),Retailers - supermarkets/hypermarkets,7840,0,,491206,8986,518,foodsafety@hounslow.gov.uk,Hounslow,http://www.hounslow.gov.uk,False,,TW14 0LT,2025-06-27T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.415068000555038,51.4593086242676,0.0,0.0,0.0,Tesco,tesco stores ltd (main store),"Tesco Superstore, Dukes Green Avenue, Feltham, TW14 0LT",AUTO_INCLUDE,Large Tesco supermarket format
Lidl Uk Gmbh,New Road,Feltham,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,491304,9765,518,foodsafety@hounslow.gov.uk,Hounslow,http://www.hounslow.gov.uk,False,,TW14 9BG,2022-08-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.40930500626564,51.4486923217773,5.0,5.0,0.0,Lidl,lidl,"Lidl Uk Gmbh, New Road, Feltham, TW14 9BG",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Halfords Unit A,Hospital Road,Hounslow,,Lidl Great Britain Limited,Retailers - supermarkets/hypermarkets,7840,0,,621547,8520,518,foodsafety@hounslow.gov.uk,Hounslow,http://www.hounslow.gov.uk,False,,TW3 3HY,1901-01-01T00:00:00,fhrs_awaitinginspection_en-gb,AwaitingInspection,,FHRS,-0.371109008789062,51.4677429199219,,,,Lidl,lidl great britain limited,"Halfords Unit A, Hospital Road, Hounslow, TW3 3HY",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Unit B,Hospital Road,Hounslow,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1517878,162741,518,foodsafety@hounslow.gov.uk,Hounslow,http://www.hounslow.gov.uk,False,,TW3 3HY,2025-01-27T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3707858,51.4677822,5.0,5.0,5.0,Lidl,lidl,"Unit B, Hospital Road, Hounslow, TW3 3HY",AUTO_INCLUDE,Lidl supermarket with established bakery provision
,5 Bulls Bridge Industrial Estate,Hayes Road,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1545261,171010,518,foodsafety@hounslow.gov.uk,Hounslow,http://www.hounslow.gov.uk,False,,UB2 5LN,2025-03-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.4054625,51.4990382,5.0,5.0,5.0,Lidl,lidl,"5 Bulls Bridge Industrial Estate, Hayes Road, UB2 5LN",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Land behind,128 High Street,Brentford,,Wm Morrisons Supermarket Limited,Retailers - supermarkets/hypermarkets,7840,0,,1583269,171100,518,foodsafety@hounslow.gov.uk,Hounslow,http://www.hounslow.gov.uk,False,,TW8 8EW,2026-07-08T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3090989,51.4827152,0.0,0.0,0.0,Morrisons,wm morrisons supermarket limited,"Land behind, 128 High Street, Brentford, TW8 8EW",AUTO_INCLUDE,Full-format Morrisons supermarket
